## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\speed-acc-novel-child-gaze-order1\SAN-080918-08-[4f07843d-2d37-4e05-a9f4-6ce2a472e2e7]\SAN-080918-08-eye_data.idf
## Date:	09.08.2018 13:35:34
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	11321                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	SAN-080918-08                                                                                                                                                                                                                                                   
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044601-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
728487531	MSG	1	# Message: cc3bd7c5c8d457694031c7630357751f.avi
728522309	SMP	1	1653.18	568.75	1378.32	551.26	24.42	24.42	4.36	25.24	25.24	4.50	1641.82	575.56	1652.08	575.38	1371.10	558.50	1381.37	558.48	560.70	536.34	574.60	505.25	0	1	1	2	-1	-1	-54.70	33.18	568.58	-5.96	36.59	573.93	-0.14	0.19	-0.97	-0.07	0.21	-0.98	 -1	
728555638	SMP	1	1653.10	568.85	1378.25	551.12	24.24	24.24	4.32	25.15	25.15	4.47	1641.68	575.53	1651.94	575.35	1371.04	558.45	1381.31	558.40	560.70	539.20	574.80	506.77	0	1	1	2	-1	-1	-54.67	33.19	568.57	-5.94	36.57	573.49	-0.14	0.18	-0.97	-0.07	0.21	-0.98	 -1	
728588948	SMP	1	1652.91	568.88	1378.21	551.26	24.15	24.15	4.29	25.15	25.15	4.45	1641.52	575.53	1651.76	575.40	1371.01	558.51	1381.29	558.45	562.62	542.35	576.51	510.71	0	1	1	2	-1	-1	-54.66	33.19	568.75	-5.93	36.53	572.98	-0.14	0.18	-0.97	-0.07	0.20	-0.98	 -1	
728622278	SMP	1	1652.61	569.11	1378.16	551.47	24.12	24.12	4.26	24.84	24.84	4.42	1641.27	575.76	1651.56	575.64	1370.94	558.71	1381.13	558.68	564.43	544.91	576.80	513.48	0	1	1	2	-1	-1	-54.60	33.14	568.53	-5.91	36.49	572.97	-0.14	0.18	-0.97	-0.07	0.20	-0.98	 -1	
728655617	SMP	1	1652.34	569.39	1377.72	551.70	24.15	24.15	4.24	24.95	24.95	4.39	1640.97	575.97	1651.28	575.93	1370.73	558.93	1380.82	558.99	566.11	547.93	578.50	515.57	0	1	1	2	-1	-1	-54.53	33.09	568.41	-5.87	36.45	573.19	-0.14	0.18	-0.97	-0.06	0.21	-0.98	 -1	
728688949	SMP	1	1652.02	569.56	1377.48	552.22	24.09	24.09	4.22	25.21	25.21	4.38	1640.66	576.21	1650.83	576.17	1370.46	559.22	1380.50	559.29	566.37	549.11	579.32	521.14	0	1	1	2	-1	-1	-54.50	33.07	568.82	-5.81	36.42	573.46	-0.14	0.19	-0.97	-0.06	0.20	-0.98	 -1	
728722298	SMP	1	1651.67	569.68	1377.12	552.22	24.11	24.11	4.21	25.24	25.24	4.38	1640.19	576.38	1650.45	576.26	1369.96	559.43	1380.16	559.39	566.27	550.09	578.83	522.71	0	1	1	2	-1	-1	-54.42	33.04	568.80	-5.73	36.36	572.97	-0.14	0.19	-0.97	-0.07	0.20	-0.98	 -1	
728755610	SMP	1	1651.10	569.72	1376.54	552.28	24.33	24.33	4.20	25.21	25.21	4.37	1639.71	576.35	1649.93	576.27	1369.59	559.41	1379.60	559.40	566.70	551.69	579.71	525.59	0	1	1	2	-1	-1	-54.36	33.06	569.06	-5.65	36.40	573.66	-0.14	0.19	-0.97	-0.06	0.20	-0.98	 -1	
728788999	SMP	1	1655.39	569.83	1381.20	552.20	24.25	24.25	4.19	25.28	25.28	4.37	1641.70	576.23	1651.71	576.19	1371.79	559.18	1381.73	559.29	348.30	554.24	358.92	528.87	0	1	1	2	-1	-1	-54.79	33.13	569.99	-6.06	36.48	574.46	-0.23	0.18	-0.96	-0.15	0.20	-0.97	 -1	
728822274	SMP	1	1658.22	569.94	1384.40	552.19	24.14	24.14	4.19	25.30	25.30	4.37	1643.03	576.28	1653.02	576.18	1373.55	559.05	1383.54	559.22	208.75	556.47	225.25	533.19	0	1	1	2	-1	-1	-55.10	33.18	570.80	-6.39	36.53	574.84	-0.29	0.18	-0.94	-0.21	0.20	-0.96	 -1	
728855606	SMP	1	1657.98	569.96	1384.28	552.25	24.38	24.38	4.19	25.46	25.46	4.38	1642.70	576.22	1652.81	576.12	1373.30	559.06	1383.30	559.24	206.72	560.12	217.76	537.07	0	1	1	2	-1	-1	-55.08	33.20	571.04	-6.35	36.55	575.22	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
728888943	SMP	1	1657.70	570.09	1383.78	552.63	24.32	24.32	4.19	25.72	25.72	4.39	1642.38	576.37	1652.55	576.20	1372.99	559.36	1382.78	559.48	205.42	563.58	217.09	541.60	0	1	1	2	-1	-1	-55.03	33.18	571.11	-6.29	36.59	576.59	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
728922245	SMP	1	1657.27	570.30	1383.38	553.04	24.63	24.63	4.20	25.77	25.77	4.40	1642.06	576.60	1652.08	576.43	1372.47	559.82	1382.43	559.89	204.92	565.65	215.66	544.87	0	1	1	2	-1	-1	-55.05	33.20	572.03	-6.20	36.50	576.44	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
728955711	SMP	1	1657.00	570.59	1382.94	553.35	24.73	24.73	4.21	25.76	25.76	4.42	1641.62	576.89	1651.78	576.89	1372.11	560.16	1381.87	560.29	202.88	566.27	213.54	545.96	0	1	1	2	-1	-1	-54.98	33.12	571.96	-6.14	36.54	578.11	-0.29	0.18	-0.94	-0.21	0.20	-0.96	 -1	
728989002	SMP	1	1656.54	570.96	1382.64	553.90	24.83	24.83	4.23	26.07	26.07	4.44	1641.22	577.23	1651.42	577.13	1371.65	560.76	1381.54	560.80	202.66	568.55	210.10	547.70	0	1	1	2	-1	-1	-54.91	33.07	571.99	-6.06	36.43	578.12	-0.29	0.17	-0.94	-0.22	0.20	-0.96	 -1	
729022261	SMP	1	1656.35	571.60	1382.51	554.73	25.06	25.06	4.24	26.18	26.18	4.46	1641.14	577.86	1651.19	577.74	1371.45	561.43	1381.50	561.54	202.73	570.04	208.08	551.28	0	1	1	2	-1	-1	-54.95	33.00	572.71	-6.04	36.27	577.65	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729055598	SMP	1	1656.32	572.04	1382.53	555.23	24.93	24.93	4.26	26.19	26.19	4.47	1641.08	578.27	1651.08	578.18	1371.43	561.99	1381.43	562.09	201.84	571.88	205.17	552.16	0	1	1	2	-1	-1	-54.99	32.96	573.29	-6.04	36.20	578.08	-0.29	0.17	-0.94	-0.22	0.19	-0.96	 -1	
729088926	SMP	1	1656.19	572.40	1382.20	555.53	24.93	24.93	4.27	26.31	26.31	4.49	1640.97	578.59	1650.97	578.39	1371.32	562.17	1381.38	562.30	201.14	574.59	207.33	555.17	0	1	1	2	-1	-1	-55.02	32.94	573.76	-6.02	36.16	578.04	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729122240	SMP	1	1656.04	572.51	1382.17	555.79	25.13	25.13	4.28	26.47	26.47	4.51	1640.79	578.74	1650.85	578.63	1371.25	562.36	1381.24	562.45	200.54	575.75	206.40	558.40	0	1	1	2	-1	-1	-55.01	32.91	573.92	-6.00	36.15	578.40	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729155573	SMP	1	1656.04	572.43	1382.16	555.83	24.95	24.95	4.29	26.49	26.49	4.53	1640.74	578.76	1650.85	578.69	1371.23	562.45	1381.22	562.58	199.90	574.93	205.79	559.92	0	1	1	2	-1	-1	-55.01	32.91	574.02	-6.00	36.14	578.52	-0.29	0.18	-0.94	-0.21	0.19	-0.96	 -1	
729188901	SMP	1	1655.86	572.54	1382.11	555.71	25.30	25.30	4.31	26.49	26.49	4.54	1640.59	578.74	1650.77	578.60	1371.24	562.39	1381.16	562.51	199.30	575.68	204.25	560.24	0	1	1	2	-1	-1	-54.98	32.91	573.92	-6.00	36.17	578.85	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729222305	SMP	1	1655.68	572.50	1381.96	555.59	25.50	25.50	4.32	26.54	26.54	4.55	1640.47	578.62	1650.68	578.46	1371.18	562.26	1381.01	562.40	199.57	576.67	203.89	560.32	0	1	1	2	-1	-1	-54.93	32.92	573.65	-5.99	36.23	579.40	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729255571	SMP	1	1655.62	572.46	1382.02	555.71	25.59	25.59	4.34	26.62	26.62	4.57	1640.35	578.61	1650.62	578.44	1371.15	562.30	1381.01	562.40	199.81	577.07	202.02	560.85	0	1	1	2	-1	-1	-54.88	32.90	573.27	-5.99	36.25	579.74	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729289034	SMP	1	1655.60	572.41	1382.00	555.71	25.44	25.44	4.35	26.61	26.61	4.58	1640.38	578.71	1650.58	578.48	1371.18	562.48	1381.03	562.56	200.28	576.55	201.24	559.24	0	1	1	2	-1	-1	-54.87	32.88	573.18	-6.00	36.24	580.06	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729322199	SMP	1	1655.52	572.43	1381.99	555.95	25.53	25.53	4.36	26.69	26.69	4.59	1640.28	578.54	1650.53	578.40	1371.14	562.59	1381.02	562.66	201.42	578.53	200.42	560.32	0	1	1	2	-1	-1	-54.81	32.88	572.70	-5.99	36.22	580.17	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729355566	SMP	1	1655.60	572.33	1382.16	555.95	25.62	25.62	4.37	26.67	26.67	4.60	1640.36	578.44	1650.61	578.30	1371.25	562.62	1381.20	562.74	202.28	579.73	200.19	560.42	0	1	1	2	-1	-1	-54.79	32.87	572.27	-6.02	36.21	580.06	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729388871	SMP	1	1655.79	572.20	1382.32	556.17	25.64	25.64	4.38	27.01	27.01	4.62	1640.59	578.34	1650.78	578.23	1371.43	562.80	1381.42	562.87	203.20	580.33	200.23	560.46	0	1	1	2	-1	-1	-54.81	32.88	572.18	-6.05	36.17	579.92	-0.28	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729422390	SMP	1	1655.68	572.41	1382.38	556.37	25.70	25.70	4.39	26.98	26.98	4.64	1640.49	578.44	1650.68	578.29	1371.41	563.01	1381.42	563.10	204.52	582.60	199.86	560.58	0	1	1	2	-1	-1	-54.78	32.86	572.04	-6.05	36.11	579.58	-0.28	0.16	-0.94	-0.21	0.19	-0.96	 -1	
729455608	SMP	1	1655.39	572.50	1382.05	556.63	25.69	25.69	4.40	27.08	27.08	4.65	1640.17	578.51	1650.14	578.37	1371.10	563.31	1380.91	563.43	204.17	583.82	196.79	559.28	0	1	1	2	-1	-1	-54.77	32.88	572.69	-5.98	36.08	580.15	-0.29	0.16	-0.94	-0.22	0.19	-0.96	 -1	
729488859	SMP	1	1654.93	572.43	1381.60	557.00	25.79	25.79	4.41	27.13	27.13	4.66	1639.75	578.47	1649.89	578.37	1370.68	563.60	1380.62	563.67	205.57	585.02	195.78	558.69	0	1	1	2	-1	-1	-54.68	32.87	572.40	-5.91	36.02	579.86	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729522200	SMP	1	1655.06	571.91	1381.77	557.05	25.72	25.72	4.42	27.27	27.27	4.68	1639.90	578.10	1649.91	578.02	1370.83	563.51	1380.72	563.61	206.25	585.05	193.73	559.76	0	1	1	2	-1	-1	-54.75	32.97	573.00	-5.93	36.04	580.00	-0.29	0.17	-0.94	-0.21	0.18	-0.96	 -1	
729555529	SMP	1	1655.45	571.53	1382.18	556.54	25.69	25.69	4.42	27.18	27.18	4.69	1640.20	577.62	1650.18	577.49	1371.24	563.18	1381.20	563.34	205.16	585.82	192.50	558.83	0	1	1	2	-1	-1	-54.84	33.09	573.41	-6.02	36.09	579.94	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729588875	SMP	1	1655.46	571.32	1382.21	556.43	25.84	25.84	4.43	27.32	27.32	4.70	1640.18	577.40	1650.31	577.26	1371.27	563.02	1381.30	563.08	204.33	585.87	191.25	559.52	0	1	1	2	-1	-1	-54.82	33.11	573.09	-6.02	36.12	579.70	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729622200	SMP	1	1655.02	571.57	1381.80	556.58	26.08	26.08	4.44	27.25	27.25	4.71	1639.78	577.72	1649.89	577.54	1370.85	563.14	1380.70	563.24	203.99	585.42	189.20	559.29	0	1	1	2	-1	-1	-54.75	33.06	573.11	-5.94	36.12	580.12	-0.29	0.17	-0.94	-0.22	0.19	-0.96	 -1	
729655521	SMP	1	1654.32	571.93	1381.03	557.11	25.88	25.88	4.45	27.51	27.51	4.73	1639.12	578.08	1649.16	578.04	1370.13	563.67	1380.07	563.74	203.52	584.94	188.32	560.48	0	1	1	2	-1	-1	-54.65	33.00	573.44	-5.81	36.02	580.05	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729688854	SMP	1	1653.44	572.13	1380.15	557.53	26.00	26.00	4.46	27.59	27.59	4.74	1638.20	578.26	1648.41	578.15	1369.26	564.08	1379.33	564.17	203.44	584.28	188.40	560.80	0	1	1	2	-1	-1	-54.46	32.95	573.03	-5.66	35.91	579.59	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729722159	SMP	1	1652.74	572.03	1379.46	557.64	25.98	25.98	4.46	27.65	27.65	4.75	1637.50	578.16	1647.63	578.08	1368.42	564.17	1378.49	564.33	202.73	583.19	186.78	561.39	0	1	1	2	-1	-1	-54.35	32.97	573.22	-5.50	35.86	579.16	-0.29	0.17	-0.94	-0.22	0.19	-0.96	 -1	
729755504	SMP	1	1651.92	572.06	1378.65	557.73	26.09	26.09	4.47	27.66	27.66	4.76	1636.67	578.11	1646.79	578.02	1367.65	564.28	1377.63	564.41	201.74	583.45	185.29	561.48	0	1	1	2	-1	-1	-54.21	32.99	573.34	-5.35	35.84	579.05	-0.29	0.17	-0.94	-0.22	0.19	-0.96	 -1	
729788832	SMP	1	1651.16	571.91	1378.09	557.88	26.14	26.14	4.48	27.83	27.83	4.78	1636.03	578.11	1646.08	578.06	1367.19	564.43	1377.06	564.57	201.78	580.50	184.64	561.59	0	1	1	2	-1	-1	-54.12	33.01	573.76	-5.26	35.82	579.28	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729822157	SMP	1	1650.67	571.94	1377.68	558.05	26.19	26.19	4.49	27.75	27.75	4.79	1635.53	578.15	1645.64	578.05	1366.69	564.69	1376.64	564.68	202.95	578.38	184.25	562.05	0	1	1	2	-1	-1	-54.04	33.01	573.76	-5.17	35.78	579.08	-0.29	0.17	-0.94	-0.22	0.19	-0.96	 -1	
729855501	SMP	1	1650.33	572.01	1377.19	558.03	26.22	26.22	4.50	27.90	27.90	4.80	1635.11	578.12	1645.08	578.10	1366.32	564.69	1376.40	564.75	201.38	576.98	185.43	561.35	0	1	1	2	-1	-1	-54.01	33.04	574.36	-5.11	35.74	578.57	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729888832	SMP	1	1649.62	571.87	1376.78	557.89	26.33	26.33	4.51	28.01	28.01	4.81	1634.42	578.04	1644.59	578.00	1365.90	564.55	1375.79	564.60	201.80	576.08	185.41	559.78	0	1	1	2	-1	-1	-53.87	33.04	574.07	-5.02	35.79	578.96	-0.29	0.17	-0.94	-0.21	0.19	-0.96	 -1	
729922273	SMP	1	1646.73	573.65	1373.99	560.25	26.34	26.34	4.52	28.38	28.38	4.83	1632.62	578.67	1642.70	578.54	1364.13	565.57	1374.31	565.65	248.87	648.16	264.08	664.05	0	1	1	2	-1	-1	-53.55	32.94	574.26	-4.71	35.55	578.08	-0.25	0.13	-0.96	-0.17	0.14	-0.98	 -1	
729955513	SMP	1	1641.76	580.81	1370.13	567.80	27.04	27.04	4.55	28.74	28.74	4.86	1628.98	581.79	1639.32	581.68	1361.71	569.12	1371.94	569.13	389.63	1063.51	404.04	1068.97	0	1	1	2	-1	-1	-52.83	32.33	573.39	-4.27	34.85	577.27	-0.20	-0.02	-0.98	-0.12	-0.01	-0.99	 -1	
729988828	SMP	1	1640.85	580.58	1368.56	567.64	27.16	27.16	4.57	28.71	28.71	4.88	1628.31	581.42	1638.52	581.34	1360.42	568.99	1370.60	569.01	401.98	1069.73	420.13	1066.52	0	1	1	2	-1	-1	-52.68	32.38	573.20	-4.02	34.84	576.77	-0.19	-0.03	-0.98	-0.11	-0.01	-0.99	 -1	
730022247	SMP	1	1639.99	580.49	1367.44	567.90	27.15	27.15	4.60	28.89	28.89	4.90	1627.38	581.35	1637.67	581.17	1359.32	569.16	1369.49	569.25	404.08	1072.61	424.77	1067.26	0	1	1	2	-1	-1	-52.47	32.37	572.64	-3.82	34.78	576.26	-0.19	-0.03	-0.98	-0.11	-0.01	-0.99	 -1	
730055568	SMP	1	1639.05	580.26	1366.30	568.09	27.25	27.25	4.61	29.06	29.06	4.92	1626.55	581.15	1636.79	581.02	1358.40	569.30	1368.52	569.38	408.54	1072.39	434.01	1068.75	0	1	1	2	-1	-1	-52.28	32.38	572.33	-3.64	34.74	576.02	-0.19	-0.03	-0.98	-0.10	-0.01	-0.99	 -1	
730089060	SMP	1	1638.32	579.99	1365.55	567.99	27.51	27.51	4.64	29.05	29.05	4.94	1625.82	580.83	1636.10	580.73	1357.54	569.24	1367.61	569.33	411.46	1073.18	433.42	1068.98	0	1	1	2	-1	-1	-52.11	32.41	571.78	-3.48	34.74	575.93	-0.19	-0.03	-0.98	-0.11	-0.01	-0.99	 -1	
730122117	SMP	1	1637.58	579.89	1364.90	567.81	27.65	27.65	4.66	29.30	29.30	4.96	1625.17	580.59	1635.49	580.52	1356.73	569.17	1366.92	569.19	415.99	1075.81	431.88	1067.79	0	1	1	2	-1	-1	-51.94	32.42	571.24	-3.34	34.72	575.25	-0.18	-0.03	-0.98	-0.11	-0.01	-0.99	 -1	
730155459	SMP	1	1637.19	580.00	1364.32	568.09	27.68	27.68	4.68	29.52	29.52	4.99	1624.57	580.66	1634.75	580.59	1356.34	569.29	1366.49	569.34	412.31	1078.34	435.17	1068.93	0	1	1	2	-1	-1	-51.83	32.41	571.39	-3.27	34.68	574.95	-0.19	-0.03	-0.98	-0.10	-0.01	-0.99	 -1	
730188843	SMP	1	1638.50	581.84	1366.39	569.88	27.60	27.60	4.69	29.28	29.28	5.00	1625.01	581.71	1635.33	581.51	1357.45	570.44	1367.52	570.45	333.45	1143.83	353.29	1102.10	0	1	1	2	-1	-1	-51.86	32.19	570.67	-3.46	34.47	574.99	-0.22	-0.06	-0.97	-0.14	-0.04	-0.99	 -1	
730222117	SMP	1	1638.15	582.03	1365.97	570.36	27.64	27.64	4.71	29.20	29.20	5.01	1624.73	581.77	1634.78	581.61	1356.85	570.66	1367.08	570.65	319.59	1168.94	334.70	1148.19	0	1	1	2	-1	-1	-51.86	32.22	571.47	-3.36	34.40	574.35	-0.22	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730255488	SMP	1	1637.82	582.19	1365.58	570.32	27.77	27.77	4.72	29.12	29.12	5.01	1624.33	581.83	1634.60	581.65	1356.57	570.70	1366.64	570.69	0.00	0.00	335.33	1148.30	0	1	1	2	-1	-1	-51.74	32.18	570.79	-3.30	34.41	574.66	-0.22	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730288786	SMP	1	1637.45	581.97	1365.15	570.31	27.62	27.62	4.72	29.34	29.34	5.02	1623.95	581.71	1634.10	581.57	1355.98	570.66	1366.28	570.63	316.99	1172.66	337.00	1155.23	0	1	1	2	-1	-1	-51.69	32.21	571.04	-3.21	34.36	573.70	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730322113	SMP	1	1636.93	581.98	1364.52	570.30	27.79	27.79	4.74	29.05	29.05	5.02	1623.52	581.61	1633.64	581.50	1355.58	570.62	1365.62	570.58	0.00	0.00	337.49	1160.24	0	1	1	2	-1	-1	-51.62	32.23	571.21	-3.11	34.40	574.17	-0.22	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730355452	SMP	1	1636.50	582.05	1363.96	570.55	27.62	27.62	4.74	29.28	29.28	5.02	1622.96	581.71	1633.09	581.53	1354.86	570.87	1365.00	570.88	0.00	0.00	332.68	1161.90	0	1	1	2	-1	-1	-51.53	32.23	571.30	-2.99	34.33	573.86	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730388780	SMP	1	1635.78	582.35	1363.25	571.21	27.79	27.79	4.75	29.11	29.11	5.02	1622.30	582.08	1632.55	581.91	1354.18	571.50	1364.44	571.47	324.39	1176.80	333.58	1165.14	0	1	1	2	-1	-1	-51.39	32.14	570.90	-2.87	34.19	573.38	-0.22	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730422179	SMP	1	1635.28	582.80	1362.58	571.80	27.75	27.75	4.75	29.13	29.13	5.02	1621.76	582.41	1631.84	582.33	1353.53	572.11	1363.60	572.12	0.00	0.00	331.91	1165.97	0	1	1	2	-1	-1	-51.33	32.10	571.48	-2.74	34.09	573.66	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730455445	SMP	1	1634.60	582.93	1361.80	572.23	27.57	27.57	4.75	28.82	28.82	5.01	1621.07	582.67	1631.32	582.45	1352.78	572.51	1362.91	572.54	318.24	1179.62	332.00	1167.50	0	1	1	2	-1	-1	-51.18	32.05	571.08	-2.61	34.01	573.63	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730488772	SMP	1	1634.01	583.23	1361.16	572.67	27.58	27.58	4.75	28.80	28.80	5.00	1620.54	582.95	1630.68	582.70	1352.08	572.94	1362.32	572.96	0.00	0.00	331.58	1168.69	0	1	1	2	-1	-1	-51.11	32.02	571.52	-2.49	33.92	573.35	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730522104	SMP	1	1633.52	583.73	1360.64	573.20	27.47	27.47	4.75	28.75	28.75	4.99	1619.98	583.40	1630.21	583.32	1351.66	573.51	1361.62	573.52	315.36	1181.20	330.99	1169.28	0	1	1	2	-1	-1	-51.01	31.92	571.38	-2.39	33.87	574.21	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730555424	SMP	1	1633.13	584.15	1360.24	573.78	27.38	27.38	4.74	28.65	28.65	4.98	1619.64	583.82	1629.71	583.63	1351.05	574.09	1361.31	574.10	0.00	0.00	329.70	1171.11	0	1	1	2	-1	-1	-50.99	31.89	572.00	-2.31	33.72	573.49	-0.23	-0.07	-0.97	-0.15	-0.05	-0.99	 -1	
730588761	SMP	1	1632.65	584.51	1359.74	574.21	27.15	27.15	4.73	28.52	28.52	4.97	1619.19	584.15	1629.33	584.15	1350.72	574.53	1360.75	574.53	314.06	1182.33	329.78	1171.01	0	1	1	2	-1	-1	-50.92	31.81	572.08	-2.23	33.68	574.11	-0.23	-0.07	-0.97	-0.15	-0.05	-0.99	 -1	
730622086	SMP	1	1632.13	584.74	1359.29	574.65	27.23	27.23	4.73	28.38	28.38	4.96	1618.72	584.40	1628.73	584.35	1350.25	574.88	1360.43	574.89	312.59	1183.32	330.27	1172.41	0	1	1	2	-1	-1	-50.88	31.81	572.75	-2.15	33.59	573.71	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730655471	SMP	1	1631.75	584.80	1358.71	574.87	27.21	27.21	4.72	28.38	28.38	4.94	1618.21	584.54	1628.42	584.41	1349.75	575.17	1359.88	575.15	311.14	1183.40	331.63	1172.93	0	1	1	2	-1	-1	-50.79	31.78	572.54	-2.06	33.55	573.86	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730688739	SMP	1	1631.18	584.90	1358.23	574.93	27.06	27.06	4.71	28.33	28.33	4.93	1617.75	584.61	1627.77	584.51	1349.21	575.20	1359.44	575.26	310.36	1184.17	332.30	1173.12	0	1	1	2	-1	-1	-50.74	31.80	573.12	-1.97	33.51	573.50	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730722126	SMP	1	1630.44	584.97	1357.65	575.07	27.13	27.13	4.71	28.34	28.34	4.92	1617.04	584.69	1627.25	584.48	1348.66	575.30	1358.69	575.29	0.00	0.00	332.71	1174.30	0	1	1	2	-1	-1	-50.61	31.78	572.91	-1.85	33.54	574.09	-0.22	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730755413	SMP	1	1629.97	584.90	1356.98	574.99	26.96	26.96	4.70	28.09	28.09	4.91	1616.48	584.57	1626.58	584.47	1347.86	575.30	1358.13	575.28	0.00	0.00	332.77	1174.30	0	1	1	2	-1	-1	-50.51	31.80	573.08	-1.73	33.50	573.41	-0.23	-0.07	-0.97	-0.14	-0.05	-0.99	 -1	
730788743	SMP	1	1629.26	584.76	1356.35	574.84	26.89	26.89	4.69	27.94	27.94	4.89	1615.85	584.41	1625.98	584.36	1347.37	575.22	1357.48	575.27	0.00	0.00	334.06	1173.43	0	1	1	2	-1	-1	-50.41	31.83	573.20	-1.62	33.53	573.74	-0.23	-0.07	-0.97	-0.14	-0.04	-0.99	 -1	
730822078	SMP	1	1628.69	584.47	1355.73	574.85	26.82	26.82	4.68	27.91	27.91	4.88	1615.29	584.25	1625.48	584.25	1346.71	575.24	1356.81	575.20	310.70	1183.60	334.26	1173.01	0	1	1	2	-1	-1	-50.30	31.85	573.03	-1.50	33.54	573.97	-0.23	-0.06	-0.97	-0.14	-0.04	-0.99	 -1	
730855408	SMP	1	1628.31	584.40	1355.22	574.92	26.81	26.81	4.67	27.88	27.88	4.86	1614.79	584.19	1624.77	584.06	1346.04	575.21	1356.35	575.22	307.83	1183.97	334.08	1173.20	0	1	1	2	-1	-1	-50.24	31.90	573.61	-1.40	33.50	573.15	-0.23	-0.06	-0.97	-0.15	-0.05	-0.99	 -1	
730888729	SMP	1	1627.76	584.35	1354.67	574.97	26.81	26.81	4.66	27.90	27.90	4.85	1614.26	584.14	1624.41	584.07	1345.63	575.30	1355.60	575.33	307.40	1183.00	333.82	1173.01	0	1	1	2	-1	-1	-50.14	31.89	573.41	-1.29	33.54	574.18	-0.23	-0.06	-0.97	-0.15	-0.04	-0.99	 -1	
