subid,tr.num,gaze_condition,correct,age,age_group,target_image,RT,condition,rt,guess,guess_num,ucl_bound,ewma_param,param_value
14,1,straight_ahead,0,1843,5,bottle,0.09999999999999964,straight_ahead,0.1,guess,0,0.12000000000000005,cs,0.42
44,29,straight_ahead,1,NA,4,bottle,0.09999999999999964,straight_ahead,0.1,guess,0,0.12000000000000005,cs,0.43
47,4,straight_ahead,1,NA,4,shoe,0.10099999999999998,straight_ahead,0.1,guess,0,0.11000000000000004,cs,0.44
13,8,straight_ahead,0,1480,4,juice,0.10200000000000031,straight_ahead,0.1,guess,0,0.12000000000000005,cs,0.43
16,23,straight_ahead,1,1741,4,juice,0.10200000000000031,straight_ahead,0.1,guess,0,0.11000000000000004,cs,0.44
23,4,straight_ahead,0,1971,5,bunny,0.10200000000000031,straight_ahead,0.1,guess,0,0.12000000000000005,cs,0.43
28,18,straight_ahead,1,1086,2,boat,0.10299999999999976,straight_ahead,0.1,guess,0,0.11000000000000004,cs,0.44
34,13,straight_ahead,1,2016,5,juice,0.10299999999999976,straight_ahead,0.1,guess,0,0.11000000000000004,cs,0.44
41,3,straight_ahead,0,NA,4,boat,0.10299999999999976,straight_ahead,0.1,guess,0,0.11000000000000004,cs,0.44
13,6,straight_ahead,1,1480,4,ball,0.10400000000000009,straight_ahead,0.1,guess,0,0.10000000000000003,cs,0.45
15,31,straight_ahead,1,1077,2,bunny,0.10400000000000009,straight_ahead,0.1,guess,0,0.10000000000000003,cs,0.45
34,16,straight_ahead,1,2016,5,bunny,0.10400000000000009,straight_ahead,0.1,guess,0,0.09000000000000002,cs,0.46
44,23,straight_ahead,0,NA,4,chicken,0.10499999999999954,straight_ahead,0.1,guess,0,0.10000000000000003,cs,0.45
2,26,straight_ahead,0,1873,5,ball,0.10799999999999965,straight_ahead,0.11,guess,0,0.10000000000000003,cs,0.45
44,22,straight_ahead,0,NA,4,juice,0.10899999999999999,straight_ahead,0.11,guess,0,0.11000000000000004,cs,0.44
38,11,straight_ahead,0,1933,5,cookie,0.11000000000000032,straight_ahead,0.11,guess,0,0.11000000000000004,cs,0.44
34,10,straight_ahead,0,2016,5,bottle,0.13399999999999945,straight_ahead,0.13,guess,0,0.12000000000000005,cs,0.43
44,24,straight_ahead,0,NA,4,chicken,0.13399999999999945,straight_ahead,0.13,guess,0,0.12000000000000005,cs,0.43
19,4,straight_ahead,0,1664,4,shoe,0.13400000000000034,straight_ahead,0.13,guess,0,0.12000000000000005,cs,0.43
27,14,straight_ahead,0,1163,3,shoe,0.13400000000000034,straight_ahead,0.13,guess,0,0.13000000000000006,cs,0.42
2,19,straight_ahead,0,1873,5,bottle,0.1349999999999998,straight_ahead,0.13,guess,0,0.13000000000000006,cs,0.42
23,7,straight_ahead,1,1971,5,juice,0.13600000000000012,straight_ahead,0.14,guess,0,0.14000000000000007,cs,0.42
27,12,straight_ahead,0,1163,3,boat,0.13600000000000012,straight_ahead,0.14,guess,0,0.14000000000000007,cs,0.42
12,21,straight_ahead,1,1406,3,bunny,0.13700000000000045,straight_ahead,0.14,guess,0,0.14000000000000007,cs,0.42
29,3,straight_ahead,0,1334,3,bottle,0.13700000000000045,straight_ahead,0.14,guess,0,0.14000000000000007,cs,0.42
36,20,straight_ahead,1,1277,3,bunny,0.13700000000000045,straight_ahead,0.14,guess,0,0.13000000000000006,cs,0.43
9,22,straight_ahead,0,1955,5,bunny,0.13700000000000045,straight_ahead,0.14,guess,0,0.14000000000000007,cs,0.42
16,30,straight_ahead,0,1741,4,bottle,0.1379999999999999,straight_ahead,0.14,guess,0,0.14000000000000007,cs,0.42
3,21,straight_ahead,0,1914,5,bottle,0.1379999999999999,straight_ahead,0.14,guess,0,0.15000000000000008,cs,0.41
3,29,straight_ahead,0,1914,5,cookie,0.1379999999999999,straight_ahead,0.14,guess,0,0.15000000000000008,cs,0.41
5,7,straight_ahead,0,1873,5,chicken,0.1379999999999999,straight_ahead,0.14,guess,0,0.16000000000000003,cs,0.4
12,25,straight_ahead,0,1406,3,boat,0.14100000000000001,straight_ahead,0.14,guess,0,0.16000000000000003,cs,0.4
31,23,straight_ahead,0,1976,5,cookie,0.1429999999999998,straight_ahead,0.14,guess,0,0.16000000000000003,cs,0.4
35,19,straight_ahead,0,2110,5,cookie,0.1429999999999998,straight_ahead,0.14,guess,0,0.17000000000000004,cs,0.39
14,6,straight_ahead,1,1843,5,shoe,0.16800000000000015,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
2,30,straight_ahead,0,1873,5,chicken,0.16800000000000015,straight_ahead,0.17,guess,0,0.17000000000000004,cs,0.39
35,32,straight_ahead,1,2110,5,shoe,0.16800000000000015,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
4,2,straight_ahead,0,1804,4,bunny,0.16800000000000015,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
23,15,straight_ahead,1,1971,5,boat,0.1689999999999996,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
5,13,straight_ahead,1,1873,5,juice,0.16900000000000048,straight_ahead,0.17,guess,0,0.15000000000000008,cs,0.41
3,18,straight_ahead,0,1914,5,bunny,0.16999999999999993,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
35,29,straight_ahead,0,2110,5,bunny,0.17100000000000026,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
41,13,straight_ahead,1,NA,4,bottle,0.17100000000000026,straight_ahead,0.17,guess,0,0.15000000000000008,cs,0.41
42,17,straight_ahead,1,NA,3,bunny,0.17100000000000026,straight_ahead,0.17,guess,0,0.15000000000000008,cs,0.41
46,7,straight_ahead,0,NA,5,ball,0.17100000000000026,straight_ahead,0.17,guess,0,0.15000000000000008,cs,0.41
47,13,straight_ahead,0,NA,4,bottle,0.17100000000000026,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
24,24,straight_ahead,0,2149,5,cookie,0.1719999999999997,straight_ahead,0.17,guess,0,0.16000000000000003,cs,0.4
26,28,straight_ahead,1,1789,4,juice,0.1750000000000007,straight_ahead,0.18,guess,0,0.15000000000000008,cs,0.41
4,11,straight_ahead,1,1804,4,juice,0.1750000000000007,straight_ahead,0.18,guess,0,0.15000000000000008,cs,0.41
38,6,straight_ahead,0,1933,5,juice,0.17599999999999927,straight_ahead,0.18,guess,0,0.15000000000000008,cs,0.41
21,13,straight_ahead,1,1835,5,chicken,0.20099999999999962,straight_ahead,0.2,guess,0,0.15000000000000008,cs,0.41
36,17,straight_ahead,0,1277,3,chicken,0.20099999999999962,straight_ahead,0.2,guess,0,0.15000000000000008,cs,0.41
3,20,straight_ahead,0,1914,5,shoe,0.2010000000000005,straight_ahead,0.2,guess,0,0.15000000000000008,cs,0.41
3,30,straight_ahead,0,1914,5,shoe,0.2010000000000005,straight_ahead,0.2,guess,0,0.16000000000000003,cs,0.4
45,26,straight_ahead,0,NA,3,shoe,0.2010000000000005,straight_ahead,0.2,guess,0,0.16000000000000003,cs,0.4
1,15,straight_ahead,1,1813,4,juice,0.20199999999999996,straight_ahead,0.2,guess,0,0.16000000000000003,cs,0.4
13,3,straight_ahead,0,1480,4,bottle,0.20399999999999974,straight_ahead,0.2,guess,0,0.16000000000000003,cs,0.4
33,4,straight_ahead,0,1637,4,bottle,0.20399999999999974,straight_ahead,0.2,guess,0,0.16000000000000003,cs,0.4
33,6,straight_ahead,0,1637,4,chicken,0.20399999999999974,straight_ahead,0.2,guess,0,0.17000000000000004,cs,0.39
36,27,straight_ahead,1,1277,3,chicken,0.20500000000000007,straight_ahead,0.21,guess,0,0.16000000000000003,cs,0.4
14,11,straight_ahead,1,1843,5,cookie,0.20999999999999996,straight_ahead,0.21,guess,0,0.16000000000000003,cs,0.4
15,26,straight_ahead,1,1077,2,cookie,0.20999999999999996,straight_ahead,0.21,guess,0,0.15000000000000008,cs,0.41
9,24,straight_ahead,1,1955,5,chicken,0.23399999999999999,straight_ahead,0.23,guess,0,0.14000000000000007,cs,0.42
19,5,straight_ahead,0,1664,4,ball,0.2370000000000001,straight_ahead,0.24,guess,0,0.15000000000000008,cs,0.41
26,20,straight_ahead,0,1789,4,boat,0.23900000000000077,straight_ahead,0.24,guess,0,0.15000000000000008,cs,0.41
10,15,straight_ahead,1,1373,3,cookie,0.242,straight_ahead,0.24,guess,0,0.15000000000000008,cs,0.41
6,9,straight_ahead,1,1507,4,cookie,0.24300000000000033,straight_ahead,0.24,guess,0,0.14000000000000007,cs,0.42
26,30,straight_ahead,1,1789,4,shoe,0.26700000000000035,straight_ahead,0.27,guess,0,0.13999999999999996,cs,0.43
24,31,straight_ahead,0,2149,5,bunny,0.2679999999999998,straight_ahead,0.27,guess,0,0.14999999999999997,cs,0.42
26,21,straight_ahead,0,1789,4,bunny,0.2679999999999998,straight_ahead,0.27,guess,0,0.14999999999999997,cs,0.42
15,23,straight_ahead,0,1077,2,juice,0.26900000000000013,straight_ahead,0.27,guess,0,0.15999999999999998,cs,0.41
10,9,straight_ahead,0,1373,3,bottle,0.2709999999999999,straight_ahead,0.27,guess,0,0.15999999999999998,cs,0.41
2,18,straight_ahead,1,1873,5,bunny,0.2709999999999999,straight_ahead,0.27,guess,0,0.15999999999999998,cs,0.41
23,6,straight_ahead,1,1971,5,ball,0.2709999999999999,straight_ahead,0.27,guess,0,0.14999999999999997,cs,0.42
33,5,straight_ahead,0,1637,4,bottle,0.2709999999999999,straight_ahead,0.27,guess,0,0.14999999999999997,cs,0.42
24,18,straight_ahead,0,2149,5,chicken,0.27200000000000024,straight_ahead,0.27,guess,0,0.15999999999999998,cs,0.41
5,14,straight_ahead,0,1873,5,cookie,0.27200000000000024,straight_ahead,0.27,guess,0,0.15999999999999998,cs,0.41
34,11,straight_ahead,0,2016,5,boat,0.2729999999999997,straight_ahead,0.27,guess,0,0.16999999999999993,cs,0.4
6,13,straight_ahead,0,1507,4,boat,0.2729999999999997,straight_ahead,0.27,guess,0,0.16999999999999993,cs,0.4
21,1,straight_ahead,1,1835,5,boat,0.274,straight_ahead,0.27,guess,0,0.15999999999999998,cs,0.41
47,1,straight_ahead,0,NA,4,cookie,0.27500000000000036,straight_ahead,0.28,guess,0,0.16999999999999993,cs,0.4
21,12,straight_ahead,0,1835,5,juice,0.2759999999999998,straight_ahead,0.28,guess,0,0.16999999999999993,cs,0.4
34,5,straight_ahead,1,2016,5,bottle,0.2999999999999998,straight_ahead,0.3,guess,0,0.16999999999999993,cs,0.4
32,27,straight_ahead,1,1751,4,chicken,0.30100000000000016,straight_ahead,0.3,guess,0,0.15999999999999998,cs,0.41
15,20,straight_ahead,1,1077,2,bottle,0.3019999999999996,straight_ahead,0.3,guess,0,0.14999999999999997,cs,0.42
6,7,straight_ahead,1,1507,4,bunny,0.3019999999999996,straight_ahead,0.3,guess,0,0.14999999999999997,cs,0.42
23,13,straight_ahead,0,1971,5,bunny,0.30299999999999994,straight_ahead,0.3,guess,0,0.14999999999999997,cs,0.42
33,16,straight_ahead,0,1637,4,boat,0.30299999999999994,straight_ahead,0.3,guess,0,0.15999999999999998,cs,0.41
45,25,straight_ahead,1,NA,3,boat,0.30299999999999994,straight_ahead,0.3,guess,0,0.14999999999999997,cs,0.42
4,5,straight_ahead,1,1804,4,chicken,0.3039999999999994,straight_ahead,0.3,guess,0,0.14999999999999997,cs,0.42
19,2,straight_ahead,0,1664,4,bottle,0.30400000000000027,straight_ahead,0.3,guess,0,0.14999999999999997,cs,0.42
25,22,straight_ahead,1,1929,5,bottle,0.30400000000000027,straight_ahead,0.3,guess,0,0.13999999999999996,cs,0.43
28,30,straight_ahead,1,1086,2,ball,0.30400000000000027,straight_ahead,0.3,guess,0,0.13999999999999996,cs,0.43
3,25,straight_ahead,0,1914,5,ball,0.30400000000000027,straight_ahead,0.3,guess,0,0.13999999999999996,cs,0.43
41,12,straight_ahead,0,NA,4,ball,0.30400000000000027,straight_ahead,0.3,guess,0,0.14999999999999997,cs,0.42
15,24,straight_ahead,1,1077,2,chicken,0.3049999999999997,straight_ahead,0.3,guess,0,0.13999999999999996,cs,0.43
16,32,straight_ahead,1,1741,4,cookie,0.3049999999999997,straight_ahead,0.3,guess,0,0.13999999999999996,cs,0.43
26,29,straight_ahead,1,1789,4,cookie,0.3049999999999997,straight_ahead,0.3,guess,0,0.12999999999999995,cs,0.44
15,17,straight_ahead,0,1077,2,ball,0.30799999999999983,straight_ahead,0.31,guess,0,0.12999999999999995,cs,0.44
17,29,straight_ahead,0,1180,3,juice,0.3089999999999993,straight_ahead,0.31,guess,0,0.13999999999999996,cs,0.43
44,27,straight_ahead,1,NA,4,cookie,0.3100000000000005,straight_ahead,0.31,guess,0,0.12999999999999995,cs,0.44
9,29,straight_ahead,0,1955,5,cookie,0.3100000000000005,straight_ahead,0.31,guess,0,0.13999999999999996,cs,0.43
34,9,straight_ahead,1,2016,5,ball,0.33399999999999963,straight_ahead,0.33,guess,0,0.12999999999999995,cs,0.44
38,5,straight_ahead,1,1933,5,bottle,0.33399999999999963,straight_ahead,0.33,guess,0,0.12999999999999995,cs,0.44
24,21,straight_ahead,1,2149,5,shoe,0.3340000000000005,straight_ahead,0.33,guess,0,0.11999999999999994,cs,0.45
26,31,straight_ahead,0,1789,4,shoe,0.3340000000000005,straight_ahead,0.33,guess,0,0.11999999999999994,cs,0.45
41,4,straight_ahead,1,NA,4,shoe,0.3340000000000005,straight_ahead,0.33,guess,0,0.11999999999999994,cs,0.45
6,2,straight_ahead,1,1507,4,juice,0.3359999999999994,straight_ahead,0.34,guess,0,0.10999999999999993,cs,0.46
26,25,straight_ahead,0,1789,4,juice,0.3360000000000003,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
13,2,straight_ahead,0,1480,4,ball,0.33699999999999974,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
17,18,straight_ahead,0,1180,3,bunny,0.33699999999999974,straight_ahead,0.34,guess,0,0.12999999999999995,cs,0.44
24,25,straight_ahead,1,2149,5,bunny,0.33699999999999974,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
29,11,straight_ahead,1,1334,3,bottle,0.33699999999999974,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
35,17,straight_ahead,1,2110,5,bunny,0.33699999999999974,straight_ahead,0.34,guess,0,0.10999999999999993,cs,0.46
45,20,straight_ahead,0,NA,3,bottle,0.33699999999999974,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
47,10,straight_ahead,1,NA,4,ball,0.33699999999999974,straight_ahead,0.34,guess,0,0.10999999999999993,cs,0.46
6,11,straight_ahead,0,1507,4,bunny,0.33699999999999974,straight_ahead,0.34,guess,0,0.10999999999999993,cs,0.46
3,28,straight_ahead,0,1914,5,chicken,0.3390000000000004,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
1,7,straight_ahead,0,1813,4,cookie,0.3420000000000005,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
27,5,straight_ahead,1,1163,3,cookie,0.3420000000000005,straight_ahead,0.34,guess,0,0.11999999999999994,cs,0.45
38,15,straight_ahead,1,1933,5,cookie,0.34299999999999997,straight_ahead,0.34,guess,0,0.10999999999999993,cs,0.46
45,30,straight_ahead,0,NA,3,shoe,0.367,straight_ahead,0.37,guess,0,0.11999999999999994,cs,0.45
46,5,straight_ahead,0,NA,5,shoe,0.367,straight_ahead,0.37,guess,0,0.11999999999999994,cs,0.45
15,25,straight_ahead,0,1077,2,chicken,0.36799999999999944,straight_ahead,0.37,guess,0,0.12999999999999995,cs,0.44
21,15,straight_ahead,1,1835,5,ball,0.36799999999999944,straight_ahead,0.37,guess,0,0.11999999999999994,cs,0.45
34,6,straight_ahead,0,2016,5,chicken,0.36799999999999944,straight_ahead,0.37,guess,0,0.11999999999999994,cs,0.45
6,8,straight_ahead,0,1507,4,ball,0.36799999999999944,straight_ahead,0.37,guess,0,0.12999999999999995,cs,0.44
19,10,straight_ahead,0,1664,4,bunny,0.3680000000000003,straight_ahead,0.37,guess,0,0.12999999999999995,cs,0.44
35,20,straight_ahead,0,2110,5,juice,0.3689999999999998,straight_ahead,0.37,guess,0,0.13999999999999996,cs,0.43
26,24,straight_ahead,1,1789,4,ball,0.37100000000000044,straight_ahead,0.37,guess,0,0.12999999999999995,cs,0.44
28,22,straight_ahead,1,1086,2,ball,0.37100000000000044,straight_ahead,0.37,guess,0,0.12999999999999995,cs,0.44
3,22,straight_ahead,1,1914,5,ball,0.37100000000000044,straight_ahead,0.37,guess,0,0.11999999999999994,cs,0.45
3,32,straight_ahead,0,1914,5,bottle,0.37100000000000044,straight_ahead,0.37,guess,0,0.12999999999999995,cs,0.44
33,11,straight_ahead,1,1637,4,ball,0.37100000000000044,straight_ahead,0.37,guess,0,0.11999999999999994,cs,0.45
46,1,straight_ahead,1,NA,5,ball,0.37100000000000044,straight_ahead,0.37,guess,0,0.10999999999999993,cs,0.46
8,22,straight_ahead,1,1395,3,ball,0.37100000000000044,straight_ahead,0.37,guess,0,0.10999999999999993,cs,0.46
3,23,straight_ahead,0,1914,5,cookie,0.3719999999999999,straight_ahead,0.37,guess,0,0.10999999999999993,cs,0.46
6,16,straight_ahead,1,1507,4,chicken,0.3719999999999999,straight_ahead,0.37,guess,0,0.10999999999999993,cs,0.46
16,28,straight_ahead,1,1741,4,boat,0.3720000000000008,straight_ahead,0.37,guess,0,0.09999999999999998,cs,0.47
14,7,straight_ahead,0,1843,5,boat,0.3730000000000002,straight_ahead,0.37,guess,0,0.10999999999999993,cs,0.46
12,28,straight_ahead,1,1406,3,ball,0.375,straight_ahead,0.38,guess,0,0.09999999999999998,cs,0.47
23,14,straight_ahead,1,1971,5,cookie,0.375,straight_ahead,0.38,guess,0,0.09999999999999998,cs,0.47
24,17,straight_ahead,1,2149,5,juice,0.375,straight_ahead,0.38,guess,0,0.08999999999999997,cs,0.48
21,2,straight_ahead,1,1835,5,bottle,0.39999999999999947,straight_ahead,0.4,guess,0,0.08999999999999997,cs,0.48
38,9,straight_ahead,1,1933,5,shoe,0.4009999999999998,straight_ahead,0.4,guess,0,0.07999999999999996,cs,0.49
35,26,straight_ahead,0,2110,5,shoe,0.40200000000000014,straight_ahead,0.4,guess,0,0.08999999999999997,cs,0.48
1,9,straight_ahead,0,1813,4,bunny,0.4029999999999996,straight_ahead,0.4,guess,0,0.08999999999999997,cs,0.48
1,14,straight_ahead,1,1813,4,boat,0.4029999999999996,straight_ahead,0.4,guess,0,0.08999999999999997,cs,0.48
19,16,straight_ahead,1,1664,4,boat,0.4029999999999996,straight_ahead,0.4,guess,0,0.07999999999999996,cs,0.49
21,3,straight_ahead,1,1835,5,juice,0.4029999999999996,straight_ahead,0.4,guess,0,0.07999999999999996,cs,0.49
29,10,straight_ahead,1,1334,3,boat,0.4029999999999996,straight_ahead,0.4,guess,0,0.06999999999999995,cs,0.5
31,29,straight_ahead,0,1976,5,juice,0.4029999999999996,straight_ahead,0.4,guess,0,0.07999999999999996,cs,0.49
16,26,straight_ahead,1,1741,4,bottle,0.4039999999999999,straight_ahead,0.4,guess,0,0.06999999999999995,cs,0.5
23,1,straight_ahead,1,1971,5,chicken,0.4039999999999999,straight_ahead,0.4,guess,0,0.06999999999999995,cs,0.5
27,10,straight_ahead,1,1163,3,ball,0.4039999999999999,straight_ahead,0.4,guess,0,0.05999999999999994,cs,0.51
41,5,straight_ahead,1,NA,4,ball,0.4039999999999999,straight_ahead,0.4,guess,0,0.05999999999999994,cs,0.51
9,19,straight_ahead,1,1955,5,bunny,0.4039999999999999,straight_ahead,0.4,guess,0,0.04999999999999993,cs,0.52
16,19,straight_ahead,0,1741,4,chicken,0.40500000000000025,straight_ahead,0.41,guess,0,0.05999999999999994,cs,0.51
26,32,straight_ahead,1,1789,4,cookie,0.40500000000000025,straight_ahead,0.41,guess,0,0.04999999999999993,cs,0.52
9,18,straight_ahead,1,1955,5,chicken,0.40500000000000025,straight_ahead,0.41,guess,0,0.04999999999999993,cs,0.52
31,24,straight_ahead,0,1976,5,boat,0.40700000000000003,straight_ahead,0.41,guess,0,0.04999999999999993,cs,0.52
31,27,straight_ahead,0,1976,5,boat,0.40700000000000003,straight_ahead,0.41,guess,0,0.05999999999999994,cs,0.51
31,26,straight_ahead,0,1976,5,juice,0.4089999999999998,straight_ahead,0.41,guess,0,0.05999999999999994,cs,0.51
35,24,straight_ahead,1,2110,5,juice,0.4089999999999998,straight_ahead,0.41,guess,0,0.05999999999999994,cs,0.51
1,16,straight_ahead,1,1813,4,juice,0.4090000000000007,straight_ahead,0.41,guess,0,0.04999999999999993,cs,0.52
16,31,straight_ahead,1,1741,4,juice,0.4090000000000007,straight_ahead,0.41,guess,0,0.04999999999999993,cs,0.52
34,8,straight_ahead,0,2016,5,cookie,0.41000000000000014,straight_ahead,0.41,guess,0,0.04999999999999993,cs,0.52
38,13,straight_ahead,1,1933,5,bottle,0.4339999999999993,straight_ahead,0.43,guess,0,0.04999999999999993,cs,0.52
4,1,straight_ahead,0,1804,4,shoe,0.43400000000000016,straight_ahead,0.43,guess,0,0.04999999999999993,cs,0.52
6,14,straight_ahead,1,1507,4,shoe,0.43400000000000016,straight_ahead,0.43,guess,0,0.04999999999999993,cs,0.52
25,17,straight_ahead,1,1929,5,bunny,0.4349999999999996,straight_ahead,0.43,guess,0,0.039999999999999925,cs,0.53
32,22,straight_ahead,1,1751,4,shoe,0.4349999999999996,straight_ahead,0.43,guess,0,0.039999999999999925,cs,0.53
13,9,straight_ahead,0,1480,4,boat,0.43599999999999994,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
16,24,straight_ahead,1,1741,4,boat,0.43599999999999994,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
3,19,straight_ahead,1,1914,5,boat,0.43599999999999994,straight_ahead,0.44,guess,0,0.029999999999999916,cs,0.54
4,8,straight_ahead,1,1804,4,juice,0.43599999999999994,straight_ahead,0.44,guess,0,0.029999999999999916,cs,0.54
25,20,straight_ahead,1,1929,5,bunny,0.4370000000000003,straight_ahead,0.44,guess,0,0.029999999999999916,cs,0.54
26,26,straight_ahead,1,1789,4,ball,0.4370000000000003,straight_ahead,0.44,guess,0,0.019999999999999907,cs,0.55
4,4,straight_ahead,0,1804,4,bottle,0.4370000000000003,straight_ahead,0.44,guess,0,0.029999999999999916,cs,0.54
47,6,straight_ahead,0,NA,4,ball,0.4370000000000003,straight_ahead,0.44,guess,0,0.029999999999999916,cs,0.54
47,8,straight_ahead,0,NA,4,bunny,0.4370000000000003,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
10,5,straight_ahead,0,1373,3,chicken,0.4379999999999997,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
17,24,straight_ahead,0,1180,3,chicken,0.4379999999999997,straight_ahead,0.44,guess,0,0.04999999999999993,cs,0.52
19,9,straight_ahead,1,1664,4,chicken,0.4379999999999997,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
29,5,straight_ahead,1,1334,3,chicken,0.4379999999999997,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
4,14,straight_ahead,0,1804,4,chicken,0.4379999999999997,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
41,8,straight_ahead,1,NA,4,chicken,0.4379999999999997,straight_ahead,0.44,guess,0,0.039999999999999925,cs,0.53
17,31,straight_ahead,1,1180,3,ball,0.44200000000000017,straight_ahead,0.44,guess,0,0.029999999999999916,cs,0.54
34,14,straight_ahead,1,2016,5,cookie,0.4430000000000005,straight_ahead,0.44,guess,0,0.029999999999999916,cs,0.54
32,26,straight_ahead,1,1751,4,bottle,0.46699999999999964,straight_ahead,0.47,guess,0,0.019999999999999907,cs,0.55
24,30,straight_ahead,1,2149,5,shoe,0.4670000000000005,straight_ahead,0.47,guess,0,0.019999999999999907,cs,0.55
14,3,straight_ahead,1,1843,5,shoe,0.46799999999999997,straight_ahead,0.47,guess,0,0.019999999999999907,cs,0.55
21,10,straight_ahead,1,1835,5,shoe,0.46799999999999997,straight_ahead,0.47,guess,0,0.009999999999999898,cs,0.56
31,21,straight_ahead,0,1976,5,shoe,0.46799999999999997,straight_ahead,0.47,guess,0,0.019999999999999907,cs,0.55
44,18,straight_ahead,0,NA,4,shoe,0.46799999999999997,straight_ahead,0.47,guess,0,0.019999999999999907,cs,0.55
6,3,straight_ahead,1,1507,4,chicken,0.46799999999999997,straight_ahead,0.47,guess,0,0.019999999999999907,cs,0.55
38,12,straight_ahead,1,1933,5,bunny,0.4689999999999994,straight_ahead,0.47,guess,0,0.009999999999999898,cs,0.56
8,24,straight_ahead,1,1395,3,juice,0.4690000000000003,straight_ahead,0.47,guess,0,0.009999999999999898,cs,0.56
41,14,straight_ahead,1,NA,4,bunny,0.46999999999999975,straight_ahead,0.47,guess,0,0,cs,0.57
23,16,straight_ahead,1,1971,5,chicken,0.4710000000000001,straight_ahead,0.47,guess,0,0,cs,0.57
4,16,straight_ahead,1,1804,4,ball,0.4710000000000001,straight_ahead,0.47,guess,0,0,cs,0.57
12,17,straight_ahead,1,1406,3,chicken,0.47199999999999953,straight_ahead,0.47,response,1,0.010000000000000009,cs,0.58
16,20,straight_ahead,1,1741,4,cookie,0.47199999999999953,straight_ahead,0.47,response,1,0.010000000000000009,cs,0.58
34,1,straight_ahead,1,2016,5,chicken,0.47199999999999953,straight_ahead,0.47,response,1,0.020000000000000018,cs,0.59
4,10,straight_ahead,1,1804,4,cookie,0.47199999999999953,straight_ahead,0.47,response,1,0.020000000000000018,cs,0.59
26,17,straight_ahead,0,1789,4,chicken,0.4720000000000004,straight_ahead,0.47,response,1,0.020000000000000018,cs,0.59
3,31,straight_ahead,0,1914,5,boat,0.4720000000000004,straight_ahead,0.47,response,1,0.010000000000000009,cs,0.58
9,21,straight_ahead,0,1955,5,ball,0.47499999999999964,straight_ahead,0.47,guess,0,0,cs,0.57
41,10,straight_ahead,1,NA,4,juice,0.47500000000000053,straight_ahead,0.48,response,1,0.010000000000000009,cs,0.58
32,24,straight_ahead,1,1751,4,cookie,0.476,straight_ahead,0.48,response,1,0.010000000000000009,cs,0.58
35,31,straight_ahead,0,2110,5,cookie,0.476,straight_ahead,0.48,response,1,0.010000000000000009,cs,0.58
6,15,straight_ahead,1,1507,4,cookie,0.476,straight_ahead,0.48,response,1,0.010000000000000009,cs,0.58
36,32,straight_ahead,1,1277,3,bottle,0.5,straight_ahead,0.5,response,1,0.010000000000000009,cs,0.58
6,10,straight_ahead,1,1507,4,bottle,0.5,straight_ahead,0.5,response,1,0.020000000000000018,cs,0.59
6,12,straight_ahead,0,1507,4,shoe,0.5009999999999994,straight_ahead,0.5,response,1,0.010000000000000009,cs,0.58
10,4,straight_ahead,1,1373,3,shoe,0.5010000000000003,straight_ahead,0.5,response,1,0.020000000000000018,cs,0.59
13,15,straight_ahead,1,1480,4,shoe,0.5010000000000003,straight_ahead,0.5,response,1,0.020000000000000018,cs,0.59
12,18,straight_ahead,1,1406,3,shoe,0.5019999999999998,straight_ahead,0.5,response,1,0.030000000000000027,cs,0.6
12,24,straight_ahead,1,1406,3,bottle,0.5019999999999998,straight_ahead,0.5,response,1,0.030000000000000027,cs,0.6
16,22,straight_ahead,0,1741,4,bunny,0.5019999999999998,straight_ahead,0.5,response,1,0.020000000000000018,cs,0.59
31,19,straight_ahead,0,1976,5,bottle,0.5019999999999998,straight_ahead,0.5,response,1,0.020000000000000018,cs,0.59
36,23,straight_ahead,0,1277,3,bottle,0.5019999999999998,straight_ahead,0.5,response,1,0.010000000000000009,cs,0.58
5,10,straight_ahead,1,1873,5,boat,0.5030000000000001,straight_ahead,0.5,response,1,0.020000000000000018,cs,0.59
13,12,straight_ahead,1,1480,4,chicken,0.5039999999999996,straight_ahead,0.5,response,1,0.020000000000000018,cs,0.59
