subid,tr.num,condition_long,correct,target_image,RT,condition,rt,guess,guess_num,ucl_bound,ewma_param,param_value
19,34,gaze_noise,1,chicken,1.0409999999999995,gaze_noise,1.04,response,1,0.32000000000000006,cs,0.93
34,63,gaze_noise,1,bottle,1.0419999999999998,gaze_noise,1.04,response,1,0.32000000000000006,cs,0.93
17,41,gaze_noise,1,boat,1.0429999999999993,gaze_noise,1.04,response,1,0.32000000000000006,cs,0.93
19,35,gaze_noise,1,cookie,1.0429999999999993,gaze_noise,1.04,response,1,0.32000000000000006,cs,0.93
29,61,gaze_noise,1,boat,1.0429999999999993,gaze_noise,1.04,response,1,0.32999999999999996,cs,0.94
6,40,gaze_noise,1,shoe,1.0670000000000002,gaze_noise,1.07,response,1,0.32999999999999996,cs,0.94
26,3,gaze_noise,1,cookie,1.069,gaze_noise,1.07,response,1,0.32999999999999996,cs,0.94
30,63,gaze_noise,1,cookie,1.069,gaze_noise,1.07,response,1,0.32999999999999996,cs,0.94
27,29,gaze_noise,1,ball,1.072,gaze_noise,1.07,response,1,0.32999999999999996,cs,0.94
22,56,gaze_noise,1,chicken,1.0730000000000004,gaze_noise,1.07,response,1,0.32999999999999996,cs,0.94
17,44,gaze_noise,1,cookie,1.0759999999999996,gaze_noise,1.08,response,1,0.32999999999999996,cs,0.94
27,18,gaze_noise,1,chicken,1.1039999999999992,gaze_noise,1.1,response,1,0.32999999999999996,cs,0.94
19,42,gaze_noise,1,shoe,1.104,gaze_noise,1.1,response,1,0.32999999999999996,cs,0.94
19,44,gaze_noise,1,boat,1.1070000000000002,gaze_noise,1.11,response,1,0.32999999999999996,cs,0.94
12,7,gaze_noise,1,boat,1.1079999999999997,gaze_noise,1.11,response,1,0.32999999999999996,cs,0.94
13,52,gaze_noise,1,bottle,1.1079999999999997,gaze_noise,1.11,response,1,0.32999999999999996,cs,0.94
17,40,gaze_noise,1,chicken,1.1079999999999997,gaze_noise,1.11,response,1,0.32999999999999996,cs,0.94
17,36,gaze_noise,1,bunny,1.1349999999999998,gaze_noise,1.13,response,1,0.32999999999999996,cs,0.94
29,62,gaze_noise,1,cookie,1.1360000000000001,gaze_noise,1.14,response,1,0.32999999999999996,cs,0.94
30,54,gaze_noise,1,shoe,1.138,gaze_noise,1.14,response,1,0.32999999999999996,cs,0.94
29,57,gaze_noise,1,chicken,1.1400000000000006,gaze_noise,1.14,response,1,0.32999999999999996,cs,0.94
33,2,gaze_noise,1,boat,1.1419999999999995,gaze_noise,1.14,response,1,0.33999999999999997,cs,0.95
6,34,gaze_noise,1,chicken,1.1419999999999995,gaze_noise,1.14,response,1,0.33999999999999997,cs,0.95
2,2,gaze_noise,1,juice,1.1429999999999998,gaze_noise,1.14,response,1,0.33999999999999997,cs,0.95
17,48,gaze_noise,1,shoe,1.1669999999999998,gaze_noise,1.17,response,1,0.33999999999999997,cs,0.95
28,24,gaze_noise,1,shoe,1.1719999999999997,gaze_noise,1.17,response,1,0.33999999999999997,cs,0.95
29,59,gaze_noise,1,shoe,1.2039999999999997,gaze_noise,1.2,response,1,0.33999999999999997,cs,0.95
14,6,gaze_noise,1,juice,1.2069999999999999,gaze_noise,1.21,response,1,0.33999999999999997,cs,0.95
15,50,gaze_noise,1,juice,1.2080000000000002,gaze_noise,1.21,response,1,0.33999999999999997,cs,0.95
29,56,gaze_noise,1,bottle,1.2369999999999992,gaze_noise,1.24,response,1,0.33999999999999997,cs,0.95
17,35,gaze_noise,1,ball,1.2400000000000002,gaze_noise,1.24,response,1,0.33999999999999997,cs,0.95
17,47,gaze_noise,1,juice,1.2410000000000005,gaze_noise,1.24,response,1,0.33999999999999997,cs,0.95
33,1,gaze_noise,1,cookie,1.2690000000000001,gaze_noise,1.27,response,1,0.33999999999999997,cs,0.95
17,45,gaze_noise,1,bottle,1.2699999999999996,gaze_noise,1.27,response,1,0.33999999999999997,cs,0.95
13,59,gaze_noise,1,juice,1.2750000000000004,gaze_noise,1.28,response,1,0.33999999999999997,cs,0.95
27,28,gaze_noise,0,bottle,1.3039999999999994,gaze_noise,1.3,response,1,0.32999999999999996,cs,0.94
5,40,gaze_noise,1,chicken,1.3079999999999998,gaze_noise,1.31,response,1,0.32999999999999996,cs,0.94
16,59,gaze_noise,1,bottle,1.3419999999999996,gaze_noise,1.34,response,1,0.32999999999999996,cs,0.94
19,40,gaze_noise,1,bunny,1.3689999999999998,gaze_noise,1.37,response,1,0.32999999999999996,cs,0.94
17,46,gaze_noise,1,juice,1.3710000000000004,gaze_noise,1.37,response,1,0.32999999999999996,cs,0.94
17,42,gaze_noise,1,cookie,1.476,gaze_noise,1.48,response,1,0.33999999999999997,cs,0.95
19,38,gaze_noise,1,juice,1.5410000000000004,gaze_noise,1.54,response,1,0.33999999999999997,cs,0.95
14,9,gaze_noise,1,cookie,1.569,gaze_noise,1.57,response,1,0.33999999999999997,cs,0.95
22,64,gaze_noise,1,bottle,1.5699999999999994,gaze_noise,1.57,response,1,0.33999999999999997,cs,0.95
20,31,gaze_noise,1,shoe,1.6059999999999999,gaze_noise,1.61,response,1,0.33999999999999997,cs,0.95
14,10,gaze_noise,1,ball,1.7060000000000004,gaze_noise,1.71,response,1,0.33999999999999997,cs,0.95
19,37,gaze_noise,1,bottle,1.8369999999999997,gaze_noise,1.84,response,1,0.33999999999999997,cs,0.95
26,1,gaze_noise,1,juice,2.107,gaze_noise,2.11,response,1,0.33999999999999997,cs,0.95
14,8,gaze_noise,1,boat,2.1419999999999995,gaze_noise,2.14,response,1,0.33999999999999997,cs,0.95
27,22,gaze_noise,0,bunny,2.6019999999999994,gaze_noise,2.6,response,1,0.32999999999999996,cs,0.94
32,29,gaze_noise,0,shoe,3.1060000000000008,gaze_noise,3.11,response,1,0.32000000000000006,cs,0.93
14,5,gaze_noise,1,bottle,3.1709999999999994,gaze_noise,3.17,response,1,0.32000000000000006,cs,0.93
14,11,gaze_noise,1,chicken,3.236999999999999,gaze_noise,3.24,response,1,0.32000000000000006,cs,0.93
16,62,gaze_noise,0,ball,3.240000000000001,gaze_noise,3.24,response,1,0.31000000000000005,cs,0.92
32,28,gaze_noise,0,boat,3.242,gaze_noise,3.24,response,1,0.30000000000000004,cs,0.91
9,26,gaze_noise,0,ball,3.942000000000001,gaze_noise,3.94,response,1,0.29000000000000004,cs,0.9
32,30,gaze_noise,0,bottle,4.0040000000000004,gaze_noise,4,response,1,0.29000000000000004,cs,0.9
16,64,gaze_noise,0,juice,4.305,gaze_noise,4.3,response,1,0.28,cs,0.89
32,32,gaze_noise,0,bunny,4.467999999999999,gaze_noise,4.47,response,1,0.27,cs,0.88
32,31,gaze_noise,0,boat,4.742,gaze_noise,4.74,response,1,0.26,cs,0.87
13,1,straight_ahead_clear,0,shoe,0.03399999999999981,straight_ahead_clear,0.03,guess,0,0.020000000000000018,cs,0.5
12,53,straight_ahead_clear,0,bunny,0.07099999999999973,straight_ahead_clear,0.07,guess,0,0.030000000000000027,cs,0.49
16,1,straight_ahead_clear,0,chicken,0.07200000000000006,straight_ahead_clear,0.07,guess,0,0.040000000000000036,cs,0.49
28,38,straight_ahead_clear,0,chicken,0.07200000000000006,straight_ahead_clear,0.07,guess,0,0.050000000000000044,cs,0.48
26,52,straight_ahead_clear,1,chicken,0.10099999999999998,straight_ahead_clear,0.1,guess,0,0.040000000000000036,cs,0.49
3,13,straight_ahead_clear,0,bunny,0.10299999999999976,straight_ahead_clear,0.1,guess,0,0.06000000000000005,cs,0.48
10,40,straight_ahead_clear,0,chicken,0.10499999999999954,straight_ahead_clear,0.1,guess,0,0.06000000000000005,cs,0.48
14,64,straight_ahead_clear,1,boat,0.1070000000000002,straight_ahead_clear,0.11,guess,0,0.06000000000000005,cs,0.48
30,2,straight_ahead_clear,0,bunny,0.13699999999999957,straight_ahead_clear,0.14,guess,0,0.06000000000000005,cs,0.48
3,12,straight_ahead_clear,1,ball,0.14100000000000001,straight_ahead_clear,0.14,guess,0,0.07000000000000006,cs,0.48
3,3,straight_ahead_clear,0,shoe,0.16699999999999982,straight_ahead_clear,0.17,guess,0,0.07000000000000006,cs,0.48
27,34,straight_ahead_clear,1,cookie,0.16800000000000015,straight_ahead_clear,0.17,guess,0,0.07000000000000006,cs,0.48
10,34,straight_ahead_clear,1,bunny,0.1689999999999996,straight_ahead_clear,0.17,guess,0,0.06000000000000005,cs,0.49
28,44,straight_ahead_clear,1,bunny,0.1689999999999996,straight_ahead_clear,0.17,guess,0,0.06000000000000005,cs,0.49
12,57,straight_ahead_clear,1,bunny,0.17100000000000026,straight_ahead_clear,0.17,guess,0,0.050000000000000044,cs,0.5
26,63,straight_ahead_clear,0,bunny,0.17100000000000026,straight_ahead_clear,0.17,guess,0,0.07000000000000006,cs,0.49
3,6,straight_ahead_clear,0,chicken,0.1720000000000006,straight_ahead_clear,0.17,guess,0,0.07000000000000006,cs,0.49
10,38,straight_ahead_clear,1,ball,0.17499999999999982,straight_ahead_clear,0.17,guess,0,0.07000000000000006,cs,0.49
13,15,straight_ahead_clear,1,ball,0.17499999999999982,straight_ahead_clear,0.17,guess,0,0.06000000000000005,cs,0.5
21,55,straight_ahead_clear,0,ball,0.17499999999999982,straight_ahead_clear,0.17,guess,0,0.07000000000000006,cs,0.49
12,61,straight_ahead_clear,0,shoe,0.20199999999999996,straight_ahead_clear,0.2,guess,0,0.07000000000000006,cs,0.49
13,4,straight_ahead_clear,0,boat,0.20500000000000007,straight_ahead_clear,0.21,guess,0,0.08000000000000007,cs,0.48
10,46,straight_ahead_clear,1,boat,0.20699999999999985,straight_ahead_clear,0.21,guess,0,0.07000000000000006,cs,0.49
12,62,straight_ahead_clear,0,boat,0.20699999999999985,straight_ahead_clear,0.21,guess,0,0.08999999999999997,cs,0.48
27,44,straight_ahead_clear,0,boat,0.20699999999999985,straight_ahead_clear,0.21,guess,0,0.08999999999999997,cs,0.48
12,52,straight_ahead_clear,0,ball,0.20800000000000018,straight_ahead_clear,0.21,guess,0,0.09999999999999998,cs,0.47
27,33,straight_ahead_clear,0,juice,0.20899999999999963,straight_ahead_clear,0.21,guess,0,0.09999999999999998,cs,0.47
13,2,straight_ahead_clear,1,cookie,0.20900000000000052,straight_ahead_clear,0.21,guess,0,0.09999999999999998,cs,0.47
3,7,straight_ahead_clear,1,cookie,0.20900000000000052,straight_ahead_clear,0.21,guess,0,0.08999999999999997,cs,0.48
26,49,straight_ahead_clear,0,cookie,0.20999999999999996,straight_ahead_clear,0.21,guess,0,0.09999999999999998,cs,0.47
10,45,straight_ahead_clear,1,bottle,0.23499999999999943,straight_ahead_clear,0.23,guess,0,0.08999999999999997,cs,0.48
20,45,straight_ahead_clear,1,cookie,0.23500000000000032,straight_ahead_clear,0.24,guess,0,0.07999999999999996,cs,0.49
29,4,straight_ahead_clear,1,bunny,0.2370000000000001,straight_ahead_clear,0.24,guess,0,0.07999999999999996,cs,0.49
13,9,straight_ahead_clear,1,chicken,0.23900000000000077,straight_ahead_clear,0.24,guess,0,0.06999999999999995,cs,0.5
20,40,straight_ahead_clear,1,juice,0.24299999999999944,straight_ahead_clear,0.24,guess,0,0.07999999999999996,cs,0.5
24,62,straight_ahead_clear,0,juice,0.24299999999999944,straight_ahead_clear,0.24,guess,0,0.07999999999999996,cs,0.5
32,38,straight_ahead_clear,1,juice,0.24299999999999944,straight_ahead_clear,0.24,guess,0,0.07999999999999996,cs,0.5
10,39,straight_ahead_clear,1,cookie,0.2679999999999998,straight_ahead_clear,0.27,guess,0,0.06999999999999995,cs,0.51
10,42,straight_ahead_clear,1,ball,0.2679999999999998,straight_ahead_clear,0.27,guess,0,0.06999999999999995,cs,0.51
13,3,straight_ahead_clear,1,juice,0.26900000000000013,straight_ahead_clear,0.27,guess,0,0.05999999999999994,cs,0.52
11,2,straight_ahead_clear,0,bunny,0.2699999999999996,straight_ahead_clear,0.27,guess,0,0.06999999999999995,cs,0.51
3,8,straight_ahead_clear,1,bunny,0.2699999999999996,straight_ahead_clear,0.27,guess,0,0.06999999999999995,cs,0.51
10,44,straight_ahead_clear,1,chicken,0.27200000000000024,straight_ahead_clear,0.27,guess,0,0.05999999999999994,cs,0.52
11,16,straight_ahead_clear,0,chicken,0.27200000000000024,straight_ahead_clear,0.27,guess,0,0.06999999999999995,cs,0.51
12,54,straight_ahead_clear,1,ball,0.27499999999999947,straight_ahead_clear,0.27,guess,0,0.05999999999999994,cs,0.52
15,6,straight_ahead_clear,1,ball,0.27500000000000036,straight_ahead_clear,0.28,guess,0,0.05999999999999994,cs,0.52
12,59,straight_ahead_clear,0,cookie,0.2759999999999998,straight_ahead_clear,0.28,guess,0,0.05999999999999994,cs,0.52
3,14,straight_ahead_clear,1,shoe,0.30100000000000016,straight_ahead_clear,0.3,guess,0,0.05999999999999994,cs,0.52
33,55,straight_ahead_clear,1,chicken,0.30100000000000016,straight_ahead_clear,0.3,guess,0,0.04999999999999993,cs,0.53
10,47,straight_ahead_clear,1,bottle,0.3019999999999996,straight_ahead_clear,0.3,guess,0,0.04999999999999993,cs,0.53
14,51,straight_ahead_clear,1,bottle,0.3019999999999996,straight_ahead_clear,0.3,guess,0,0.04999999999999993,cs,0.54
27,40,straight_ahead_clear,1,cookie,0.3019999999999996,straight_ahead_clear,0.3,guess,0,0.04999999999999993,cs,0.54
27,47,straight_ahead_clear,1,bunny,0.3019999999999996,straight_ahead_clear,0.3,guess,0,0.039999999999999925,cs,0.55
28,36,straight_ahead_clear,0,bottle,0.3019999999999996,straight_ahead_clear,0.3,guess,0,0.04999999999999993,cs,0.54
4,27,straight_ahead_clear,1,bunny,0.3019999999999996,straight_ahead_clear,0.3,guess,0,0.039999999999999925,cs,0.55
34,16,straight_ahead_clear,1,bunny,0.30299999999999994,straight_ahead_clear,0.3,guess,0,0.039999999999999925,cs,0.55
4,20,straight_ahead_clear,1,bottle,0.30400000000000027,straight_ahead_clear,0.3,guess,0,0.029999999999999916,cs,0.56
12,58,straight_ahead_clear,1,chicken,0.3049999999999997,straight_ahead_clear,0.3,guess,0,0.029999999999999916,cs,0.56
12,51,straight_ahead_clear,1,boat,0.3069999999999995,straight_ahead_clear,0.31,guess,0,0.029999999999999916,cs,0.56
10,48,straight_ahead_clear,1,boat,0.3070000000000004,straight_ahead_clear,0.31,guess,0,0.020000000000000018,cs,0.57
21,51,straight_ahead_clear,1,ball,0.30799999999999983,straight_ahead_clear,0.31,guess,0,0.020000000000000018,cs,0.57
10,36,straight_ahead_clear,1,juice,0.3089999999999993,straight_ahead_clear,0.31,guess,0,0.010000000000000009,cs,0.58
20,41,straight_ahead_clear,1,juice,0.3089999999999993,straight_ahead_clear,0.31,guess,0,0.010000000000000009,cs,0.58
13,16,straight_ahead_clear,1,juice,0.30900000000000016,straight_ahead_clear,0.31,guess,0,0,cs,0.59
15,9,straight_ahead_clear,1,cookie,0.30900000000000016,straight_ahead_clear,0.31,guess,0,0,cs,0.59
9,39,straight_ahead_clear,1,shoe,0.33399999999999963,straight_ahead_clear,0.33,guess,0,0,cs,0.59
19,26,straight_ahead_clear,0,shoe,0.3340000000000005,straight_ahead_clear,0.33,guess,0,0,cs,0.59
3,11,straight_ahead_clear,1,boat,0.3359999999999994,straight_ahead_clear,0.34,guess,0,0,cs,0.59
21,54,straight_ahead_clear,1,chicken,0.3380000000000001,straight_ahead_clear,0.34,response,1,0.010000000000000009,cs,0.6
8,29,straight_ahead_clear,1,chicken,0.3390000000000004,straight_ahead_clear,0.34,response,1,0.010000000000000009,cs,0.6
15,11,straight_ahead_clear,1,ball,0.3410000000000002,straight_ahead_clear,0.34,response,1,0.010000000000000009,cs,0.6
24,53,straight_ahead_clear,1,boat,0.3410000000000002,straight_ahead_clear,0.34,response,1,0.020000000000000018,cs,0.61
31,41,straight_ahead_clear,1,boat,0.3410000000000002,straight_ahead_clear,0.34,response,1,0.020000000000000018,cs,0.61
33,59,straight_ahead_clear,1,boat,0.3410000000000002,straight_ahead_clear,0.34,response,1,0.030000000000000027,cs,0.62
33,52,straight_ahead_clear,1,ball,0.34199999999999964,straight_ahead_clear,0.34,response,1,0.030000000000000027,cs,0.62
16,9,straight_ahead_clear,1,juice,0.3420000000000005,straight_ahead_clear,0.34,response,1,0.030000000000000027,cs,0.62
8,25,straight_ahead_clear,1,cookie,0.3420000000000005,straight_ahead_clear,0.34,response,1,0.040000000000000036,cs,0.63
21,56,straight_ahead_clear,1,cookie,0.34299999999999997,straight_ahead_clear,0.34,response,1,0.040000000000000036,cs,0.63
21,60,straight_ahead_clear,1,bottle,0.367,straight_ahead_clear,0.37,response,1,0.040000000000000036,cs,0.63
22,11,straight_ahead_clear,0,shoe,0.367,straight_ahead_clear,0.37,response,1,0.030000000000000027,cs,0.63
31,43,straight_ahead_clear,1,shoe,0.36799999999999944,straight_ahead_clear,0.37,response,1,0.030000000000000027,cs,0.63
10,35,straight_ahead_clear,1,cookie,0.3680000000000003,straight_ahead_clear,0.37,response,1,0.040000000000000036,cs,0.64
10,33,straight_ahead_clear,1,bunny,0.3689999999999998,straight_ahead_clear,0.37,response,1,0.040000000000000036,cs,0.64
18,31,straight_ahead_clear,1,boat,0.3689999999999998,straight_ahead_clear,0.37,response,1,0.040000000000000036,cs,0.64
11,8,straight_ahead_clear,1,bunny,0.3700000000000001,straight_ahead_clear,0.37,response,1,0.050000000000000044,cs,0.65
13,11,straight_ahead_clear,1,bunny,0.3700000000000001,straight_ahead_clear,0.37,response,1,0.050000000000000044,cs,0.65
15,8,straight_ahead_clear,1,chicken,0.37099999999999955,straight_ahead_clear,0.37,response,1,0.050000000000000044,cs,0.65
14,54,straight_ahead_clear,1,bunny,0.37100000000000044,straight_ahead_clear,0.37,response,1,0.06000000000000005,cs,0.66
21,57,straight_ahead_clear,1,bunny,0.37100000000000044,straight_ahead_clear,0.37,response,1,0.06000000000000005,cs,0.66
24,63,straight_ahead_clear,1,bunny,0.37100000000000044,straight_ahead_clear,0.37,response,1,0.06000000000000005,cs,0.66
5,23,straight_ahead_clear,1,bottle,0.37100000000000044,straight_ahead_clear,0.37,response,1,0.07000000000000006,cs,0.67
8,30,straight_ahead_clear,1,bottle,0.37100000000000044,straight_ahead_clear,0.37,response,1,0.07000000000000006,cs,0.67
3,2,straight_ahead_clear,1,bottle,0.3719999999999999,straight_ahead_clear,0.37,response,1,0.07000000000000006,cs,0.67
31,34,straight_ahead_clear,1,boat,0.3730000000000002,straight_ahead_clear,0.37,response,1,0.08000000000000007,cs,0.68
29,8,straight_ahead_clear,0,ball,0.375,straight_ahead_clear,0.38,response,1,0.07000000000000006,cs,0.67
3,4,straight_ahead_clear,1,juice,0.375,straight_ahead_clear,0.38,response,1,0.07000000000000006,cs,0.67
30,9,straight_ahead_clear,1,ball,0.375,straight_ahead_clear,0.38,response,1,0.08000000000000007,cs,0.68
32,41,straight_ahead_clear,1,ball,0.375,straight_ahead_clear,0.38,response,1,0.08000000000000007,cs,0.68
12,60,straight_ahead_clear,1,bottle,0.39999999999999947,straight_ahead_clear,0.4,response,1,0.08000000000000007,cs,0.68
10,37,straight_ahead_clear,1,shoe,0.4009999999999998,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
21,50,straight_ahead_clear,1,chicken,0.4009999999999998,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
9,42,straight_ahead_clear,1,ball,0.4009999999999998,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
32,36,straight_ahead_clear,1,bunny,0.40199999999999925,straight_ahead_clear,0.4,response,1,0.09999999999999998,cs,0.7
6,32,straight_ahead_clear,0,bunny,0.40200000000000014,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
7,22,straight_ahead_clear,1,bunny,0.40200000000000014,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
15,2,straight_ahead_clear,1,boat,0.4029999999999996,straight_ahead_clear,0.4,response,1,0.09999999999999998,cs,0.7
8,27,straight_ahead_clear,0,boat,0.4029999999999996,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
21,49,straight_ahead_clear,1,bunny,0.4039999999999999,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
33,57,straight_ahead_clear,1,bunny,0.4039999999999999,straight_ahead_clear,0.4,response,1,0.08999999999999997,cs,0.69
7,23,straight_ahead_clear,1,ball,0.4039999999999999,straight_ahead_clear,0.4,response,1,0.09999999999999998,cs,0.7
22,10,straight_ahead_clear,0,chicken,0.40500000000000025,straight_ahead_clear,0.41,response,1,0.08999999999999997,cs,0.69
27,38,straight_ahead_clear,1,chicken,0.40500000000000025,straight_ahead_clear,0.41,response,1,0.08999999999999997,cs,0.69
4,19,straight_ahead_clear,1,chicken,0.40500000000000025,straight_ahead_clear,0.41,response,1,0.09999999999999998,cs,0.7
8,18,straight_ahead_clear,1,chicken,0.40500000000000025,straight_ahead_clear,0.41,response,1,0.09999999999999998,cs,0.7
8,24,straight_ahead_clear,1,boat,0.40500000000000025,straight_ahead_clear,0.41,response,1,0.09999999999999998,cs,0.7
26,62,straight_ahead_clear,1,boat,0.40700000000000003,straight_ahead_clear,0.41,response,1,0.10999999999999999,cs,0.71
27,36,straight_ahead_clear,0,boat,0.40700000000000003,straight_ahead_clear,0.41,response,1,0.09999999999999998,cs,0.7
27,43,straight_ahead_clear,0,ball,0.4079999999999995,straight_ahead_clear,0.41,response,1,0.08999999999999997,cs,0.69
29,10,straight_ahead_clear,1,ball,0.40800000000000036,straight_ahead_clear,0.41,response,1,0.08999999999999997,cs,0.69
4,24,straight_ahead_clear,1,ball,0.40800000000000036,straight_ahead_clear,0.41,response,1,0.09999999999999998,cs,0.7
26,55,straight_ahead_clear,1,juice,0.4089999999999998,straight_ahead_clear,0.41,response,1,0.09999999999999998,cs,0.7
22,6,straight_ahead_clear,1,cookie,0.4090000000000007,straight_ahead_clear,0.41,response,1,0.09999999999999998,cs,0.7
4,29,straight_ahead_clear,1,juice,0.4090000000000007,straight_ahead_clear,0.41,response,1,0.10999999999999999,cs,0.71
8,31,straight_ahead_clear,1,juice,0.4090000000000007,straight_ahead_clear,0.41,response,1,0.10999999999999999,cs,0.71
27,48,straight_ahead_clear,1,shoe,0.43400000000000016,straight_ahead_clear,0.43,response,1,0.10999999999999999,cs,0.71
26,54,straight_ahead_clear,1,shoe,0.4349999999999996,straight_ahead_clear,0.43,response,1,0.12,cs,0.72
9,41,straight_ahead_clear,1,cookie,0.4349999999999996,straight_ahead_clear,0.43,response,1,0.12,cs,0.72
9,47,straight_ahead_clear,1,bunny,0.4349999999999996,straight_ahead_clear,0.43,response,1,0.12,cs,0.72
11,7,straight_ahead_clear,1,boat,0.43599999999999994,straight_ahead_clear,0.44,response,1,0.12,cs,0.72
13,14,straight_ahead_clear,1,boat,0.43599999999999994,straight_ahead_clear,0.44,response,1,0.13,cs,0.73
3,10,straight_ahead_clear,1,juice,0.43599999999999994,straight_ahead_clear,0.44,response,1,0.13,cs,0.73
30,8,straight_ahead_clear,1,bunny,0.4370000000000003,straight_ahead_clear,0.44,response,1,0.13,cs,0.73
15,3,straight_ahead_clear,1,bottle,0.4379999999999997,straight_ahead_clear,0.44,response,1,0.13,cs,0.73
20,38,straight_ahead_clear,1,chicken,0.4379999999999997,straight_ahead_clear,0.44,response,1,0.14,cs,0.74
22,2,straight_ahead_clear,1,boat,0.43900000000000006,straight_ahead_clear,0.44,response,1,0.14,cs,0.74
6,22,straight_ahead_clear,1,boat,0.43900000000000006,straight_ahead_clear,0.44,response,1,0.14,cs,0.74
7,31,straight_ahead_clear,1,chicken,0.43900000000000006,straight_ahead_clear,0.44,response,1,0.15000000000000002,cs,0.75
24,52,straight_ahead_clear,1,boat,0.4399999999999995,straight_ahead_clear,0.44,response,1,0.15000000000000002,cs,0.75
11,5,straight_ahead_clear,1,ball,0.44099999999999984,straight_ahead_clear,0.44,response,1,0.15000000000000002,cs,0.75
21,61,straight_ahead_clear,1,boat,0.44099999999999984,straight_ahead_clear,0.44,response,1,0.15000000000000002,cs,0.75
9,34,straight_ahead_clear,1,boat,0.44099999999999984,straight_ahead_clear,0.44,response,1,0.16000000000000003,cs,0.76
17,20,straight_ahead_clear,1,cookie,0.44200000000000017,straight_ahead_clear,0.44,response,1,0.16000000000000003,cs,0.76
26,58,straight_ahead_clear,1,ball,0.44200000000000017,straight_ahead_clear,0.44,response,1,0.16000000000000003,cs,0.76
14,63,straight_ahead_clear,0,cookie,0.4430000000000005,straight_ahead_clear,0.44,response,1,0.15000000000000002,cs,0.75
33,56,straight_ahead_clear,0,bottle,0.46699999999999964,straight_ahead_clear,0.47,response,1,0.14,cs,0.74
21,64,straight_ahead_clear,1,shoe,0.46799999999999997,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
24,55,straight_ahead_clear,1,chicken,0.46799999999999997,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
21,52,straight_ahead_clear,1,juice,0.4689999999999994,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
22,5,straight_ahead_clear,0,chicken,0.4710000000000001,straight_ahead_clear,0.47,response,1,0.14,cs,0.74
34,8,straight_ahead_clear,1,chicken,0.4710000000000001,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
5,22,straight_ahead_clear,1,bottle,0.4710000000000001,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
16,2,straight_ahead_clear,1,bottle,0.47199999999999953,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
2,59,straight_ahead_clear,1,chicken,0.47199999999999953,straight_ahead_clear,0.47,response,1,0.16000000000000003,cs,0.76
34,5,straight_ahead_clear,1,bottle,0.47199999999999953,straight_ahead_clear,0.47,response,1,0.16000000000000003,cs,0.76
17,28,straight_ahead_clear,0,chicken,0.4720000000000004,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
18,26,straight_ahead_clear,1,chicken,0.4720000000000004,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
21,53,straight_ahead_clear,1,boat,0.47299999999999986,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
28,40,straight_ahead_clear,0,ball,0.47499999999999964,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
9,40,straight_ahead_clear,1,ball,0.47499999999999964,straight_ahead_clear,0.47,response,1,0.15000000000000002,cs,0.75
11,15,straight_ahead_clear,1,cookie,0.47500000000000053,straight_ahead_clear,0.48,response,1,0.15000000000000002,cs,0.75
19,19,straight_ahead_clear,0,cookie,0.47500000000000053,straight_ahead_clear,0.48,response,1,0.14,cs,0.74
5,27,straight_ahead_clear,1,cookie,0.47500000000000053,straight_ahead_clear,0.48,response,1,0.15000000000000002,cs,0.75
7,29,straight_ahead_clear,1,cookie,0.47500000000000053,straight_ahead_clear,0.48,response,1,0.15000000000000002,cs,0.75
2,54,straight_ahead_clear,1,cookie,0.476,straight_ahead_clear,0.48,response,1,0.15000000000000002,cs,0.75
24,50,straight_ahead_clear,1,cookie,0.476,straight_ahead_clear,0.48,response,1,0.15000000000000002,cs,0.75
26,57,straight_ahead_clear,1,bottle,0.5,straight_ahead_clear,0.5,response,1,0.16000000000000003,cs,0.76
10,41,straight_ahead_clear,1,shoe,0.5009999999999994,straight_ahead_clear,0.5,response,1,0.16000000000000003,cs,0.76
14,58,straight_ahead_clear,0,chicken,0.5009999999999994,straight_ahead_clear,0.5,response,1,0.15000000000000002,cs,0.75
5,19,straight_ahead_clear,1,shoe,0.5010000000000003,straight_ahead_clear,0.5,response,1,0.15000000000000002,cs,0.75
14,50,straight_ahead_clear,1,shoe,0.5019999999999998,straight_ahead_clear,0.5,response,1,0.16000000000000003,cs,0.76
