stimulus_name,stimulus,stimulus_type,order_age,trial_num_exp,order_name
gr_sa_bosa_nonoise_look,42118acd7dd4f5ab7d18ace7fd7f4ccf_1920x1080,Composite,child,3,nogaze_gaze_gr_ol
gr_sa_bosa_nonoise_look,4830de28c71d6173462bb53ebf757049_1920x1080,Composite,child,4,nogaze_gaze_gr_ol
gr_sa_bosa_nonoise_hey,7fee44bd1be51d262545ba13c97ad322_1920x1080,Composite,child,5,nogaze_gaze_gr_ol
gr_sa_bosa_nonoise_look,4de9452045516e9d50846ef0621f5a29_1920x1080,Composite,child,6,nogaze_gaze_gr_ol
gr_sa_bosa_nonoise_hey,8b3326790f22defa8b5a0896927dac55_1920x1080,Composite,child,7,nogaze_gaze_gr_ol
gr_sa_bosa_nonoise_look,a9cf3e31ae4f99e93dbadc2771385730_1920x1080,Composite,child,8,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_hey,43a216e315e872249692915f6c8855bf_1920x1080,Composite,child,9,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_hey,52af4b4cb37baaabf15a649b10d988f3_1920x1080,Composite,child,10,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_look,385d4a41004a4ec351f3db3fb984828f_1920x1080,Composite,child,11,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_look,3eb94893b2790277f195722daa33953f_1920x1080,Composite,child,12,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_hey,3af68d7a536f2c1b2975c4c3b0191060_1920x1080,Composite,child,13,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_look,e665af1efd3cd14c2e30efe032b41af8_1920x1080,Composite,child,14,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_hey,d9311119d64539207f4f6424b8c2f912_1920x1080,Composite,child,15,nogaze_gaze_gr_ol
gr_sa_pifo_nonoise_look,fd7bc4e0dd93754c41d52cec8ccde185_1920x1080,Composite,child,16,nogaze_gaze_gr_ol
ol_sa_bottle_nonoise_look,67a32392adbd5dcf905315e855d3c988_1920x1080,Composite,child,16,nogaze_gaze_gr_ol
ol_dr_modi_nonoise_hey,0e779f9026c4158d39f67be74eeef67a_1920x1080,Composite,child,17,nogaze_gaze_gr_ol
ol_sa_modi_nonoise_hey,a8de0cac8adb844afb2687d781a82423_1920x1080,Composite,child,18,nogaze_gaze_gr_ol
ol_dr_modi_nonoise_look,677d254a022e389e3b41d3a3f4572208_1920x1080,Composite,child,19,nogaze_gaze_gr_ol
ol_sa_modi_nonoise_look,fcf4e6d237d5cdac5c191f4d07d89d65_1920x1080,Composite,child,20,nogaze_gaze_gr_ol
ol_dl_modi_nonoise_hey,79ed1ab75aea5a3d969379e466b16fb2_1920x1080,Composite,child,21,nogaze_gaze_gr_ol
ol_sa_modi_nonoise_look,9a46d64cda6ebaf23ffeab9af7a152b3_1920x1080,Composite,child,22,nogaze_gaze_gr_ol
ol_dr_modi_nonoise_hey,c16406d774cfce622732c8622b464c38_1920x1080,Composite,child,23,nogaze_gaze_gr_ol
ol_sa_modi_nonoise_look,9b25d5ca647c9903830be8c4e27317d0_1920x1080,Composite,child,24,nogaze_gaze_gr_ol
ol_dr_toma_nonoise_hey,6bea988f4e457fbf5542964916522fce_1920x1080,Composite,child,25,nogaze_gaze_gr_ol
ol_sa_toma_nonoise_hey,577f39604f96d95087e5d3979c422e05_1920x1080,Composite,child,26,nogaze_gaze_gr_ol
ol_dr_toma_nonoise_look,b05c5ce8cfe1528d9fa4cd1b8d8be741_1920x1080,Composite,child,27,nogaze_gaze_gr_ol
ol_sa_toma_nonoise_look,6a6bfbd9442e0698198f8e6cd3263b60_1920x1080,Composite,child,28,nogaze_gaze_gr_ol
ol_dl_toma_nonoise_hey,149072dff13b88f422e5b3898cb3fdab_1920x1080,Composite,child,29,nogaze_gaze_gr_ol
ol_sa_toma_nonoise_look,c146e7084107d3b8705c63d3bd4a2edd_1920x1080,Composite,child,30,nogaze_gaze_gr_ol
ol_dr_toma_nonoise_hey,890740a06099a589d71ed83e7d6c926c_1920x1080,Composite,child,31,nogaze_gaze_gr_ol
ol_sa_toma_nonoise_look,790645ac50ee49758c47b7406f10e178_1920x1080,Composite,child,32,nogaze_gaze_gr_ol
ol_sa_modi_nonoise_hey,b7c194e65389b822fd679ffa219da225_1920x1080,Composite,child,1,nogaze_gaze_ol_gr
ol_sa_modi_nonoise_hey,b8c20806a8bdfb79cbfc7405357bfea5_1920x1080,Composite,child,2,nogaze_gaze_ol_gr
ol_sa_modi_nonoise_look,b307c671f9a585bb832e959ef00a0665_1920x1080,Composite,child,3,nogaze_gaze_ol_gr
ol_sa_modi_nonoise_look,cd0b88c8c45e04f6c32578224879c3be_1920x1080,Composite,child,4,nogaze_gaze_ol_gr
ol_sa_modi_nonoise_hey,0a06898216ee60b8294689bd9d857bef_1920x1080,Composite,child,5,nogaze_gaze_ol_gr
ol_sa_modi_nonoise_hey,b55547096228e59e107ff59bd35a8240_1920x1080,Composite,child,6,nogaze_gaze_ol_gr
ol_sa_modi_nonoise_look,04124e661848b182fbd0397a463de44a_1920x1080,Composite,child,7,nogaze_gaze_ol_gr
ol_sa_modi_nonoise_look,1b3bb307449e6a579ab8573807e1179f_1920x1080,Composite,child,8,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_hey,aed6fb4909863f2eda63642d81d484be_1920x1080,Composite,child,9,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_hey,188cbff176f45747f0997e0052469989_1920x1080,Composite,child,10,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_look,5da256608a83d7ce40a2951ff2c1fb53_1920x1080,Composite,child,11,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_look,0e80eaf59a20c4fa819f284c1349f98f_1920x1080,Composite,child,12,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_hey,60acb87f6a3488e8071629d7e06ef8b2_1920x1080,Composite,child,13,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_hey,62d37789dd4357b8c2250e9d97c6799f_1920x1080,Composite,child,14,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_look,5ae84dd9e3056cb0f056f69a602e817a_1920x1080,Composite,child,15,nogaze_gaze_ol_gr
ol_sa_toma_nonoise_look,3ca0b169cba7e5ea3537a74ac6a58c32_1920x1080,Composite,child,16,nogaze_gaze_ol_gr
gr_sa_bottle_nonoise_look,55f8a87d3ed59128c19691c971d72f32_1920x1080,Composite,child,16,nogaze_gaze_ol_gr
gr_dr_pifo_nonoise_hey,ab7763efc88dca72264e2b40d84115a2_1920x1080,Composite,child,17,nogaze_gaze_ol_gr
gr_sa_pifo_nonoise_hey,fcfa1354c41378d651764b21be9365dd_1920x1080,Composite,child,18,nogaze_gaze_ol_gr
gr_dr_pifo_nonoise_look,5b7de9b6aef8716a18d338ba48d4f8ed_1920x1080,Composite,child,19,nogaze_gaze_ol_gr
gr_sa_pifo_nonoise_look,4f1cb4ec7966c379066e45a248846b6e_1920x1080,Composite,child,20,nogaze_gaze_ol_gr
gr_dl_pifo_nonoise_hey,016529f07d848fa745e9b8d82cff371f_1920x1080,Composite,child,21,nogaze_gaze_ol_gr
gr_sa_pifo_nonoise_hey,32b1931535cd1ea5da595c4cb27aaaa5_1920x1080,Composite,child,22,nogaze_gaze_ol_gr
gr_dr_pifo_nonoise_look,6da80d8ebd1a642586e9654e795f0700_1920x1080,Composite,child,23,nogaze_gaze_ol_gr
gr_sa_pifo_nonoise_look,cad75ddde5147b169479158e6a09f9ac_1920x1080,Composite,child,24,nogaze_gaze_ol_gr
gr_dr_bosa_nonoise_hey,34694e53df2cd2910ed8f00c2389c624_1920x1080,Composite,child,25,nogaze_gaze_ol_gr
gr_sa_bosa_nonoise_hey,88b929863fc982273476b1cd3c1d00f8_1920x1080,Composite,child,26,nogaze_gaze_ol_gr
gr_dr_bosa_nonoise_look,427f9b2ea5f361959a5d105d4e8161ae_1920x1080,Composite,child,27,nogaze_gaze_ol_gr
gr_sa_bosa_nonoise_look,3b4c12eb79ec389457192f61202b840b_1920x1080,Composite,child,28,nogaze_gaze_ol_gr
gr_dl_bosa_nonoise_hey,c4c4528dfff7d58ead60c245dcaff196_1920x1080,Composite,child,29,nogaze_gaze_ol_gr
gr_sa_bosa_nonoise_hey,b59e60af9e8c98f69208c8b418958e30_1920x1080,Composite,child,30,nogaze_gaze_ol_gr
gr_dr_bosa_nonoise_look,9f7a652383b3ed6098d08d9a1ade9f9a_1920x1080,Composite,child,31,nogaze_gaze_ol_gr
gr_sa_bosa_nonoise_look,6c641469e45531363fa8061364b26ca3_1920x1080,Composite,child,32,nogaze_gaze_ol_gr
