left_image,right_image,target_image,stimulus,center,stimulus_name,finished?,noun,noun_type,frequency,speaker,gaze,noise_condition,carrier,sentence_onset_sec,sentence_onset_frames,carrier_onset_sec,carrier_onset_frames,noun_onset_sec,noun_onset_frames,noun_offset_sec,noun_offset_frames,sentence_offset_sec,sentence_offset_frames,gaze_onset_sec,gaze_onset_frames,gaze_offset_sec,gaze_offset_frames,trial_onset,trial_offset_sec,trial_offset_frames,gaze_condition,condition_long
cookie,bottle,bottle,adaf653d19481e784fb47cf70279d6a4_1920x1080,face,gr_sa_bottle_noise_look,yes,bottle,familiar,high,gr,straight_ahead,noise,look,3,7,4,23,5,15,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
shoe,ball,shoe,ae15c591f7627d3b933fd60eb86c53f1_1920x1080,face,ol_sa_shoe_noise_hey,yes,shoe,familiar,high,ol,straight_ahead,noise,hey,2,25,4,9,5,5,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
chicken,bunny,chicken,aeb53f84a2056d1dfe09f0438ebcb37c_1920x1080,face,gr_dl_chicken_nonoise_look,yes,chicken,familiar,high,gr,down_left,no_noise,look,3,13,4,29,5,20,6,5,6,5,6,20,8,18,0,10,18,gaze,no_noise_gaze
chicken,bunny,chicken,aed2a019da09451613161447021e2c01_1920x1080,face,gr_sa_chicken_noise_hey,yes,chicken,familiar,high,gr,straight_ahead,noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
chicken,bunny,chicken,af7d42e2d47e8a72ce227ec22248f2f2_1920x1080,face,ol_sa_chicken_noise_look,yes,chicken,familiar,high,ol,straight_ahead,noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,noise_no_gaze
ball,shoe,shoe,b024ed8edf4edccda888c1ef974ab643_1920x1080,face,ol_sa_shoe_nonoise_hey,yes,shoe,familiar,high,ol,straight_ahead,no_noise,hey,2,25,4,9,5,5,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
shoe,ball,shoe,b02abe01d6a5c8ebf1e33fa21f925c81_1920x1080,face,gr_dl_shoe_nonoise_look,yes,shoe,familiar,high,gr,down_left,no_noise,look,3,2,4,19,5,13,6,1,6,1,6,14,8,16,0,10,16,gaze,no_noise_gaze
boat,juice,boat,b11503103fd2a7c4b569a3ef4c622db7_1920x1080,face,gr_sa_boat_nonoise_hey,yes,boat,familiar,high,gr,straight_ahead,no_noise,hey,2,26,4,8,5,16,6,1,6,1,NA,NA,NA,NA,0,8,1,no_gaze,no_noise_no_gaze
bunny,chicken,bunny,b12ad74d4fbd81530997e9567ca4d8f2_1920x1080,face,ol_dl_bunny_noise_look,yes,bunny,familiar,high,ol,down_left,noise,look,3,27,5,8,6,3,6,19,6,19,6,25,8,27,0,10,27,gaze,noise_gaze
chicken,bunny,bunny,b1d7bdd6aef6beb552f46da2263cd426_1920x1080,face,gr_dr_bunny_noise_look,yes,bunny,familiar,high,gr,down_right,noise,look,3,17,5,12,6,5,6,17,6,17,7,2,8,24,0,10,24,gaze,noise_gaze
chicken,bunny,bunny,b2733af476e3ada9e45c7d5abdc3a264_1920x1080,face,gr_sa_bunny_nonoise_look,yes,bunny,familiar,high,gr,straight_ahead,no_noise,look,3,4,4,16,5,10,5,22,5,22,NA,NA,NA,NA,0,7,22,no_gaze,no_noise_no_gaze
boat,juice,juice,b3d17d139aba0e50bfffc8e05261d418_1920x1080,face,ol_sa_juice_noise_look,yes,juice,familiar,high,ol,straight_ahead,noise,look,2,29,4,16,5,8,5,27,5,27,NA,NA,NA,NA,0,7,27,no_gaze,noise_no_gaze
boat,juice,juice,b3edbd83e9f536754f985a7c917b6e61_1920x1080,face,ol_sa_juice_nonoise_hey,yes,juice,familiar,high,ol,straight_ahead,no_noise,hey,2,19,3,29,4,28,5,12,5,12,NA,NA,NA,NA,0,7,12,no_gaze,no_noise_no_gaze
boat,juice,juice,b4b7955c20436c66106e7e05b7fb6d5e_1920x1080,face,gr_dr_juice_nonoise_look,yes,juice,familiar,high,gr,down_right,no_noise,look,3,19,5,16,6,12,7,6,7,6,7,8,9,3,0,11,3,gaze,no_noise_gaze
chicken,bunny,chicken,b66c73431084af80f67f5d22ceca1384_1920x1080,face,gr_dl_chicken_nonoise_hey,yes,chicken,familiar,high,gr,down_left,no_noise,hey,3,12,4,20,5,25,6,11,6,11,6,27,8,15,0,10,15,gaze,no_noise_gaze
shoe,ball,shoe,b6a8a194d860fea5daf494c14815edea_1920x1080,face,gr_dl_shoe_nonoise_hey,yes,shoe,familiar,high,gr,down_left,no_noise,hey,3,0,5,5,6,3,6,22,6,22,7,1,8,27,0,10,27,gaze,no_noise_gaze
bottle,cookie,cookie,b70ad582071d6d7d4fffb072ca95bb7e_1920x1080,face,ol_sa_cookie_nonoise_look,yes,cookie,familiar,high,ol,straight_ahead,no_noise,look,3,1,4,15,5,5,5,20,5,20,NA,NA,NA,NA,0,7,20,no_gaze,no_noise_no_gaze
shoe,ball,ball,b7873488d1fe2a60e658e556641bd34b_1920x1080,face,ol_dr_ball_nonoise_look,yes,ball,familiar,high,ol,down_right,no_noise,look,3,18,5,3,5,26,6,14,6,14,6,19,8,13,0,10,13,gaze,no_noise_gaze
shoe,ball,shoe,b8805759062208f6a5a83c3ce3201638_1920x1080,face,gr_sa_shoe_noise_look,yes,shoe,familiar,high,gr,straight_ahead,noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
juice,boat,juice,b8a73d560973c563576100af83d7a1b2_1920x1080,face,gr_sa_juice_noise_look,yes,juice,familiar,high,gr,straight_ahead,noise,look,3,0,4,12,5,7,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
NA,NA,NA,b8bc21277ef5b22a8d99af514705270d_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
cookie,bottle,cookie,ba5765786ae805ce87f99ce9d3be92aa_1920x1080,face,gr_sa_cookie_noise_hey,yes,cookie,familiar,high,gr,straight_ahead,noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
juice,boat,juice,ba9ba53f78604e43ace525ed7448d9f2_1920x1080,face,gr_sa_juice_noise_look,yes,juice,familiar,high,gr,straight_ahead,noise,look,3,0,4,12,5,7,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
bunny,chicken,bunny,bacddec97f862ac69d29085377d80893_1920x1080,face,ol_sa_bunny_nonoise_look,yes,bunny,familiar,high,ol,straight_ahead,no_noise,look,3,10,4,22,5,12,5,26,5,26,NA,NA,NA,NA,0,7,26,no_gaze,no_noise_no_gaze
juice,boat,juice,bad1598fc19a96d5fc9b4454dd8b429c_1920x1080,face,gr_dl_juice_nonoise_look,yes,juice,familiar,high,gr,down_left,no_noise,look,3,21,5,18,6,14,7,8,7,8,7,10,9,5,0,11,5,gaze,no_noise_gaze
ball,shoe,ball,baf18ea2c8d57252367dd3880f931ba7_1920x1080,face,ol_dl_ball_noise_hey,yes,ball,familiar,high,ol,down_left,noise,hey,3,5,4,15,5,17,6,5,6,5,6,16,8,12,0,10,12,gaze,noise_gaze
juice,boat,juice,be499239a804627a0f3b4411386f8350_1920x1080,face,ol_sa_juice_noise_hey,yes,juice,familiar,high,ol,straight_ahead,noise,hey,2,19,3,29,4,28,5,12,5,12,NA,NA,NA,NA,0,7,12,no_gaze,noise_no_gaze
bottle,cookie,bottle,bfc74696be4b526f1cd18b5748350cfb_1920x1080,face,ol_dl_bottle_noise_look,yes,bottle,familiar,high,ol,down_left,noise,look,3,8,4,22,5,14,6,2,6,2,6,7,8,6,0,10,6,gaze,noise_gaze
boat,juice,boat,c096f2e4629aaf20008994eef883402b_1920x1080,face,gr_dl_boat_nonoise_hey,yes,boat,familiar,high,gr,down_left,no_noise,hey,3,7,4,21,5,29,6,15,6,15,6,19,9,13,0,11,13,gaze,no_noise_gaze
NA,NA,NA,c0ea6ac4d46e631986d69c788aedd023_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
boat,juice,boat,c0f0a64b9e33c8633755c0a370cdc1f8_1920x1080,face,ol_dl_boat_nonoise_look,yes,boat,familiar,high,ol,down_left,no_noise,look,3,17,5,1,5,25,6,12,6,12,6,18,8,9,0,10,9,gaze,no_noise_gaze
boat,juice,boat,c1651138865955a55d32ff5797f1a688_1920x1080,face,gr_dl_boat_nonoise_look,yes,boat,familiar,high,gr,down_left,no_noise,look,3,12,4,27,5,22,6,3,6,3,6,14,8,12,0,10,12,gaze,no_noise_gaze
cookie,bottle,bottle,c2e38b0f4395ddb643057dc2624c4574_1920x1080,face,ol_sa_bottle_noise_hey,yes,bottle,familiar,high,ol,straight_ahead,noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,noise_no_gaze
chicken,bunny,chicken,c49aa0d89bfc396a9ca1a986a0c9381e_1920x1080,face,gr_sa_chicken_noise_hey,yes,chicken,familiar,high,gr,straight_ahead,noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
ball,shoe,ball,c4bb5a8c444dbba2dfdbd9c26b67252f_1920x1080,face,ol_dl_ball_noise_hey,yes,ball,familiar,high,ol,down_left,noise,hey,3,5,4,15,5,17,6,5,6,5,6,16,8,12,0,10,12,gaze,noise_gaze
bottle,cookie,bottle,c51bf44d8711a0e70a0bc560b5cecb10_1920x1080,face,gr_dl_bottle_nonoise_hey,yes,bottle,familiar,high,gr,down_left,no_noise,hey,3,19,5,3,6,11,6,23,6,23,7,7,9,12,0,11,12,gaze,no_noise_gaze
NA,NA,NA,c569646d7d7a4db8a9da31278fdfa785_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
ball,shoe,shoe,c867af94be3131a802e97a5f42668cf5_1920x1080,face,ol_dr_shoe_nonoise_hey,yes,shoe,familiar,high,ol,down_right,no_noise,hey,3,8,4,17,5,15,6,7,6,7,6,18,8,12,0,10,12,gaze,no_noise_gaze
ball,shoe,shoe,c9ed93bd313893c3e3a9b05409c6870e_1920x1080,face,gr_sa_shoe_nonoise_hey,yes,shoe,familiar,high,gr,straight_ahead,no_noise,hey,3,4,5,0,6,2,6,23,6,23,NA,NA,NA,NA,0,8,22,no_gaze,no_noise_no_gaze
shoe,ball,shoe,cac5e134fc172770296e7f83b25f18d0_1920x1080,face,gr_dl_shoe_noise_look,yes,shoe,familiar,high,gr,down_left,noise,look,3,2,4,19,5,13,6,1,6,1,6,14,8,16,0,10,16,gaze,noise_gaze
cookie,bottle,cookie,cb48b2d012434137b3f74ccb612fa2c6_1920x1080,face,ol_sa_cookie_noise_hey,yes,cookie,familiar,high,ol,straight_ahead,noise,hey,3,16,4,28,5,29,6,13,6,13,NA,NA,NA,NA,0,8,14,no_gaze,noise_no_gaze
cookie,bottle,cookie,cc24ad440e83581d53a69de540aa426f_1920x1080,face,ol_dl_cookie_noise_hey,yes,cookie,familiar,high,ol,down_left,noise,hey,3,22,5,7,6,8,6,26,6,26,7,6,9,3,0,11,3,gaze,noise_gaze
cookie,bottle,bottle,ce521e5dfbeda170626367ff99b66623_1920x1080,face,ol_dr_bottle_nonoise_look,yes,bottle,familiar,high,ol,down_right,no_noise,look,3,4,4,18,5,10,5,28,5,28,6,3,8,2,0,10,2,gaze,no_noise_gaze
juice,boat,juice,cfc9666c827803f28659b3bb36a13160_1920x1080,face,gr_dl_juice_noise_hey,yes,juice,familiar,high,gr,down_left,noise,hey,3,1,4,23,5,24,6,17,6,17,6,26,8,28,0,9,18,gaze,noise_gaze
shoe,ball,shoe,d2e6b4e57e6de38b2cc7afc3421dd6d8_1920x1080,face,ol_sa_shoe_nonoise_look,yes,shoe,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,13,5,3,5,24,5,24,NA,NA,NA,NA,0,7,24,no_gaze,no_noise_no_gaze
shoe,ball,ball,d3d7896be0ea2931af74ce4aae878f6e_1920x1080,face,ol_sa_ball_nonoise_look,yes,ball,familiar,high,ol,straight_ahead,no_noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,no_noise_no_gaze
juice,boat,boat,d7a086795db36ef62f84eadc0f0e5f07_1920x1080,face,gr_dr_boat_nonoise_look,yes,boat,familiar,high,gr,down_right,no_noise,look,3,11,4,26,5,21,6,2,6,2,6,13,8,11,0,10,11,gaze,no_noise_gaze
boat,juice,boat,d7cc43c29346213b97f2b8047692377d_1920x1080,face,ol_dl_boat_noise_look,yes,boat,familiar,high,ol,down_left,noise,look,3,17,5,1,5,25,6,12,6,12,6,18,8,9,0,10,9,gaze,noise_gaze
shoe,ball,shoe,dbd0f89b0152dd9b6dea1b8407142b7e_1920x1080,face,gr_dl_shoe_noise_look,yes,shoe,familiar,high,gr,down_left,noise,look,3,2,4,19,5,13,6,1,6,1,6,14,8,16,0,10,16,gaze,noise_gaze
cookie,bottle,cookie,dcf83784431e8059aaa6a21ff7151747_1920x1080,face,gr_dl_cookie_noise_hey,yes,cookie,familiar,high,gr,down_left,noise,hey,3,16,5,0,6,8,6,22,6,22,7,0,9,4,0,11,4,gaze,noise_gaze
bunny,chicken,bunny,de87461e8c875786ac828046919cf1a7_1920x1080,face,ol_sa_bunny_noise_hey,yes,bunny,familiar,high,ol,straight_ahead,noise,hey,3,18,5,2,6,6,6,19,6,19,NA,NA,NA,NA,0,8,19,no_gaze,noise_no_gaze
boat,juice,juice,df7c572fd60005ad1b08b614f732867d_1920x1080,face,ol_dr_juice_nonoise_hey,yes,juice,familiar,high,ol,down_right,no_noise,hey,3,18,4,27,5,29,6,21,6,21,6,29,8,22,0,10,22,gaze,no_noise_gaze
bottle,cookie,bottle,e00389bdddbc927697fbd04b485e7b6c_1920x1080,face,gr_dl_bottle_nonoise_look,yes,bottle,familiar,high,gr,down_left,no_noise,look,3,13,5,0,5,26,6,10,6,10,6,14,8,9,0,10,9,gaze,no_noise_gaze
cookie,bottle,cookie,e0726183532951f4397f2f175e3ffbfe_1920x1080,face,gr_sa_cookie_nonoise_look,yes,cookie,familiar,high,gr,straight_ahead,no_noise,look,3,23,5,5,5,26,6,10,6,10,NA,NA,NA,NA,0,8,10,no_gaze,no_noise_no_gaze
shoe,ball,shoe,e0abb1ea708d3621aa23740bf8b55158_1920x1080,face,ol_dl_shoe_nonoise_look,yes,shoe,familiar,high,ol,down_left,no_noise,look,3,14,5,0,5,19,6,12,6,12,6,13,8,15,0,10,15,gaze,no_noise_gaze
bottle,cookie,cookie,e2273d1afc88c300ce6d336a0cb94aa0_1920x1080,face,gr_sa_cookie_noise_look,yes,cookie,familiar,high,gr,straight_ahead,noise,look,3,23,5,5,5,26,6,10,6,10,NA,NA,NA,NA,0,8,10,no_gaze,noise_no_gaze
bottle,cookie,cookie,e466a7bd04827809d398ea9210ef4562_1920x1080,face,gr_dr_cookie_nonoise_hey,yes,cookie,familiar,high,gr,down_right,no_noise,hey,3,15,4,29,6,7,6,21,6,21,6,29,9,3,0,11,3,gaze,no_noise_gaze
ball,shoe,shoe,e555f485276575791ebe133300a24596_1920x1080,face,ol_sa_shoe_nonoise_hey,yes,shoe,familiar,high,ol,straight_ahead,no_noise,hey,2,25,4,9,5,5,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
chicken,bunny,bunny,e58074238df7afa8ae7967a40e1a617d_1920x1080,face,ol_sa_bunny_nonoise_hey,yes,bunny,familiar,high,ol,straight_ahead,no_noise,hey,3,18,5,2,6,6,6,19,6,19,NA,NA,NA,NA,0,8,19,no_gaze,no_noise_no_gaze
shoe,ball,shoe,e7221a49e2b6db110253196ce96f4144_1920x1080,face,ol_sa_shoe_nonoise_hey,yes,shoe,familiar,high,ol,straight_ahead,no_noise,hey,2,25,4,9,5,5,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
bunny,chicken,chicken,e7c623de5a36ba1846138cc3669344f2_1920x1080,face,ol_sa_chicken_noise_look,yes,chicken,familiar,high,ol,straight_ahead,noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,noise_no_gaze
chicken,bunny,chicken,e8b0091e9d7468a7d86f052e069b8845_1920x1080,face,ol_sa_chicken_noise_look,yes,chicken,familiar,high,ol,straight_ahead,noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,noise_no_gaze
ball,shoe,shoe,e92f9ee4c392fc638534fac7a084811b_1920x1080,face,ol_sa_shoe_noise_look,yes,shoe,familiar,high,ol,straight_ahead,noise,look,2,29,4,13,5,3,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
ball,shoe,ball,e960c9eedf8375f86e6fb760188149cd_1920x1080,face,gr_sa_ball_nonoise_hey,yes,ball,familiar,high,gr,straight_ahead,no_noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,e9c7d2d210a08f36dfd0dc434a53e111_1920x1080,face,ol_sa_bottle_noise_hey,yes,bottle,familiar,high,ol,straight_ahead,noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,noise_no_gaze
shoe,ball,shoe,ea1cbd64d1e2c0cbc45e2ead281e4aaf_1920x1080,face,gr_sa_shoe_nonoise_look,yes,shoe,familiar,high,gr,straight_ahead,no_noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,no_noise_no_gaze
chicken,bunny,bunny,eba5936538cfcaaf3bb43b66da0d0fcf_1920x1080,face,ol_dr_bunny_noise_hey,yes,bunny,familiar,high,ol,down_right,noise,hey,3,17,5,2,6,5,6,19,6,19,6,25,8,20,0,10,20,gaze,noise_gaze
bunny,chicken,bunny,eca411fd548265dc20cba5938f2cb5e6_1920x1080,face,gr_sa_bunny_noise_look,yes,bunny,familiar,high,gr,straight_ahead,noise,look,3,4,4,16,5,10,5,22,5,22,NA,NA,NA,NA,0,7,22,no_gaze,noise_no_gaze
cookie,bottle,cookie,ecef73ebf119579718018b3c300301d3_1920x1080,face,gr_dl_cookie_noise_look,yes,cookie,familiar,high,gr,down_left,noise,look,3,19,5,7,5,28,6,13,6,13,6,27,8,16,0,10,16,gaze,noise_gaze
boat,juice,juice,ed4bd320128692ada5b0f1ce173f8213_1920x1080,face,gr_sa_juice_noise_hey,yes,juice,familiar,high,gr,straight_ahead,noise,hey,3,3,4,23,5,26,6,18,6,18,NA,NA,NA,NA,0,8,17,no_gaze,noise_no_gaze
chicken,bunny,bunny,eda824b75814ccbdaba61595c599e86b_1920x1080,face,ol_sa_bunny_nonoise_look,yes,bunny,familiar,high,ol,straight_ahead,no_noise,look,3,10,4,22,5,12,5,26,5,26,NA,NA,NA,NA,0,7,26,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,eef9ad068af726337a0b6af2623f1847_1920x1080,face,gr_sa_bottle_noise_hey,yes,bottle,familiar,high,gr,straight_ahead,noise,hey,3,5,4,8,5,12,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
boat,juice,juice,f1710aededee04aeb04b3321a30d037b_1920x1080,face,ol_dr_juice_noise_look,yes,juice,familiar,high,ol,down_right,noise,look,3,17,4,28,5,22,6,14,6,14,6,13,8,11,0,10,11,gaze,noise_gaze
chicken,bunny,bunny,f1837df64069fce091ac4acc201d2d1b_1920x1080,face,gr_dr_bunny_nonoise_look,yes,bunny,familiar,high,gr,down_right,no_noise,look,3,17,5,12,6,5,6,17,6,17,7,2,8,24,0,10,24,gaze,no_noise_gaze
boat,juice,juice,f21ba7b421fb6331f6823dc3544fe3d4_1920x1080,face,ol_sa_juice_nonoise_hey,yes,juice,familiar,high,ol,straight_ahead,no_noise,hey,2,19,3,29,4,28,5,12,5,12,NA,NA,NA,NA,0,7,12,no_gaze,no_noise_no_gaze
boat,juice,juice,f2b1f0112ee3d25adc98a436c63755a0_1920x1080,face,gr_sa_juice_nonoise_hey,yes,juice,familiar,high,gr,straight_ahead,no_noise,hey,3,3,4,23,5,26,6,18,6,18,NA,NA,NA,NA,0,8,17,no_gaze,no_noise_no_gaze
shoe,ball,shoe,f2f329f036c021c68d14535d2987b150_1920x1080,face,ol_dl_shoe_noise_hey,yes,shoe,familiar,high,ol,down_left,noise,hey,3,8,4,17,5,15,6,7,6,7,6,18,8,12,0,10,12,gaze,noise_gaze
shoe,ball,ball,f3a95ddd9acc5c9d51ec20d05adb8afa_1920x1080,face,gr_dr_ball_noise_look,yes,ball,familiar,high,gr,down_right,noise,look,3,11,4,24,5,18,6,1,6,1,6,27,8,25,0,10,25,gaze,noise_gaze
cookie,bottle,bottle,f54c64b913024f2f07d4639d3553ee45_1920x1080,face,ol_dr_bottle_noise_look,yes,bottle,familiar,high,ol,down_right,noise,look,3,5,4,19,5,11,5,29,5,29,6,4,8,3,0,10,3,gaze,noise_gaze
ball,shoe,ball,f6023f3fde94fb8084c2019446099d88_1920x1080,face,ol_sa_ball_nonoise_hey,yes,ball,familiar,high,ol,straight_ahead,no_noise,hey,2,25,4,0,5,3,5,19,5,19,NA,NA,NA,NA,0,7,20,no_gaze,no_noise_no_gaze
boat,juice,juice,f608c9e4a2131440626e4d8c26384198_1920x1080,face,ol_dr_juice_nonoise_look,yes,juice,familiar,high,ol,down_right,no_noise,look,3,17,4,28,5,22,6,14,6,14,6,13,8,11,0,10,11,gaze,no_noise_gaze
shoe,ball,ball,f751886f554de8201e1237989bfadad3_1920x1080,face,gr_sa_ball_nonoise_hey,yes,ball,familiar,high,gr,straight_ahead,no_noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,no_noise_no_gaze
shoe,ball,ball,f7983d5e3f394e203d4c5eff5185b9e5_1920x1080,face,ol_sa_ball_noise_look,yes,ball,familiar,high,ol,straight_ahead,noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,noise_no_gaze
juice,boat,boat,f8bd5e6e28afb4eb91459ee3aa56dcbe_1920x1080,face,ol_sa_boat_nonoise_hey,yes,boat,familiar,high,ol,straight_ahead,no_noise,hey,3,4,4,17,5,20,6,5,6,5,NA,NA,NA,NA,0,8,5,no_gaze,no_noise_no_gaze
chicken,bunny,chicken,f8cbebfe3537da0af7c5e1b32edc43c3_1920x1080,face,gr_sa_chicken_noise_look,yes,chicken,familiar,high,gr,straight_ahead,noise,look,3,12,4,25,5,16,6,0,6,0,NA,NA,NA,NA,0,8,0,no_gaze,noise_no_gaze
juice,boat,boat,f8d5ea15d0d3241f09db5b29af924223_1920x1080,face,ol_dr_boat_noise_look,yes,boat,familiar,high,ol,down_right,noise,look,3,17,5,1,5,25,6,12,6,12,6,18,8,9,0,10,9,gaze,noise_gaze
boat,juice,boat,fa9652f0f444930d0462fb5197fb607b_1920x1080,face,ol_dl_boat_noise_hey,yes,boat,familiar,high,ol,down_left,noise,hey,3,12,4,21,5,25,6,9,6,9,6,14,8,11,0,10,11,gaze,noise_gaze
NA,NA,NA,fb9f07cd252defebcc9b1f4d384b161b_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
bunny,chicken,chicken,fbb700d7623f639154916870ce5ecf0c_1920x1080,face,gr_sa_chicken_noise_hey,yes,chicken,familiar,high,gr,straight_ahead,noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
ball,shoe,shoe,fc2b388155ea76bc361b25e7c57c0f26_1920x1080,face,gr_sa_shoe_noise_hey,yes,shoe,familiar,high,gr,straight_ahead,noise,hey,3,4,5,0,6,2,6,23,6,23,NA,NA,NA,NA,0,8,22,no_gaze,noise_no_gaze
ball,shoe,ball,fc5a5155faa44679830542eb97dd9ed3_1920x1080,face,gr_dl_ball_noise_look,yes,ball,familiar,high,gr,down_left,noise,look,3,12,4,25,5,19,6,2,6,2,6,28,8,26,0,10,26,gaze,noise_gaze
cookie,bottle,cookie,fcf5d741eb99f26c126295993950fb21_1920x1080,face,ol_dl_cookie_noise_hey,yes,cookie,familiar,high,ol,down_left,noise,hey,3,22,5,7,6,8,6,26,6,26,7,6,9,3,0,11,3,gaze,noise_gaze
ball,shoe,ball,fd716fe5c93f1bc4d0a833af912b4cad_1920x1080,face,ol_dl_ball_nonoise_hey,yes,ball,familiar,high,ol,down_left,no_noise,hey,3,5,4,15,5,17,6,5,6,5,6,16,8,12,0,10,12,gaze,no_noise_gaze
ball,shoe,ball,ff41ee092200b3e61dc39d947e4bc97a_1920x1080,face,gr_sa_ball_noise_hey,yes,ball,familiar,high,gr,straight_ahead,noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,noise_no_gaze
bottle,cookie,bottle,ff5f27177593d7c80204b545e2c0976e_1920x1080,face,ol_sa_bottle_nonoise_hey,yes,bottle,familiar,high,ol,straight_ahead,no_noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,no_noise_no_gaze
juice,boat,boat,ffc8b6f79429d7e9349c49a75c1b0c55_1920x1080,face,ol_sa_boat_nonoise_look,yes,boat,familiar,high,ol,straight_ahead,no_noise,look,3,15,5,0,5,22,6,9,6,9,NA,NA,NA,NA,0,8,9,no_gaze,no_noise_no_gaze
boat,juice,boat,ffee792fe30a8db229b59f674455e4a8_1920x1080,face,ol_sa_boat_nonoise_look,yes,boat,familiar,high,ol,straight_ahead,no_noise,look,3,15,5,0,5,22,6,9,6,9,NA,NA,NA,NA,0,8,9,no_gaze,no_noise_no_gaze
