stimulus,stimulus_name,trial_num_exp,learning_block,gaze_block,trial_num_gaze_block,trial_num_learn_block,left_image,right_image,target_word,target_side,distractor_image,target_image,carrier_phrase,gaze_direction,gaze_target,trial_type,gaze_condition,speaker,order_name,order_number,finished?,noun,noun_type,frequency,gaze,noise,carrier,sentence_onset_sec,sentence_onset_frames,carrier_onset_sec,carrier_onset_frames,noun_onset_sec,noun_onset_frames,noun_offset_sec,noun_offset_frames,sentence_offset_sec,sentence_offset_frames,gaze_onset_sec,gaze_onset_frames,gaze_offset_sec,gaze_offset_frames,trial_onset,trial_offset_sec,trial_offset_frames,stimulus_type,order_age
3eb94893b2790277f195722daa33953f_1920x1080,gr_sa_pifo_nonoise_look,12,2,1,12,2,Novel17.jpg,Novel12.jpg,pifo,left,Novel12.jpg,Novel17.jpg,look,straight_ahead,NA,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
3af68d7a536f2c1b2975c4c3b0191060_1920x1080,gr_sa_pifo_nonoise_hey,13,2,1,13,3,Novel17.jpg,Novel19.jpg,pifo,left,Novel19.jpg,Novel17.jpg,hey,straight_ahead,NA,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
3af68d7a536f2c1b2975c4c3b0191060_1920x1080,gr_sa_pifo_nonoise_hey,13,2,1,13,3,Novel17.jpg,Novel19.jpg,pifo,left,Novel19.jpg,Novel17.jpg,hey,straight_ahead,NA,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
e665af1efd3cd14c2e30efe032b41af8_1920x1080,gr_sa_pifo_nonoise_look,14,2,1,14,3,Novel23.jpg,Novel17.jpg,pifo,right,Novel23.jpg,Novel17.jpg,look,straight_ahead,NA,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
e665af1efd3cd14c2e30efe032b41af8_1920x1080,gr_sa_pifo_nonoise_look,14,2,1,14,3,Novel23.jpg,Novel17.jpg,pifo,right,Novel23.jpg,Novel17.jpg,look,straight_ahead,NA,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
d9311119d64539207f4f6424b8c2f912_1920x1080,gr_sa_pifo_nonoise_hey,15,2,1,15,4,Novel14.jpg,Novel17.jpg,pifo,right,Novel14.jpg,Novel17.jpg,hey,straight_ahead,NA,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
d9311119d64539207f4f6424b8c2f912_1920x1080,gr_sa_pifo_nonoise_hey,15,2,1,15,4,Novel14.jpg,Novel17.jpg,pifo,right,Novel14.jpg,Novel17.jpg,hey,straight_ahead,NA,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
fd7bc4e0dd93754c41d52cec8ccde185_1920x1080,gr_sa_pifo_nonoise_look,16,2,1,16,4,Novel17.jpg,Novel1.jpg,pifo,left,Novel1.jpg,Novel17.jpg,look,straight_ahead,NA,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
fd7bc4e0dd93754c41d52cec8ccde185_1920x1080,gr_sa_pifo_nonoise_look,16,2,1,16,4,Novel17.jpg,Novel1.jpg,pifo,left,Novel1.jpg,Novel17.jpg,look,straight_ahead,NA,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
d3582837879af47ac0bb7329be17a83a_1920x1080,ol_dr_modi_nonoise_hey,17,3,2,1,1,Novel13.jpg,Novel2.jpg,modi,right,Novel13.jpg,Novel2.jpg,hey,right,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_right,no_noise,hey,3,0,4,11,5,11,6,1,6,1,6,10,9,0,0,11,18,Composite,adult
0e779f9026c4158d39f67be74eeef67a_1920x1080,ol_dr_modi_nonoise_hey,17,3,2,1,1,Novel13.jpg,Novel2.jpg,modi,right,Novel13.jpg,Novel2.jpg,hey,right,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_right,no_noise,hey,3,0,4,11,5,11,6,1,6,1,6,10,9,0,0,11,18,Composite,child
a8de0cac8adb844afb2687d781a82423_1920x1080,ol_sa_modi_nonoise_hey,18,3,2,2,1,Novel2.jpg,Novel6.jpg,modi,left,Novel6.jpg,Novel2.jpg,hey,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,adult
a8de0cac8adb844afb2687d781a82423_1920x1080,ol_sa_modi_nonoise_hey,18,3,2,2,1,Novel2.jpg,Novel6.jpg,modi,left,Novel6.jpg,Novel2.jpg,hey,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,child
bfcfc4133c93812e7767481729747375_1920x1080,ol_dr_modi_nonoise_look,19,3,2,3,2,Novel19.jpg,Novel2.jpg,modi,right,Novel19.jpg,Novel2.jpg,look,right,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_right,no_noise,look,3,11,4,25,5,13,6,4,6,4,6,12,8,12,0,10,22,Composite,adult
677d254a022e389e3b41d3a3f4572208_1920x1080,ol_dr_modi_nonoise_look,19,3,2,3,2,Novel19.jpg,Novel2.jpg,modi,right,Novel19.jpg,Novel2.jpg,look,right,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_right,no_noise,look,3,11,4,25,5,13,6,4,6,4,6,12,8,12,0,10,22,Composite,child
fcf4e6d237d5cdac5c191f4d07d89d65_1920x1080,ol_sa_modi_nonoise_look,20,3,2,4,2,Novel2.jpg,Novel27.jpg,modi,left,Novel27.jpg,Novel2.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,adult
fcf4e6d237d5cdac5c191f4d07d89d65_1920x1080,ol_sa_modi_nonoise_look,20,3,2,4,2,Novel2.jpg,Novel27.jpg,modi,left,Novel27.jpg,Novel2.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,child
7bd7d708f94bce6d23ad5edf56a48326_1920x1080,ol_dl_modi_nonoise_hey,21,3,2,5,3,Novel2.jpg,Novel28.jpg,modi,left,Novel28.jpg,Novel2.jpg,hey,left,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_left,no_noise,hey,3,0,4,11,5,11,6,1,6,1,6,10,9,0,0,11,18,Composite,adult
79ed1ab75aea5a3d969379e466b16fb2_1920x1080,ol_dl_modi_nonoise_hey,21,3,2,5,3,Novel2.jpg,Novel28.jpg,modi,left,Novel28.jpg,Novel2.jpg,hey,left,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_left,no_noise,hey,3,0,4,11,5,11,6,1,6,1,6,10,9,0,0,11,18,Composite,child
9a46d64cda6ebaf23ffeab9af7a152b3_1920x1080,ol_sa_modi_nonoise_look,22,3,2,6,3,Novel4.jpg,Novel2.jpg,modi,right,Novel4.jpg,Novel2.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,adult
9a46d64cda6ebaf23ffeab9af7a152b3_1920x1080,ol_sa_modi_nonoise_look,22,3,2,6,3,Novel4.jpg,Novel2.jpg,modi,right,Novel4.jpg,Novel2.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,child
ff2dcf103dc584ee430d7f69e50ae9e0_1920x1080,ol_dr_modi_nonoise_hey,23,3,2,7,4,Novel23.jpg,Novel2.jpg,modi,right,Novel23.jpg,Novel2.jpg,hey,right,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_right,no_noise,hey,3,0,4,11,5,11,6,1,6,1,6,10,9,0,0,11,18,Composite,adult
c16406d774cfce622732c8622b464c38_1920x1080,ol_dr_modi_nonoise_hey,23,3,2,7,4,Novel23.jpg,Novel2.jpg,modi,right,Novel23.jpg,Novel2.jpg,hey,right,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,down_right,no_noise,hey,3,0,4,11,5,11,6,1,6,1,6,10,9,0,0,11,18,Composite,child
9b25d5ca647c9903830be8c4e27317d0_1920x1080,ol_sa_modi_nonoise_look,24,3,2,8,4,Novel2.jpg,Novel18.jpg,modi,left,Novel18.jpg,Novel2.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,adult
9b25d5ca647c9903830be8c4e27317d0_1920x1080,ol_sa_modi_nonoise_look,24,3,2,8,4,Novel2.jpg,Novel18.jpg,modi,left,Novel18.jpg,Novel2.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,child
54ca567a1676de717314bbd4c96cccbb_1920x1080,ol_dr_toma_nonoise_hey,25,4,2,9,1,Novel9.jpg,Novel25.jpg,toma,right,Novel9.jpg,Novel25.jpg,hey,right,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_right,no_noise,hey,3,2,4,12,5,13,6,3,6,3,6,13,8,19,0,11,13,Composite,adult
6bea988f4e457fbf5542964916522fce_1920x1080,ol_dr_toma_nonoise_hey,25,4,2,9,1,Novel9.jpg,Novel25.jpg,toma,right,Novel9.jpg,Novel25.jpg,hey,right,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_right,no_noise,hey,3,2,4,12,5,13,6,3,6,3,6,13,8,19,0,11,13,Composite,child
f1ac85070a1d4aeaca7258eca6b05ed4_1920x1080,ol_sa_toma_nonoise_hey,26,4,2,10,1,Novel25.jpg,Novel12.jpg,toma,left,Novel12.jpg,Novel25.jpg,hey,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,adult
577f39604f96d95087e5d3979c422e05_1920x1080,ol_sa_toma_nonoise_hey,26,4,2,10,1,Novel25.jpg,Novel12.jpg,toma,left,Novel12.jpg,Novel25.jpg,hey,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,child
19f002bf7fa9aab067656a64451a8644_1920x1080,ol_dr_toma_nonoise_look,27,4,2,11,2,Novel1.jpg,Novel25.jpg,toma,right,Novel1.jpg,Novel25.jpg,look,right,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_right,no_noise,look,3,9,4,24,5,14,6,4,6,4,6,10,8,16,0,10,29,Composite,adult
b05c5ce8cfe1528d9fa4cd1b8d8be741_1920x1080,ol_dr_toma_nonoise_look,27,4,2,11,2,Novel1.jpg,Novel25.jpg,toma,right,Novel1.jpg,Novel25.jpg,look,right,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_right,no_noise,look,3,9,4,24,5,14,6,4,6,4,6,10,8,16,0,10,29,Composite,child
8319487c3eb415cc0e326be55a918825_1920x1080,ol_sa_toma_nonoise_look,28,4,2,12,2,Novel25.jpg,Novel7.jpg,toma,left,Novel7.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
6a6bfbd9442e0698198f8e6cd3263b60_1920x1080,ol_sa_toma_nonoise_look,28,4,2,12,2,Novel25.jpg,Novel7.jpg,toma,left,Novel7.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
37353a7d1c2a3361117b7aa1996b9f53_1920x1080,ol_dl_toma_nonoise_hey,29,4,2,13,3,Novel25.jpg,Novel11.jpg,toma,left,Novel11.jpg,Novel25.jpg,hey,left,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_left,no_noise,hey,3,2,4,12,5,13,6,3,6,3,6,13,8,19,0,11,13,Composite,adult
149072dff13b88f422e5b3898cb3fdab_1920x1080,ol_dl_toma_nonoise_hey,29,4,2,13,3,Novel25.jpg,Novel11.jpg,toma,left,Novel11.jpg,Novel25.jpg,hey,left,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_left,no_noise,hey,3,2,4,12,5,13,6,3,6,3,6,13,8,19,0,11,13,Composite,child
c9924abb45d6489af257be54ed445f73_1920x1080,ol_sa_toma_nonoise_look,30,4,2,14,3,Novel10.jpg,Novel25.jpg,toma,right,Novel10.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
c146e7084107d3b8705c63d3bd4a2edd_1920x1080,ol_sa_toma_nonoise_look,30,4,2,14,3,Novel10.jpg,Novel25.jpg,toma,right,Novel10.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
a4fe7cc9246f9e48fc00349f9da6dd69_1920x1080,ol_dr_toma_nonoise_hey,31,4,2,15,4,Novel24.jpg,Novel25.jpg,toma,right,Novel24.jpg,Novel25.jpg,hey,right,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_right,no_noise,hey,3,2,4,12,5,13,6,3,6,3,6,13,8,19,0,11,13,Composite,adult
890740a06099a589d71ed83e7d6c926c_1920x1080,ol_dr_toma_nonoise_hey,31,4,2,15,4,Novel24.jpg,Novel25.jpg,toma,right,Novel24.jpg,Novel25.jpg,hey,right,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,down_right,no_noise,hey,3,2,4,12,5,13,6,3,6,3,6,13,8,19,0,11,13,Composite,child
098f05b649a52f4ba519acfc3a94a494_1920x1080,ol_sa_toma_nonoise_look,32,4,2,16,4,Novel25.jpg,Novel8.jpg,toma,left,Novel8.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
790645ac50ee49758c47b7406f10e178_1920x1080,ol_sa_toma_nonoise_look,32,4,2,16,4,Novel25.jpg,Novel8.jpg,toma,left,Novel8.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
b7c194e65389b822fd679ffa219da225_1920x1080,ol_sa_modi_nonoise_hey,1,1,1,1,1,Novel12.jpg,Novel16.jpg,modi,right,Novel12.jpg,Novel16.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,adult
