t.rel.noun,gaze_condition,target_looking,age_code,ci_lower,ci_upper,mean
0.1,straight_ahead,distracter,children,0.13438338608854913,0.19829951298701298,0.1663689571298267
0.1,straight_ahead,target,adults,0.04040729797163621,0.14741908520401165,0.08708179075826135
0.1,straight_ahead,target,children,0.18200111935166285,0.2727437168809451,0.2262866662323184
0.13333333333333333,gaze,NA,adults,NA,NA,NaN
0.13333333333333333,gaze,NA,children,NA,NA,NaN
0.13333333333333333,straight_ahead,NA,adults,NA,NA,NaN
0.13333333333333333,straight_ahead,NA,children,NA,NA,NaN
0.16666666666666666,gaze,NA,adults,NA,NA,NaN
0.16666666666666666,gaze,NA,children,NA,NA,NaN
0.16666666666666666,straight_ahead,NA,adults,NA,NA,NaN
0.16666666666666666,straight_ahead,NA,children,NA,NA,NaN
0.2,gaze,center,adults,0.7186840794009912,0.896270436059039,0.8142520469726352
0.2,gaze,center,children,0.5451210798561341,0.662735482361841,0.6012385862929341
0.2,gaze,distracter,adults,0.025599614845938378,0.11295046864899806,0.061418605903900025
0.2,gaze,distracter,children,0.15770649187768754,0.24089877966236659,0.19833970377448637
0.2,gaze,target,adults,0.06810638197586727,0.19876464528118942,0.12432934712346477
0.2,gaze,target,children,0.16820723509582206,0.23666455148112758,0.2004217099325795
0.2,straight_ahead,center,adults,0.70562412464986,0.9009847689075631,0.8099789915966387
0.2,straight_ahead,center,children,0.5347753077236772,0.6484302291910987,0.5883453201387984
0.2,straight_ahead,distracter,adults,0.04749124649859944,0.15697452057746175,0.0990613553113553
0.2,straight_ahead,distracter,children,0.15233069692988171,0.2190982930113365,0.18558217145173667
0.2,straight_ahead,target,adults,0.04445290616246499,0.14137685843568198,0.09095965309200603
0.2,straight_ahead,target,children,0.1839296588073762,0.2705562877641682,0.22607250840946494
0.23333333333333334,gaze,NA,adults,NA,NA,NaN
0.23333333333333334,gaze,NA,children,NA,NA,NaN
0.23333333333333334,straight_ahead,NA,adults,NA,NA,NaN
0.23333333333333334,straight_ahead,NA,children,NA,NA,NaN
0.26666666666666666,gaze,NA,adults,NA,NA,NaN
0.26666666666666666,gaze,NA,children,NA,NA,NaN
0.26666666666666666,straight_ahead,NA,adults,NA,NA,NaN
0.26666666666666666,straight_ahead,NA,children,NA,NA,NaN
0.3,gaze,center,adults,0.675355089151045,0.8450089891725922,0.7654209760827408
0.3,gaze,center,children,0.48959359933544727,0.6141417233129188,0.5520047886895713
0.3,gaze,distracter,adults,0.024468325791855206,0.10731486344537816,0.06010558069381599
0.3,gaze,distracter,children,0.16708699136008917,0.24599966157031375,0.20596532091097308
0.3,gaze,target,adults,0.11418858408748116,0.2512446132299073,0.17447344322344321
0.3,gaze,target,children,0.21104646938206723,0.2729395694884825,0.2420298903994556
0.3,straight_ahead,center,adults,0.6287353547188107,0.8450903967356174,0.7507447209653092
0.3,straight_ahead,center,children,0.4893846619865641,0.6011779298599952,0.5474725455703716
0.3,straight_ahead,distracter,adults,0.05251838235294117,0.15033977052359407,0.09615115276879983
0.3,straight_ahead,distracter,children,0.16240072201349373,0.2263488368515542,0.19497115203636944
0.3,straight_ahead,target,adults,0.08948741515837107,0.2274761972096531,0.15310412626589098
0.3,straight_ahead,target,children,0.21666031884781886,0.30246134752928233,0.25755630239325894
0.3333333333333333,gaze,NA,adults,NA,NA,NaN
0.3333333333333333,gaze,NA,children,NA,NA,NaN
0.3333333333333333,straight_ahead,NA,adults,NA,NA,NaN
0.3333333333333333,straight_ahead,NA,children,NA,NA,NaN
0.36666666666666664,gaze,NA,adults,NA,NA,NaN
0.36666666666666664,gaze,NA,children,NA,NA,NaN
0.36666666666666664,straight_ahead,NA,adults,NA,NA,NaN
0.36666666666666664,straight_ahead,NA,children,NA,NA,NaN
0.4,gaze,center,adults,0.6148487388836654,0.7738023924604807,0.6935644012849895
0.4,gaze,center,children,0.4092241762866764,0.5327157310282311,0.4676308876308876
0.4,gaze,distracter,adults,0.02700586484593838,0.09679062971342377,0.0581703835380306
0.4,gaze,distracter,children,0.18002017195767195,0.25994510582010577,0.2193070818070818
0.4,gaze,target,adults,0.18744925417719535,0.31618595252786436,0.2482652151769799
0.4,gaze,target,children,0.2736151048026048,0.3521017847892848,0.3130620305620306
0.4,straight_ahead,center,adults,0.5377588006356389,0.7433823529411765,0.6428100086188322
0.4,straight_ahead,center,children,0.42611556242670373,0.547063905297601,0.487973892049979
0.4,straight_ahead,distracter,adults,0.05928948502477913,0.1365376871902607,0.09509032634032634
0.4,straight_ahead,distracter,children,0.16974931092458267,0.2381367816965643,0.2016089888372497
0.4,straight_ahead,target,adults,0.19077540719084843,0.3399760472370767,0.26209966504084153
0.4,straight_ahead,target,children,0.26327279830676564,0.3611099928151559,0.3104171191127713
0.43333333333333335,gaze,NA,adults,NA,NA,NaN
0.43333333333333335,gaze,NA,children,NA,NA,NaN
0.43333333333333335,straight_ahead,NA,adults,NA,NA,NaN
0.43333333333333335,straight_ahead,NA,children,NA,NA,NaN
0.4666666666666667,gaze,NA,adults,NA,NA,NaN
0.4666666666666667,gaze,NA,children,NA,NA,NaN
0.4666666666666667,straight_ahead,NA,adults,NA,NA,NaN
0.4666666666666667,straight_ahead,NA,children,NA,NA,NaN
0.5,gaze,center,adults,0.4563423382173382,0.6235007496588378,0.5391465560583207
0.5,gaze,center,children,0.3100894282348087,0.4459198591263809,0.37837805310631395
0.5,gaze,distracter,adults,0.038519738023414504,0.1054344430079724,0.06860276161746749
0.5,gaze,distracter,children,0.16268616121197643,0.24256278368370757,0.19957596751075013
0.5,gaze,target,adults,0.32028444390576744,0.46173246381886085,0.39225068232421173
0.5,gaze,target,children,0.3694449051853943,0.4777456918081918,0.4220459793829359
0.5,straight_ahead,center,adults,0.4259417451421128,0.6084741790072672,0.516222992693581
0.5,straight_ahead,center,children,0.34983854913202744,0.4859224946249402,0.41612716993151777
0.5,straight_ahead,distracter,adults,0.06310174812932168,0.1273228211739241,0.0945046375193434
0.5,straight_ahead,distracter,children,0.165611437928014,0.23803648570632263,0.20127707437490047
0.5,straight_ahead,target,adults,0.3129909459413136,0.4636222570321835,0.3892723697870757
0.5,straight_ahead,target,children,0.32802138079311993,0.4357301620480969,0.3825957556935818
0.5333333333333333,gaze,NA,adults,NA,NA,NaN
0.5333333333333333,gaze,NA,children,NA,NA,NaN
