## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\speed-acc-novel-child-gaze-order3\SAN-080918-10-[c1e56f22-7375-4975-8814-76929587583f]\SAN-080918-10-eye_data.idf
## Date:	09.08.2018 14:20:42
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	11140                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	SAN-080918-10                                                                                                                                                                                                                                                   
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;54)
## Calibration Point 2:	Position(1824;270)
## Calibration Point 3:	Position(1440;1026)
## Calibration Point 4:	Position(96;810)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044601-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
3413911323	SMP	1	1165.33	656.42	940.64	660.18	24.92	24.92	4.77	23.64	23.64	4.60	1161.74	661.43	1170.07	661.37	939.76	666.23	947.96	666.11	1190.86	478.67	1112.77	392.83	0	1	1	2	-1	-1	35.90	19.84	637.67	81.17	18.96	640.62	-0.03	0.17	-0.98	0.01	0.22	-0.98		
3440860212	MSG	1	# Message: cc3bd7c5c8d457694031c7630357751f.avi
3440875257	SMP	1	1220.79	720.78	981.79	722.49	29.98	29.98	5.60	29.38	29.38	5.43	1214.71	721.39	1223.50	721.32	979.06	724.06	987.97	724.01	930.43	993.06	933.79	1011.42	0	1	1	2	-1	-1	24.49	7.51	620.94	69.87	6.89	612.23	-0.11	0.01	-0.99	-0.04	0.05	-1.00	 -1	
3440908577	SMP	1	1217.36	720.43	978.62	722.76	29.80	29.80	5.59	29.32	29.32	5.43	1211.37	720.96	1220.15	720.87	975.90	724.33	984.69	724.32	934.25	997.14	934.17	1010.96	0	1	1	2	-1	-1	25.12	7.59	620.18	70.64	6.84	613.46	-0.10	0.01	-0.99	-0.04	0.05	-1.00	 -1	
3440941890	SMP	1	1214.83	719.78	976.28	723.03	30.00	30.00	5.59	29.37	29.37	5.44	1208.73	720.44	1217.55	720.39	973.65	724.58	982.33	724.46	933.76	992.49	935.42	1013.76	0	1	1	2	-1	-1	25.58	7.67	618.85	71.27	6.82	615.01	-0.11	0.01	-0.99	-0.04	0.05	-1.00	 -1	
3440975360	SMP	1	1213.16	719.63	974.87	723.38	29.82	29.82	5.58	29.33	29.33	5.44	1207.16	720.13	1215.92	720.06	972.28	724.86	980.92	724.85	935.46	997.72	936.74	1014.83	0	1	1	2	-1	-1	25.89	7.74	618.97	71.64	6.77	615.86	-0.10	0.01	-0.99	-0.04	0.05	-1.00	 -1	
3441008554	SMP	1	1211.97	719.41	973.64	723.76	29.86	29.86	5.57	29.30	29.30	5.44	1206.20	719.88	1214.93	719.85	971.27	725.37	980.10	725.28	941.31	996.36	946.16	1010.78	0	1	1	2	-1	-1	26.09	7.78	619.09	71.62	6.66	614.16	-0.10	0.01	-1.00	-0.03	0.05	-1.00	 -1	
3441041872	SMP	1	1202.91	721.08	965.96	725.76	29.91	29.91	5.57	28.91	28.91	5.42	1201.33	720.59	1210.00	720.53	967.47	726.29	976.29	726.04	1447.07	1117.01	1422.45	1142.17	0	1	1	2	-1	-1	27.07	7.65	619.57	72.34	6.49	613.99	0.07	-0.03	-1.00	0.12	0.01	-0.99	 -1	
3441075262	SMP	1	1202.31	721.27	965.16	726.19	29.74	29.74	5.57	29.01	29.01	5.42	1201.23	720.89	1209.86	720.85	967.09	726.60	975.81	726.61	1484.55	1109.30	1449.24	1145.71	0	1	1	2	-1	-1	27.12	7.60	620.10	72.50	6.41	614.64	0.09	-0.03	-1.00	0.14	0.01	-0.99	 -1	
3441108574	SMP	1	1202.87	721.76	965.38	726.68	29.89	29.89	5.56	28.94	28.94	5.41	1201.61	721.39	1210.37	721.25	967.35	727.13	976.09	727.00	1483.08	1115.33	1459.29	1149.26	0	1	1	2	-1	-1	27.00	7.50	619.38	72.47	6.32	614.80	0.08	-0.03	-1.00	0.14	0.01	-0.99	 -1	
3441141864	SMP	1	1203.16	722.21	965.59	727.11	29.83	29.83	5.56	28.94	28.94	5.40	1202.04	721.82	1210.75	721.74	967.51	727.48	976.38	727.37	1490.62	1116.75	1463.49	1154.11	0	1	1	2	-1	-1	26.93	7.41	619.55	72.36	6.25	614.30	0.09	-0.03	-1.00	0.14	0.00	-0.99	 -1	
3441175207	SMP	1	1203.35	722.88	965.58	727.46	29.84	29.84	5.56	28.85	28.85	5.39	1202.30	722.37	1210.94	722.23	967.53	727.83	976.33	727.73	1495.37	1124.49	1465.64	1156.04	0	1	1	2	-1	-1	26.91	7.31	620.04	72.41	6.18	614.66	0.09	-0.04	-1.00	0.14	0.00	-0.99	 -1	
3441208642	SMP	1	1203.37	723.38	965.43	727.91	29.87	29.87	5.56	28.81	28.81	5.38	1202.28	722.93	1210.96	722.89	967.51	728.32	976.17	728.21	1496.87	1123.61	1469.59	1156.35	0	1	1	2	-1	-1	26.91	7.20	620.04	72.53	6.10	615.57	0.09	-0.03	-1.00	0.14	0.00	-0.99	 -1	
3441241887	SMP	1	1203.24	723.90	965.36	728.28	29.89	29.89	5.56	29.09	29.09	5.39	1202.18	723.54	1210.82	723.48	967.29	728.64	975.96	728.60	1498.36	1120.99	1467.41	1157.26	0	1	1	2	-1	-1	26.94	7.08	620.22	72.64	6.03	616.11	0.09	-0.03	-1.00	0.14	0.00	-0.99	 -1	
3441275171	SMP	1	1202.95	724.39	964.85	728.51	29.88	29.88	5.56	28.99	28.99	5.39	1201.80	723.94	1210.55	723.85	966.69	728.95	975.63	728.78	1498.39	1123.90	1468.27	1157.62	0	1	1	2	-1	-1	26.98	7.00	619.75	72.61	5.98	615.08	0.09	-0.03	-1.00	0.14	0.00	-0.99	 -1	
3441308507	SMP	1	1202.74	724.67	964.33	728.75	29.93	29.93	5.56	28.90	28.90	5.39	1201.47	724.18	1210.14	724.08	966.37	729.15	974.96	729.04	1494.72	1125.50	1469.72	1157.96	0	1	1	2	-1	-1	27.07	6.95	620.03	72.92	5.95	616.93	0.08	-0.03	-1.00	0.14	0.00	-0.99	 -1	
3441341832	SMP	1	1202.08	724.73	963.84	728.84	29.84	29.84	5.56	29.13	29.13	5.39	1201.00	724.26	1209.73	724.18	965.65	729.34	974.64	729.22	1498.81	1126.00	1469.37	1156.87	0	1	1	2	-1	-1	27.15	6.94	620.03	72.82	5.90	615.21	0.09	-0.03	-1.00	0.14	0.01	-0.99	 -1	
3441375166	SMP	1	1201.58	724.88	963.13	728.94	29.93	29.93	5.56	29.12	29.12	5.40	1200.50	724.43	1209.17	724.26	965.15	729.45	973.85	729.33	1499.35	1127.17	1470.96	1155.89	0	1	1	2	-1	-1	27.27	6.92	620.29	73.11	5.89	616.58	0.09	-0.03	-1.00	0.14	0.01	-0.99	 -1	
3441408648	SMP	1	1201.08	724.73	962.35	728.96	29.84	29.84	5.56	28.85	28.85	5.39	1199.89	724.35	1208.67	724.27	964.45	729.49	973.14	729.43	1500.81	1125.76	1474.70	1154.45	0	1	1	2	-1	-1	27.37	6.92	620.08	73.29	5.88	616.97	0.09	-0.03	-1.00	0.14	0.01	-0.99	 -1	
3441441807	SMP	1	1200.56	724.69	961.83	729.22	29.88	29.88	5.56	28.85	28.85	5.39	1199.43	724.38	1208.10	724.23	963.73	729.53	972.66	729.48	1500.61	1125.25	1475.44	1156.83	0	1	1	2	-1	-1	27.48	6.92	620.32	73.25	5.86	615.64	0.09	-0.03	-1.00	0.14	0.00	-0.99	 -1	
3441475222	SMP	1	1199.38	725.11	960.64	729.60	29.75	29.75	5.56	28.82	28.82	5.38	1198.54	724.53	1207.34	724.42	963.00	729.81	971.80	729.70	1508.06	1128.74	1484.57	1160.65	0	1	1	2	-1	-1	27.63	6.89	620.02	73.44	5.81	615.95	0.10	-0.04	-0.99	0.16	0.00	-0.99	 -1	
3441508494	SMP	1	1198.98	725.48	960.20	729.92	29.78	29.78	5.55	29.00	29.00	5.38	1198.11	724.71	1206.89	724.65	962.43	730.22	971.26	729.97	1512.17	1135.13	1486.48	1162.72	0	1	1	2	-1	-1	27.71	6.84	619.83	73.50	5.74	615.54	0.10	-0.04	-0.99	0.15	0.00	-0.99	 -1	
3441541829	SMP	1	1198.77	725.61	959.74	730.28	29.86	29.86	5.55	28.87	28.87	5.38	1197.83	725.06	1206.68	724.97	962.08	730.50	970.82	730.40	1513.87	1132.84	1493.00	1164.95	0	1	1	2	-1	-1	27.73	6.77	619.33	73.64	5.68	616.00	0.10	-0.03	-0.99	0.15	0.00	-0.99	 -1	
3441575170	SMP	1	1198.64	726.12	959.49	730.67	29.93	29.93	5.55	28.89	28.89	5.38	1197.68	725.44	1206.56	725.34	961.81	730.86	970.72	730.73	1516.71	1137.82	1499.23	1168.73	0	1	1	2	-1	-1	27.73	6.69	618.69	73.57	5.60	615.14	0.10	-0.04	-0.99	0.16	0.00	-0.99	 -1	
3441608643	SMP	1	1198.72	726.37	959.38	731.02	29.78	29.78	5.55	28.95	28.95	5.38	1197.81	725.68	1206.63	725.58	961.76	731.31	970.68	731.14	1519.67	1141.67	1506.55	1169.08	0	1	1	2	-1	-1	27.70	6.64	618.34	73.51	5.51	614.57	0.10	-0.04	-0.99	0.16	0.00	-0.99	 -1	
3441641799	SMP	1	1198.78	726.56	959.52	731.22	29.84	29.84	5.55	29.19	29.19	5.38	1197.96	725.89	1206.75	725.81	961.77	731.48	970.72	731.33	1524.92	1143.87	1506.12	1171.56	0	1	1	2	-1	-1	27.66	6.60	618.19	73.43	5.47	613.94	0.10	-0.04	-0.99	0.15	0.00	-0.99	 -1	
3441675116	SMP	1	1198.91	726.71	959.52	731.35	29.96	29.96	5.55	29.01	29.01	5.38	1198.04	726.10	1206.81	725.99	961.77	731.50	970.72	731.45	1526.60	1144.43	1509.00	1175.03	0	1	1	2	-1	-1	27.64	6.56	618.06	73.38	5.45	613.55	0.10	-0.04	-0.99	0.15	0.00	-0.99	 -1	
3441708447	SMP	1	1199.05	726.69	959.53	731.29	30.02	30.02	5.55	29.11	29.11	5.38	1198.03	726.16	1206.85	726.04	961.71	731.46	970.67	731.35	1525.53	1144.32	0.00	0.00	0	1	1	2	-1	-1	27.62	6.54	617.68	73.33	5.46	613.01	0.09	-0.03	-1.00	0.15	0.00	-0.99	 -1	
3441741789	SMP	1	1198.80	726.70	959.29	730.83	29.97	29.97	5.55	29.12	29.12	5.38	1197.96	726.01	1206.75	725.94	961.57	731.13	970.61	730.96	1529.98	1148.07	1512.79	1175.76	0	1	1	2	-1	-1	27.63	6.56	617.50	73.22	5.52	611.98	0.10	-0.04	-0.99	0.15	0.00	-0.99	 -1	
3441775110	SMP	1	1202.49	723.92	962.89	728.12	30.27	30.27	5.56	29.20	29.20	5.39	1199.61	724.50	1208.44	724.42	963.57	729.48	972.43	729.42	1297.51	1012.16	1328.33	1052.16	0	1	1	2	-1	-1	27.29	6.86	617.14	72.90	5.84	612.33	0.02	0.01	-1.00	0.09	0.04	-1.00	 -1	
3441808446	SMP	1	1208.33	719.54	969.84	723.85	30.33	30.33	5.57	29.82	29.82	5.41	1202.68	722.19	1211.59	722.12	967.58	727.30	976.58	727.05	986.14	760.42	1012.35	800.98	0	1	1	2	-1	-1	26.66	7.30	616.65	72.02	6.27	611.62	-0.09	0.09	-0.99	-0.02	0.12	-0.99	 -1	
3441841781	SMP	1	1209.93	718.97	971.33	722.89	30.25	30.25	5.58	29.66	29.66	5.42	1203.84	721.76	1212.63	721.81	968.46	726.64	977.37	726.62	948.51	747.95	956.19	768.98	0	1	1	2	-1	-1	26.44	7.37	616.62	71.85	6.37	611.52	-0.11	0.10	-0.99	-0.05	0.14	-0.99	 -1	
3441875101	SMP	1	1210.77	718.90	971.83	722.63	30.29	30.29	5.58	29.80	29.80	5.43	1204.69	721.75	1213.46	721.83	968.84	726.45	977.98	726.36	942.02	740.63	948.80	760.64	0	1	1	2	-1	-1	26.28	7.37	616.63	71.61	6.41	610.34	-0.11	0.10	-0.99	-0.05	0.14	-0.99	 -1	
3441908444	SMP	1	1211.33	718.99	972.35	722.36	30.35	30.35	5.59	29.78	29.78	5.44	1205.46	721.85	1214.15	721.89	969.48	726.22	978.37	726.09	947.57	737.52	945.58	755.48	0	1	1	2	-1	-1	26.15	7.36	616.90	71.57	6.46	610.80	-0.10	0.10	-0.99	-0.05	0.14	-0.99	 -1	
3441941864	SMP	1	1211.91	719.26	972.77	722.22	30.31	30.31	5.59	29.70	29.70	5.45	1205.86	722.22	1214.65	722.16	969.75	726.23	978.78	726.06	942.83	734.12	940.79	747.49	0	1	1	2	-1	-1	26.06	7.30	616.85	71.41	6.45	610.00	-0.11	0.11	-0.99	-0.05	0.14	-0.99	 -1	
3441975105	SMP	1	1212.32	719.71	973.12	722.42	30.28	30.28	5.59	29.77	29.77	5.45	1206.31	722.54	1215.00	722.51	970.18	726.30	979.20	726.19	941.25	735.23	941.00	748.28	0	1	1	2	-1	-1	25.99	7.24	617.19	71.29	6.43	609.73	-0.11	0.10	-0.99	-0.05	0.14	-0.99	 -1	
3442008448	SMP	1	1212.53	719.88	973.32	722.58	30.37	30.37	5.60	29.78	29.78	5.46	1206.56	722.78	1215.27	722.82	970.46	726.36	979.38	726.27	941.51	732.78	941.14	750.45	0	1	1	2	-1	-1	25.95	7.19	617.46	71.26	6.42	609.83	-0.10	0.11	-0.99	-0.05	0.14	-0.99	 -1	
3442041754	SMP	1	1212.80	720.22	973.57	722.67	30.30	30.30	5.60	29.69	29.69	5.46	1206.74	723.18	1215.53	723.08	970.69	726.49	979.60	726.43	940.02	731.63	940.26	749.04	0	1	1	2	-1	-1	25.91	7.12	617.42	71.22	6.39	609.84	-0.11	0.10	-0.99	-0.05	0.14	-0.99	 -1	
3442075086	SMP	1	1213.01	720.36	973.80	722.82	30.40	30.40	5.61	29.91	29.91	5.47	1206.95	723.31	1215.73	723.26	970.83	726.55	979.82	726.48	939.30	730.48	938.74	751.24	0	1	1	2	-1	-1	25.87	7.09	617.52	71.14	6.38	609.45	-0.11	0.11	-0.99	-0.05	0.14	-0.99	 -1	
3442108414	SMP	1	1213.18	720.35	973.97	722.83	30.46	30.46	5.62	30.02	30.02	5.48	1207.15	723.28	1215.88	723.21	971.07	726.56	980.04	726.46	938.79	730.02	938.91	752.16	0	1	1	2	-1	-1	25.85	7.10	617.81	71.09	6.38	609.39	-0.11	0.10	-0.99	-0.05	0.13	-0.99	 -1	
3442141731	SMP	1	1207.39	722.93	969.10	725.40	30.58	30.58	5.62	29.71	29.71	5.48	1204.02	724.50	1212.84	724.41	968.87	727.59	977.73	727.53	1240.16	880.53	1222.93	936.22	0	1	1	2	-1	-1	26.45	6.87	617.67	71.57	6.18	609.81	0.00	0.05	-1.00	0.05	0.08	-1.00	 -1	
3442175181	SMP	1	1201.81	726.33	964.04	728.59	30.34	30.34	5.62	29.40	29.40	5.47	1200.77	726.04	1209.61	725.99	966.18	729.05	974.88	728.91	1518.48	1104.55	1481.63	1151.43	0	1	1	2	-1	-1	27.08	6.56	617.51	72.24	5.91	610.94	0.09	-0.02	-1.00	0.14	0.01	-0.99	 -1	
3442208417	SMP	1	1202.06	726.29	963.69	728.67	30.35	30.35	5.62	29.55	29.55	5.46	1201.08	726.03	1209.80	726.00	965.74	729.24	974.73	729.13	1518.33	1101.97	1483.77	1143.65	0	1	1	2	-1	-1	27.04	6.56	617.76	72.20	5.87	610.15	0.09	-0.02	-1.00	0.15	0.01	-0.99	 -1	
3442241752	SMP	1	1202.33	726.29	963.58	728.66	30.36	30.36	5.63	29.60	29.60	5.46	1201.24	725.95	1209.95	725.94	965.56	729.24	974.61	729.10	1514.15	1103.61	1482.97	1141.24	0	1	1	2	-1	-1	27.02	6.58	618.02	72.18	5.86	609.74	0.09	-0.02	-1.00	0.14	0.01	-0.99	 -1	
3442275097	SMP	1	1202.56	726.38	963.54	728.68	30.41	30.41	5.63	29.68	29.68	5.46	1201.44	726.00	1210.19	725.98	965.52	729.29	974.56	729.16	1511.93	1105.92	1482.28	1138.82	0	1	1	2	-1	-1	26.98	6.57	618.08	72.17	5.85	609.58	0.09	-0.03	-1.00	0.14	0.01	-0.99	 -1	
3442308397	SMP	1	1202.72	726.64	963.57	728.99	30.29	30.29	5.63	29.66	29.66	5.46	1201.74	726.33	1210.51	726.23	965.68	729.51	974.59	729.42	1514.40	1106.51	1483.46	1139.34	0	1	1	2	-1	-1	26.92	6.51	618.15	72.20	5.81	609.94	0.09	-0.02	-1.00	0.15	0.01	-0.99	 -1	
3442341720	SMP	1	1203.19	727.09	963.84	729.46	30.59	30.59	5.64	29.70	29.70	5.46	1202.19	726.71	1210.88	726.70	965.87	729.90	974.78	729.82	1514.70	1107.52	1482.54	1141.32	0	1	1	2	-1	-1	26.86	6.43	618.53	72.18	5.73	610.10	0.09	-0.03	-1.00	0.14	0.01	-0.99	 -1	
3442375061	SMP	1	1203.53	727.66	964.02	729.97	30.44	30.44	5.64	29.69	29.69	5.46	1202.52	727.35	1211.31	727.24	966.13	730.44	974.88	730.30	1515.81	1107.81	1482.22	1142.51	0	1	1	2	-1	-1	26.78	6.32	618.42	72.26	5.64	611.07	0.09	-0.02	-1.00	0.14	0.01	-0.99	 -1	
3442408440	SMP	1	1204.16	727.40	964.12	730.13	30.64	30.64	5.65	29.23	29.23	5.45	1203.15	727.18	1211.91	727.12	966.42	730.27	975.21	730.17	1516.23	1105.97	0.00	0.00	0	1	1	2	-1	-1	26.66	6.35	618.46	72.26	5.68	611.60	0.09	-0.02	-1.00	0.15	-0.01	-0.99	 -1	
3442441754	SMP	1	0.00	0.00	964.38	729.30	0.00	0.00	0.00	29.50	29.50	5.45	0.00	0.00	0.00	0.00	966.70	729.69	975.41	729.70	0.00	0.00	1485.83	1143.62	0	0	1	1	-1	-1	0.00	0.00	0.00	72.32	5.79	612.51	0.00	0.00	0.00	0.15	0.01	-0.99	 -1	
3442475030	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
3442508421	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
3442541775	SMP	1	0.00	0.00	963.85	732.26	0.00	0.00	0.00	27.80	27.80	5.40	0.00	0.00	0.00	0.00	967.20	731.22	975.56	731.09	0.00	0.00	0.00	0.00	0	0	1	1	-1	-1	0.00	0.00	0.00	72.86	5.55	617.61	0.00	0.00	0.00	0.19	-0.05	-0.98	 -1	
3442575121	SMP	1	1204.82	729.91	0.00	0.00	30.72	30.72	5.65	0.00	0.00	0.00	0.00	0.00	1213.01	729.24	0.00	0.00	0.00	0.00	1522.99	1113.48	0.00	0.00	0	1	0	1	-1	-1	26.41	5.92	616.91	0.00	0.00	0.00	0.10	-0.04	-0.99	0.00	0.00	0.00	 -1	
3442608409	SMP	1	1204.80	730.44	964.03	732.52	30.60	30.60	5.66	28.88	28.88	5.39	1204.29	729.80	1213.11	729.70	966.84	732.24	975.72	732.01	1540.70	1118.78	0.00	0.00	0	1	1	2	-1	-1	26.38	5.83	617.38	72.34	5.32	613.03	0.11	-0.04	-0.99	0.18	-0.02	-0.98	 -1	
3442641701	SMP	1	1204.78	730.65	964.06	732.94	30.90	30.90	5.67	28.63	28.63	5.38	1204.17	730.13	1213.00	730.01	966.68	732.44	975.62	732.26	1542.83	1118.44	0.00	0.00	0	1	1	2	-1	-1	26.39	5.76	617.09	72.32	5.27	612.62	0.11	-0.03	-0.99	0.17	-0.03	-0.99	 -1	
3442675047	SMP	1	1204.60	731.00	963.96	732.76	30.83	30.83	5.68	29.34	29.34	5.39	1204.10	730.37	1212.91	730.24	966.57	732.62	975.48	732.44	1555.89	1125.61	0.00	0.00	0	1	1	2	-1	-1	26.40	5.71	616.95	72.36	5.24	612.73	0.11	-0.04	-0.99	0.17	-0.02	-0.99	 -1	
3442708376	SMP	1	1204.58	731.18	963.66	732.98	30.65	30.65	5.67	29.14	29.14	5.39	1203.94	730.58	1212.79	730.49	966.44	732.82	975.36	732.73	1554.31	1127.77	0.00	0.00	0	1	1	2	-1	-1	26.42	5.66	616.69	72.38	5.19	612.72	0.11	-0.03	-0.99	0.17	-0.02	-0.98	 -1	
3442741735	SMP	1	1204.44	731.18	963.58	732.96	30.72	30.72	5.68	29.32	29.32	5.39	1203.92	730.55	1212.76	730.53	966.42	732.88	975.22	732.69	1564.42	1130.66	0.00	0.00	0	1	1	2	-1	-1	26.42	5.66	616.54	72.49	5.20	613.55	0.11	-0.03	-0.99	0.17	-0.02	-0.98	 -1	
3442775161	SMP	1	1204.52	731.30	963.55	732.86	30.71	30.71	5.68	29.46	29.46	5.41	1203.91	730.61	1212.71	730.52	966.39	732.91	975.14	732.71	1563.53	1135.86	0.00	0.00	0	1	1	2	-1	-1	26.42	5.66	616.50	72.58	5.20	614.20	0.11	-0.04	-0.99	0.17	-0.01	-0.98	 -1	
3442808546	SMP	1	1204.39	731.39	963.52	733.06	30.40	30.40	5.67	29.32	29.32	5.41	1203.94	730.74	1212.71	730.65	966.40	733.01	975.19	732.81	1572.10	1138.32	0.00	0.00	0	1	1	2	-1	-1	26.42	5.63	616.61	72.55	5.18	613.99	0.12	-0.04	-0.99	0.18	-0.01	-0.98	 -1	
3442841735	SMP	1	1205.33	731.25	964.67	732.73	30.39	30.39	5.66	29.67	29.67	5.43	1204.45	730.78	1213.20	730.75	966.91	733.13	975.85	732.95	1557.92	1135.58	1489.70	1146.28	0	1	1	2	-1	-1	26.34	5.62	616.83	72.36	5.15	613.38	0.10	-0.03	-0.99	0.15	0.00	-0.99	 -1	
3442875005	SMP	1	1205.38	731.65	964.91	732.72	30.11	30.11	5.64	29.51	29.51	5.43	1204.57	731.15	1213.39	731.04	967.10	733.34	976.06	733.08	1562.85	1138.35	1491.61	1144.82	0	1	1	2	-1	-1	26.30	5.55	616.60	72.30	5.11	613.14	0.10	-0.03	-0.99	0.15	0.01	-0.99	 -1	
3442908367	SMP	1	1205.63	731.79	964.97	732.98	30.11	30.11	5.63	29.33	29.33	5.43	1204.71	731.37	1213.62	731.21	967.35	733.31	976.27	733.21	1561.25	1139.15	1497.87	1148.03	0	1	1	2	-1	-1	26.24	5.51	616.10	72.26	5.10	613.21	0.10	-0.03	-0.99	0.16	0.00	-0.99	 -1	
3442941764	SMP	1	1205.89	731.73	965.16	732.97	29.96	29.96	5.61	29.20	29.20	5.43	1205.02	731.42	1213.81	731.26	967.49	733.29	976.42	733.10	1557.33	1135.14	1501.27	1151.01	0	1	1	2	-1	-1	26.20	5.50	616.23	72.20	5.11	612.93	0.10	-0.02	-0.99	0.16	0.00	-0.99	 -1	
3442975001	SMP	1	1206.07	731.67	965.48	732.76	29.78	29.78	5.59	29.05	29.05	5.42	1205.18	731.33	1213.95	731.21	967.63	733.16	976.68	732.95	1551.30	1132.19	1500.82	1153.11	0	1	1	2	-1	-1	26.17	5.52	616.38	72.05	5.13	612.01	0.10	-0.03	-0.99	0.15	0.00	-0.99	 -1	
3443008339	SMP	1	1205.89	731.59	965.54	732.53	29.78	29.78	5.58	29.02	29.02	5.40	1205.26	731.21	1213.96	731.08	967.73	732.99	976.78	732.82	1555.67	1131.24	1503.40	1153.71	0	1	1	2	-1	-1	26.18	5.55	616.75	71.95	5.16	611.30	0.11	-0.03	-0.99	0.15	0.01	-0.99	 -1	
3443041666	SMP	1	1206.17	731.40	965.66	732.28	29.32	29.32	5.55	28.84	28.84	5.39	1205.32	730.89	1214.02	730.85	967.92	732.64	976.81	732.54	1546.01	1130.95	1505.57	1156.76	0	1	1	2	-1	-1	26.18	5.60	617.06	71.96	5.22	611.60	0.10	-0.03	-0.99	0.15	0.00	-0.99	 -1	
3443075002	SMP	1	1206.15	730.93	965.84	731.91	29.34	29.34	5.53	28.98	28.98	5.38	1205.34	730.55	1214.15	730.50	968.01	732.43	977.00	732.20	1545.03	1127.75	1506.01	1157.02	0	1	1	2	-1	-1	26.16	5.67	616.90	71.85	5.27	610.86	0.10	-0.03	-0.99	0.15	0.01	-0.99	 -1	
3443108345	SMP	1	1212.01	728.46	971.77	729.72	29.23	29.23	5.51	28.70	28.70	5.37	1208.28	729.12	1217.06	729.03	971.52	731.14	980.42	731.05	1196.11	1010.69	1223.75	1060.61	0	1	1	2	-1	-1	25.60	5.96	617.25	71.18	5.50	610.91	-0.01	0.01	-1.00	0.05	0.05	-1.00	 -1	
3443141642	SMP	1	1218.33	726.13	978.86	727.45	28.91	28.91	5.48	29.13	29.13	5.36	1211.54	727.80	1220.29	727.88	975.33	730.08	984.42	730.00	848.74	867.05	870.08	894.50	0	1	1	2	-1	-1	24.98	6.20	617.48	70.32	5.70	610.01	-0.14	0.06	-0.99	-0.07	0.09	-0.99	 -1	
3443174972	SMP	1	1219.07	725.88	979.77	726.77	29.07	29.07	5.46	29.05	29.05	5.36	1211.99	727.63	1220.75	727.71	975.95	729.75	984.99	729.62	830.79	860.79	850.88	870.63	0	1	1	2	-1	-1	24.89	6.23	617.60	70.18	5.77	609.75	-0.15	0.06	-0.99	-0.08	0.11	-0.99	 -1	
3443208399	SMP	1	1219.32	725.88	979.70	726.59	28.98	28.98	5.45	29.04	29.04	5.36	1212.28	727.63	1220.99	727.71	975.99	729.56	985.10	729.52	826.41	859.22	853.29	862.98	0	1	1	2	-1	-1	24.85	6.24	617.90	70.08	5.79	609.04	-0.15	0.06	-0.99	-0.08	0.11	-0.99	 -1	
3443241638	SMP	1	1219.46	725.57	980.02	726.21	29.14	29.14	5.44	29.11	29.11	5.35	1212.48	727.48	1221.16	727.51	976.08	729.33	985.18	729.23	825.60	853.99	844.25	853.88	0	1	1	2	-1	-1	24.83	6.28	618.30	70.00	5.83	608.52	-0.14	0.07	-0.99	-0.09	0.11	-0.99	 -1	
