subid,age_category,age_years,age_days,stimulus_name,trial_num_exp,learning_block,gaze_block,trial_num_gaze_block,trial_num_learn_block,noun,trial_type,gaze_condition,speaker,order_name,order_number,gaze,testing_date,birth_date,age,gender,ethnicity_race,experimenter,order_key,keep_drop,reason_excluded,block_excluded,comments,rt,shift_type,shift_accuracy,age_group,shift_start_location
SAN-071218-02,child,5.033,1838,gr_sa_pifo_nonoise_look,12,2,1,12,2,pifo,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.23333333333333334,C_T,correct,5,center
SAN-071218-02,child,5.033,1838,gr_sa_pifo_nonoise_hey,13,2,1,13,3,pifo,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.13333333333333333,D_C,incorrect,5,not_center
SAN-071218-02,child,5.033,1838,gr_sa_pifo_nonoise_look,14,2,1,14,3,pifo,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.16666666666666666,D_T,correct,5,not_center
SAN-071218-02,child,5.033,1838,gr_sa_pifo_nonoise_hey,15,2,1,15,4,pifo,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.1,D_T,correct,5,not_center
SAN-071218-02,child,5.033,1838,gr_sa_pifo_nonoise_look,16,2,1,16,4,pifo,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.3333333333333333,C_T,correct,5,center
SAN-071218-02,child,5.033,1838,ol_dr_modi_nonoise_hey,17,3,2,1,1,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.5333333333333333,C_D,incorrect,5,center
SAN-071218-02,child,5.033,1838,ol_sa_modi_nonoise_hey,18,3,2,2,1,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.26666666666666666,D_T,correct,5,not_center
SAN-071218-02,child,5.033,1838,ol_dr_modi_nonoise_look,19,3,2,3,2,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.3,C_T,correct,5,center
SAN-071218-02,child,5.033,1838,ol_sa_modi_nonoise_look,20,3,2,4,2,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1,C_T,correct,5,center
SAN-071218-02,child,5.033,1838,ol_dl_modi_nonoise_hey,21,3,2,5,3,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_left,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.23333333333333334,C_D,incorrect,5,center
SAN-071218-02,child,5.033,1838,ol_sa_modi_nonoise_look,22,3,2,6,3,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",NA,no_shift,NA,5,not_center
SAN-071218-02,child,5.033,1838,ol_dr_modi_nonoise_hey,23,3,2,7,4,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",NA,no_shift,NA,5,not_center
SAN-071218-02,child,5.033,1838,ol_sa_modi_nonoise_look,24,3,2,8,4,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",NA,no_shift,NA,5,not_center
SAN-071218-02,child,5.033,1838,ol_dr_toma_nonoise_hey,25,4,2,9,1,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.4,T_D,incorrect,5,not_center
SAN-071218-02,child,5.033,1838,ol_sa_toma_nonoise_hey,26,4,2,10,1,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",NA,no_shift,NA,5,not_center
SAN-071218-02,child,5.033,1838,ol_dr_toma_nonoise_look,27,4,2,11,2,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.5333333333333334,T_C,incorrect,5,not_center
SAN-071218-02,child,5.033,1838,ol_sa_toma_nonoise_look,28,4,2,12,2,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",NA,no_shift,NA,5,not_center
SAN-071218-02,child,5.033,1838,ol_dl_toma_nonoise_hey,29,4,2,13,3,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_left,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",2.6,T_C,incorrect,5,not_center
SAN-071218-02,child,5.033,1838,ol_sa_toma_nonoise_look,30,4,2,14,3,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.4666666666666666,C_D,incorrect,5,center
SAN-071218-02,child,5.033,1838,ol_dr_toma_nonoise_hey,31,4,2,15,4,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.7666666666666667,C_T,correct,5,center
SAN-071218-02,child,5.033,1838,ol_sa_toma_nonoise_look,32,4,2,16,4,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-06-30T00:00:00Z,5.033,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",2.533333333333333,T_C,incorrect,5,not_center
SAN-071218-03,child,3.7,1351,gr_sa_bosa_nonoise_hey,1,1,1,1,1,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2014-10-30T00:00:00Z,3.7,F,C,ES,nogaze_gaze_gr_ol,drop,pilot,none,Asked to go back to classroom right near beginning,0.7,D_T,correct,3,not_center
SAN-071218-03,child,3.7,1351,gr_sa_bosa_nonoise_hey,2,1,1,2,1,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2014-10-30T00:00:00Z,3.7,F,C,ES,nogaze_gaze_gr_ol,drop,pilot,none,Asked to go back to classroom right near beginning,0,D_C,incorrect,3,not_center
SAN-071218-03,child,3.7,1351,gr_sa_bosa_nonoise_look,3,1,1,3,2,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2014-10-30T00:00:00Z,3.7,F,C,ES,nogaze_gaze_gr_ol,drop,pilot,none,Asked to go back to classroom right near beginning,1.1666666666666667,C_T,correct,3,center
SAN-071218-03,child,3.7,1351,gr_sa_bosa_nonoise_look,4,1,1,4,2,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2014-10-30T00:00:00Z,3.7,F,C,ES,nogaze_gaze_gr_ol,drop,pilot,none,Asked to go back to classroom right near beginning,0.6666666666666666,T_C,incorrect,3,not_center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_hey,1,1,1,1,1,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_hey,2,1,1,2,1,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.7,C_T,correct,4,center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_look,3,1,1,3,2,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.6,C_T,correct,4,center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_look,4,1,1,4,2,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.2,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_hey,5,1,1,5,3,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.0666666666666667,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_look,6,1,1,6,3,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.7333333333333333,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_hey,7,1,1,7,4,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_bosa_nonoise_look,8,1,1,8,4,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.0333333333333334,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_hey,9,2,1,9,1,pifo,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.7,C_T,correct,4,center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_hey,10,2,1,10,1,pifo,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.13333333333333333,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_look,11,2,1,11,2,pifo,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0,C_T,correct,4,center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_look,12,2,1,12,2,pifo,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.6,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_hey,13,2,1,13,3,pifo,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.0333333333333334,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_look,14,2,1,14,3,pifo,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.7333333333333333,T_D,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_hey,15,2,1,15,4,pifo,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",NA,no_shift,NA,4,not_center
SAN-071218-04,child,4.625,1688,gr_sa_pifo_nonoise_look,16,2,1,16,4,pifo,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.1333333333333333,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,ol_dr_modi_nonoise_hey,17,3,2,1,1,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.26666666666666666,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_sa_modi_nonoise_hey,18,3,2,2,1,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.9,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,ol_dr_modi_nonoise_look,19,3,2,3,2,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",2.7333333333333334,C_T,correct,4,center
SAN-071218-04,child,4.625,1688,ol_sa_modi_nonoise_look,20,3,2,4,2,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_dl_modi_nonoise_hey,21,3,2,5,3,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_left,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.1,C_D,incorrect,4,center
SAN-071218-04,child,4.625,1688,ol_sa_modi_nonoise_look,22,3,2,6,3,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.06666666666666667,T_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_dr_modi_nonoise_hey,23,3,2,7,4,modi,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.26666666666666666,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_sa_modi_nonoise_look,24,3,2,8,4,modi,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.9666666666666667,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_dr_toma_nonoise_hey,25,4,2,9,1,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.3333333333333333,T_D,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_sa_toma_nonoise_hey,26,4,2,10,1,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",1.1333333333333333,T_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_dr_toma_nonoise_look,27,4,2,11,2,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.3,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_sa_toma_nonoise_look,28,4,2,12,2,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",2.1666666666666665,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_dl_toma_nonoise_hey,29,4,2,13,3,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_left,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.8666666666666667,T_D,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_sa_toma_nonoise_look,30,4,2,14,3,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",2.066666666666667,D_C,incorrect,4,not_center
SAN-071218-04,child,4.625,1688,ol_dr_toma_nonoise_hey,31,4,2,15,4,toma,exposure,gaze,olivia,nogaze_gaze_gr_ol,1,down_right,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0.03333333333333333,D_T,correct,4,not_center
SAN-071218-04,child,4.625,1688,ol_sa_toma_nonoise_look,32,4,2,16,4,toma,test,gaze,olivia,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-11-27T00:00:00Z,4.625,M,ME,ES,nogaze_gaze_gr_ol,drop,pilot,none,"NA",0,D_C,incorrect,4,not_center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_hey,1,1,1,1,1,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",0.23333333333333334,C_D,incorrect,5,center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_hey,2,1,1,2,1,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",0.23333333333333334,C_D,incorrect,5,center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_look,3,1,1,3,2,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",0.26666666666666666,C_D,incorrect,5,center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_look,4,1,1,4,2,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",NA,no_shift,NA,5,not_center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_hey,5,1,1,5,3,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",1.1666666666666667,D_C,incorrect,5,not_center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_look,6,1,1,6,3,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",0.4666666666666667,T_C,incorrect,5,not_center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_hey,7,1,1,7,4,bosa,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",0.7333333333333333,C_T,correct,5,center
SAN-071218-05,child,5.325,1945,gr_sa_bosa_nonoise_look,8,1,1,8,4,bosa,test,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",NA,no_shift,NA,5,not_center
SAN-071218-05,child,5.325,1945,gr_sa_pifo_nonoise_hey,9,2,1,9,1,pifo,exposure,straight_ahead,grace,nogaze_gaze_gr_ol,1,straight_ahead,2018-07-12T00:00:00Z,2013-03-15T00:00:00Z,5.325,M,I,ES,nogaze_gaze_gr_ol,drop,pilot,none,"Asked to go back to classroom about halfway through because it was ""too hard""",0.5,C_T,correct,5,center
