subid,age_category,age_years,age_days,stimulus_name,trial_num_exp,learning_block,gaze_block,trial_num_gaze_block,trial_num_learn_block,noun,trial_type,gaze_condition,speaker,order_name,order_number,gaze,testing_date,birth_date,age,gender,ethnicity_race,experimenter,order_key,keep_drop,reason_excluded,block_excluded,comments,rt,shift_type,shift_accuracy,age_group,shift_start_location
SAN-072618-02,child,4.258,1555,ol_sa_modi_nonoise_hey,2,1,1,2,1,modi,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.9,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,ol_sa_modi_nonoise_look,3,1,1,3,2,modi,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.36666666666666664,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,ol_sa_modi_nonoise_look,4,1,1,4,2,modi,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",1,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,ol_sa_modi_nonoise_hey,5,1,1,5,3,modi,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.16666666666666666,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,ol_sa_modi_nonoise_hey,6,1,1,6,3,modi,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.26666666666666666,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,ol_sa_modi_nonoise_look,7,1,1,7,4,modi,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",1.4333333333333333,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,ol_sa_modi_nonoise_look,8,1,1,8,4,modi,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",1.9,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_hey,9,2,1,9,1,toma,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.5666666666666667,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_hey,10,2,1,10,1,toma,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.43333333333333335,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_look,11,2,1,11,2,toma,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.7333333333333333,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_look,12,2,1,12,2,toma,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",1.2666666666666666,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_hey,13,2,1,13,3,toma,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.2,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_hey,14,2,1,14,3,toma,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",NA,no_shift,NA,4,not_center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_look,15,2,1,15,4,toma,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",NA,no_shift,NA,4,not_center
SAN-072618-02,child,4.258,1555,ol_sa_toma_nonoise_look,16,2,1,16,4,toma,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.4,T_C,incorrect,4,not_center
SAN-072618-02,child,4.258,1555,gr_dr_pifo_nonoise_hey,17,3,2,1,1,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,down_right,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.23333333333333334,T_C,incorrect,4,not_center
SAN-072618-02,child,4.258,1555,gr_sa_pifo_nonoise_hey,18,3,2,2,1,pifo,test,gaze,grace,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",NA,no_shift,NA,4,not_center
SAN-072618-02,child,4.258,1555,gr_dr_pifo_nonoise_look,19,3,2,3,2,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,down_right,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.5666666666666667,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,gr_sa_pifo_nonoise_look,20,3,2,4,2,pifo,test,gaze,grace,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.5333333333333333,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,gr_dl_pifo_nonoise_hey,21,3,2,5,3,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,down_left,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.8333333333333334,D_T,correct,4,not_center
SAN-072618-02,child,4.258,1555,gr_sa_pifo_nonoise_hey,22,3,2,6,3,pifo,test,gaze,grace,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",NA,no_shift,NA,4,not_center
SAN-072618-02,child,4.258,1555,gr_dr_pifo_nonoise_look,23,3,2,7,4,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,down_right,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",2.1,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,gr_sa_pifo_nonoise_look,24,3,2,8,4,pifo,test,gaze,grace,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.13333333333333333,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,gr_dr_bosa_nonoise_hey,25,4,2,9,1,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,down_right,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.36666666666666664,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,gr_sa_bosa_nonoise_hey,26,4,2,10,1,bosa,test,gaze,grace,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",1.1,C_D,incorrect,4,center
SAN-072618-02,child,4.258,1555,gr_dr_bosa_nonoise_look,27,4,2,11,2,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,down_right,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",0.03333333333333333,C_T,correct,4,center
SAN-072618-02,child,4.258,1555,gr_sa_bosa_nonoise_look,28,4,2,12,2,bosa,test,gaze,grace,nogaze_gaze_ol_gr,2,straight_ahead,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",NA,no_shift,NA,4,not_center
SAN-072618-02,child,4.258,1555,gr_dl_bosa_nonoise_hey,29,4,2,13,3,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,down_left,2018-07-26T00:00:00Z,2014-04-23T00:00:00Z,4.258,F,C,ES,nogaze_gaze_ol_gr,keep,"NA",none,"Leaned forward a lot; near end of word block 4, asked to go back to classroom",2.7333333333333334,C_T,correct,4,center
SAN-072618-03,child,3.736,1363,gr_dl_toma_nonoise_hey,1,1,1,1,1,toma,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_left,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.3,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,gr_sa_toma_nonoise_hey,2,1,1,2,1,toma,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.9,C_T,correct,3,center
SAN-072618-03,child,3.736,1363,gr_dl_toma_nonoise_look,3,1,1,3,2,toma,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_left,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.3666666666666667,D_T,correct,3,not_center
SAN-072618-03,child,3.736,1363,gr_sa_toma_nonoise_hey,4,1,1,4,2,toma,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.7,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,gr_dl_toma_nonoise_look,5,1,1,5,3,toma,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_left,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,NA,no_shift,NA,3,not_center
SAN-072618-03,child,3.736,1363,gr_sa_toma_nonoise_look,6,1,1,6,3,toma,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.03333333333333333,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,gr_dr_toma_nonoise_hey,7,1,1,7,4,toma,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_right,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.6666666666666666,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,gr_sa_toma_nonoise_look,8,1,1,8,4,toma,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,NA,no_shift,NA,3,not_center
SAN-072618-03,child,3.736,1363,gr_dl_pifo_nonoise_hey,9,2,1,9,1,pifo,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_left,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.8333333333333334,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,gr_sa_pifo_nonoise_hey,10,2,1,10,1,pifo,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.36666666666666664,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,gr_dl_pifo_nonoise_look,11,2,1,11,2,pifo,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_left,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.3333333333333333,T_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,gr_sa_pifo_nonoise_hey,12,2,1,12,2,pifo,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.2,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,gr_dl_pifo_nonoise_look,13,2,1,13,3,pifo,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_left,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,3.533333333333333,C_T,correct,3,center
SAN-072618-03,child,3.736,1363,gr_sa_pifo_nonoise_look,14,2,1,14,3,pifo,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,NA,no_shift,NA,3,not_center
SAN-072618-03,child,3.736,1363,gr_dr_pifo_nonoise_hey,15,2,1,15,4,pifo,exposure,gaze,grace,gaze_nogaze_gr_ol,3,down_right,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.5333333333333333,C_T,correct,3,center
SAN-072618-03,child,3.736,1363,gr_sa_pifo_nonoise_look,16,2,1,16,4,pifo,test,gaze,grace,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.6666666666666666,C_T,correct,3,center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_hey,17,3,2,1,1,bosa,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.2,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_hey,18,3,2,2,1,bosa,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.5,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_look,19,3,2,3,2,bosa,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.1333333333333333,C_T,correct,3,center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_hey,20,3,2,4,2,bosa,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.26666666666666666,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_look,21,3,2,5,3,bosa,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.4,C_T,correct,3,center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_look,22,3,2,6,3,bosa,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.6333333333333333,C_T,correct,3,center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_hey,23,3,2,7,4,bosa,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.13333333333333333,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,ol_sa_bosa_nonoise_look,24,3,2,8,4,bosa,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,1.1666666666666667,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_hey,25,4,2,9,1,modi,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,NA,no_shift,NA,3,not_center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_hey,26,4,2,10,1,modi,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.8666666666666667,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_look,27,4,2,11,2,modi,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.8666666666666667,D_T,correct,3,not_center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_hey,28,4,2,12,2,modi,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.7666666666666667,T_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_look,29,4,2,13,3,modi,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.1,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_look,30,4,2,14,3,modi,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.6333333333333333,D_C,incorrect,3,not_center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_hey,31,4,2,15,4,modi,exposure,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,0.4666666666666667,C_D,incorrect,3,center
SAN-072618-03,child,3.736,1363,ol_sa_modi_nonoise_look,32,4,2,16,4,modi,test,straight_ahead,olivia,gaze_nogaze_gr_ol,3,straight_ahead,2018-07-26T00:00:00Z,2014-11-01T00:00:00Z,3.736,F,A,ES,gaze_nogaze_gr_ol,keep,"NA",none,Leaned forward a lot,NA,no_shift,NA,3,not_center
SAN-072618-04,child,4.392,1604,ol_dl_pifo_nonoise_look,1,1,1,1,1,pifo,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_left,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",1.4,T_C,incorrect,4,not_center
SAN-072618-04,child,4.392,1604,ol_sa_pifo_nonoise_hey,2,1,1,2,1,pifo,test,gaze,olivia,gaze_nogaze_ol_gr,4,straight_ahead,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.16666666666666666,D_C,incorrect,4,not_center
SAN-072618-04,child,4.392,1604,ol_dr_pifo_nonoise_hey,3,1,1,3,2,pifo,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_right,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.5666666666666667,C_T,correct,4,center
SAN-072618-04,child,4.392,1604,ol_sa_pifo_nonoise_look,4,1,1,4,2,pifo,test,gaze,olivia,gaze_nogaze_ol_gr,4,straight_ahead,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.1,D_C,incorrect,4,not_center
SAN-072618-04,child,4.392,1604,ol_dr_pifo_nonoise_hey,5,1,1,5,3,pifo,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_right,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.13333333333333333,D_C,incorrect,4,not_center
SAN-072618-04,child,4.392,1604,ol_sa_pifo_nonoise_look,6,1,1,6,3,pifo,test,gaze,olivia,gaze_nogaze_ol_gr,4,straight_ahead,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.23333333333333334,T_D,incorrect,4,not_center
SAN-072618-04,child,4.392,1604,ol_dl_pifo_nonoise_look,7,1,1,7,4,pifo,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_left,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.6333333333333333,C_T,correct,4,center
SAN-072618-04,child,4.392,1604,ol_sa_pifo_nonoise_hey,8,1,1,8,4,pifo,test,gaze,olivia,gaze_nogaze_ol_gr,4,straight_ahead,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.5,T_C,incorrect,4,not_center
SAN-072618-04,child,4.392,1604,ol_dl_toma_nonoise_look,9,2,1,9,1,toma,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_left,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.1,T_C,incorrect,4,not_center
SAN-072618-04,child,4.392,1604,ol_sa_toma_nonoise_hey,10,2,1,10,1,toma,test,gaze,olivia,gaze_nogaze_ol_gr,4,straight_ahead,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.7333333333333333,C_T,correct,4,center
SAN-072618-04,child,4.392,1604,ol_dr_toma_nonoise_hey,11,2,1,11,2,toma,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_right,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",1.5333333333333334,C_T,correct,4,center
SAN-072618-04,child,4.392,1604,ol_sa_toma_nonoise_look,12,2,1,12,2,toma,test,gaze,olivia,gaze_nogaze_ol_gr,4,straight_ahead,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",1.2666666666666666,C_T,correct,4,center
SAN-072618-04,child,4.392,1604,ol_dr_toma_nonoise_hey,13,2,1,13,3,toma,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_right,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.8,C_T,correct,4,center
SAN-072618-04,child,4.392,1604,ol_sa_toma_nonoise_look,14,2,1,14,3,toma,test,gaze,olivia,gaze_nogaze_ol_gr,4,straight_ahead,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",1.1333333333333333,C_T,correct,4,center
SAN-072618-04,child,4.392,1604,ol_dl_toma_nonoise_look,15,2,1,15,4,toma,exposure,gaze,olivia,gaze_nogaze_ol_gr,4,down_left,2018-07-26T00:00:00Z,2014-03-05T00:00:00Z,4.392,F,H,ES,gaze_nogaze_ol_gr,keep,"NA",none,"NA",0.13333333333333333,T_C,incorrect,4,not_center
