subid,trial_num_full,trial_num,trial_type,ss_looking_char,look,correct,count_looks,total_looks,prop_looking,m_correct,m_gaze_follow,num_shifts,rt,shift_start,shift_end,shift_correct,shift_type,condition
021216_02,12_test,12,test,right,straightahead,TRUE,111,122,0.91,0.91,0,2,0.267,right,left,FALSE,target_distracter,no-gaze
021216_02,13_exposure,13,exposure,face,NA,NA,0,119,0,0.07,0,1,0.4,right,left,FALSE,target_distracter,no-gaze
021216_02,13_exposure,13,exposure,left,straightahead,FALSE,111,119,0.93,0.07,0,1,0.4,right,left,FALSE,target_distracter,no-gaze
021216_02,13_exposure,13,exposure,right,straightahead,TRUE,8,119,0.07,0.07,0,1,0.4,right,left,FALSE,target_distracter,no-gaze
021216_02,13_test,13,test,face,NA,NA,0,118,0,0.93,0,2,0.6,left,right,FALSE,image_away,no-gaze
021216_02,13_test,13,test,left,straightahead,TRUE,110,118,0.93,0.93,0,2,0.6,left,right,FALSE,image_away,no-gaze
021216_02,13_test,13,test,right,straightahead,FALSE,8,118,0.07,0.93,0,2,0.6,left,right,FALSE,image_away,no-gaze
021216_02,14_exposure,14,exposure,face,NA,NA,0,119,0,0.06,0,1,0.367,left,right,FALSE,image_away,no-gaze
021216_02,14_exposure,14,exposure,left,straightahead,TRUE,7,119,0.06,0.06,0,1,0.367,left,right,FALSE,image_away,no-gaze
021216_02,14_exposure,14,exposure,right,straightahead,FALSE,112,119,0.94,0.06,0,1,0.367,left,right,FALSE,image_away,no-gaze
021216_02,14_test,14,test,face,NA,NA,0,120,0,0.92,0,1,0.4,right,left,TRUE,distracter_target,no-gaze
021216_02,14_test,14,test,left,straightahead,TRUE,111,120,0.92,0.92,0,1,0.4,right,left,TRUE,distracter_target,no-gaze
021216_02,14_test,14,test,right,straightahead,FALSE,9,120,0.08,0.92,0,1,0.4,right,left,TRUE,distracter_target,no-gaze
021216_02,15_exposure,15,exposure,face,NA,NA,0,119,0,0.08,0,1,0.433,left,right,FALSE,image_away,no-gaze
021216_02,15_exposure,15,exposure,left,straightahead,TRUE,9,119,0.08,0.08,0,1,0.433,left,right,FALSE,image_away,no-gaze
021216_02,15_exposure,15,exposure,right,straightahead,FALSE,110,119,0.92,0.08,0,1,0.433,left,right,FALSE,image_away,no-gaze
021216_02,15_test,15,test,face,NA,NA,0,84,0,0.11,0,3,0.433,right,left,TRUE,distracter_target,no-gaze
021216_02,15_test,15,test,left,straightahead,TRUE,9,84,0.11,0.11,0,3,0.433,right,left,TRUE,distracter_target,no-gaze
021216_02,15_test,15,test,right,straightahead,FALSE,75,84,0.89,0.11,0,3,0.433,right,left,TRUE,distracter_target,no-gaze
021216_02,16_exposure,16,exposure,face,straightahead,FALSE,31,105,0.3,0.11,0,4,0.667,left,right,TRUE,image_away,no-gaze
021216_02,16_exposure,16,exposure,left,straightahead,FALSE,66,105,0.63,0.11,0,4,0.667,left,right,TRUE,image_away,no-gaze
021216_02,16_exposure,16,exposure,right,straightahead,TRUE,8,105,0.08,0.11,0,4,0.667,left,right,TRUE,image_away,no-gaze
021216_02,16_test,16,test,face,NA,NA,0,89,0,0.75,0,2,0.433,left,right,TRUE,image_away,no-gaze
021216_02,16_test,16,test,left,straightahead,FALSE,22,89,0.25,0.75,0,2,0.433,left,right,TRUE,image_away,no-gaze
021216_02,16_test,16,test,right,straightahead,TRUE,67,89,0.75,0.75,0,2,0.433,left,right,TRUE,image_away,no-gaze
021216_02,2_exposure,2,exposure,face,NA,NA,0,107,0,0.08,0,1,0.467,left,right,FALSE,image_away,no-gaze
021216_02,2_exposure,2,exposure,left,straightahead,TRUE,9,107,0.08,0.08,0,1,0.467,left,right,FALSE,image_away,no-gaze
021216_02,2_exposure,2,exposure,right,straightahead,FALSE,98,107,0.92,0.08,0,1,0.467,left,right,FALSE,image_away,no-gaze
021216_02,2_test,2,test,face,straightahead,FALSE,11,104,0.11,0.14,0,4,0.233,right,left,TRUE,distracter_target,no-gaze
021216_02,2_test,2,test,left,straightahead,TRUE,13,104,0.12,0.14,0,4,0.233,right,left,TRUE,distracter_target,no-gaze
021216_02,2_test,2,test,right,straightahead,FALSE,80,104,0.77,0.14,0,4,0.233,right,left,TRUE,distracter_target,no-gaze
021216_02,3_exposure,3,exposure,face,NA,NA,0,112,0,0.12,0,1,0.267,right,left,TRUE,distracter_target,no-gaze
021216_02,3_exposure,3,exposure,left,straightahead,TRUE,13,112,0.12,0.12,0,1,0.267,right,left,TRUE,distracter_target,no-gaze
021216_02,3_exposure,3,exposure,right,straightahead,FALSE,99,112,0.88,0.12,0,1,0.267,right,left,TRUE,distracter_target,no-gaze
021216_02,3_test,3,test,face,NA,NA,0,115,0,0.83,0,1,0.9,left,right,TRUE,image_away,no-gaze
021216_02,3_test,3,test,left,straightahead,FALSE,20,115,0.17,0.83,0,1,0.9,left,right,TRUE,image_away,no-gaze
021216_02,3_test,3,test,right,straightahead,TRUE,95,115,0.83,0.83,0,1,0.9,left,right,TRUE,image_away,no-gaze
021216_02,4_exposure,4,exposure,face,NA,NA,0,116,0,0.14,0,2,0.433,left,right,TRUE,image_away,no-gaze
021216_02,4_exposure,4,exposure,left,straightahead,FALSE,100,116,0.86,0.14,0,2,0.433,left,right,TRUE,image_away,no-gaze
021216_02,4_exposure,4,exposure,right,straightahead,TRUE,16,116,0.14,0.14,0,2,0.433,left,right,TRUE,image_away,no-gaze
021216_02,4_test,4,test,face,NA,NA,0,115,0,0.86,0,2,0.533,left,right,FALSE,image_away,no-gaze
021216_02,4_test,4,test,left,straightahead,TRUE,99,115,0.86,0.86,0,2,0.533,left,right,FALSE,image_away,no-gaze
021216_02,4_test,4,test,right,straightahead,FALSE,16,115,0.14,0.86,0,2,0.533,left,right,FALSE,image_away,no-gaze
021216_02,5_exposure,5,exposure,face,NA,NA,0,123,0,0.81,0,1,0.767,left,right,TRUE,image_away,no-gaze
021216_02,5_exposure,5,exposure,left,straightahead,FALSE,23,123,0.19,0.81,0,1,0.767,left,right,TRUE,image_away,no-gaze
021216_02,5_exposure,5,exposure,right,straightahead,TRUE,100,123,0.81,0.81,0,1,0.767,left,right,TRUE,image_away,no-gaze
021216_02,5_test,5,test,face,NA,NA,0,120,0,0.89,0,1,0.5,left,right,TRUE,image_away,no-gaze
021216_02,5_test,5,test,left,straightahead,FALSE,13,120,0.11,0.89,0,1,0.5,left,right,TRUE,image_away,no-gaze
021216_02,5_test,5,test,right,straightahead,TRUE,107,120,0.89,0.89,0,1,0.5,left,right,TRUE,image_away,no-gaze
021216_02,6_exposure,6,exposure,face,NA,NA,0,108,0,0.13,0,2,0.333,right,left,FALSE,target_distracter,no-gaze
021216_02,6_exposure,6,exposure,left,straightahead,FALSE,94,108,0.87,0.13,0,2,0.333,right,left,FALSE,target_distracter,no-gaze
021216_02,6_exposure,6,exposure,right,straightahead,TRUE,14,108,0.13,0.13,0,2,0.333,right,left,FALSE,target_distracter,no-gaze
021216_02,6_test,6,test,face,NA,NA,0,121,0,0.1,0,2,0.4,left,right,TRUE,image_away,no-gaze
021216_02,6_test,6,test,left,straightahead,FALSE,109,121,0.9,0.1,0,2,0.4,left,right,TRUE,image_away,no-gaze
021216_02,6_test,6,test,right,straightahead,TRUE,12,121,0.1,0.1,0,2,0.4,left,right,TRUE,image_away,no-gaze
021216_02,7_exposure,7,exposure,face,NA,NA,0,109,0,0.57,0,4,0.5,left,right,FALSE,image_away,no-gaze
021216_02,7_exposure,7,exposure,left,straightahead,TRUE,62,109,0.57,0.57,0,4,0.5,left,right,FALSE,image_away,no-gaze
021216_02,7_exposure,7,exposure,right,straightahead,FALSE,47,109,0.43,0.57,0,4,0.5,left,right,FALSE,image_away,no-gaze
021216_02,7_test,7,test,face,straightahead,FALSE,25,113,0.22,0.92,0,4,0.433,left,right,FALSE,image_away,no-gaze
021216_02,7_test,7,test,left,straightahead,TRUE,81,113,0.72,0.92,0,4,0.433,left,right,FALSE,image_away,no-gaze
021216_02,7_test,7,test,right,straightahead,FALSE,7,113,0.06,0.92,0,4,0.433,left,right,FALSE,image_away,no-gaze
021216_02,8_exposure,8,exposure,face,NA,NA,0,94,0,0.85,0,2,0.567,left,right,FALSE,image_away,no-gaze
021216_02,8_exposure,8,exposure,left,straightahead,TRUE,80,94,0.85,0.85,0,2,0.567,left,right,FALSE,image_away,no-gaze
021216_02,8_exposure,8,exposure,right,straightahead,FALSE,14,94,0.15,0.85,0,2,0.567,left,right,FALSE,image_away,no-gaze
021216_02,8_test,8,test,face,NA,NA,0,118,0,0.92,0,1,0.333,left,right,TRUE,image_away,no-gaze
021216_02,8_test,8,test,left,straightahead,FALSE,9,118,0.08,0.92,0,1,0.333,left,right,TRUE,image_away,no-gaze
021216_02,8_test,8,test,right,straightahead,TRUE,109,118,0.92,0.92,0,1,0.333,left,right,TRUE,image_away,no-gaze
021216_02,9_exposure,9,exposure,face,NA,NA,0,105,0,0.08,0,1,0.367,right,left,FALSE,target_distracter,no-gaze
021216_02,9_exposure,9,exposure,left,straightahead,FALSE,97,105,0.92,0.08,0,1,0.367,right,left,FALSE,target_distracter,no-gaze
021216_02,9_exposure,9,exposure,right,straightahead,TRUE,8,105,0.08,0.08,0,1,0.367,right,left,FALSE,target_distracter,no-gaze
021216_02,9_test,9,test,face,NA,NA,0,96,0,0.25,0,3,0.433,left,right,FALSE,image_away,no-gaze
021216_02,9_test,9,test,left,straightahead,TRUE,24,96,0.25,0.25,0,3,0.433,left,right,FALSE,image_away,no-gaze
021216_02,9_test,9,test,right,straightahead,FALSE,72,96,0.75,0.25,0,3,0.433,left,right,FALSE,image_away,no-gaze
021616_01,1_exposure,1,exposure,face,straightahead,FALSE,65,123,0.53,0.31,0,4,1.233,face,right,FALSE,face_distracter,no-gaze
021616_01,1_exposure,1,exposure,left,straightahead,TRUE,18,123,0.15,0.31,0,4,1.233,face,right,FALSE,face_distracter,no-gaze
021616_01,1_exposure,1,exposure,right,straightahead,FALSE,40,123,0.33,0.31,0,4,1.233,face,right,FALSE,face_distracter,no-gaze
021616_01,1_test,1,test,face,straightahead,FALSE,39,120,0.32,0.56,0,5,0.7,face,left,TRUE,face_target,no-gaze
021616_01,1_test,1,test,left,straightahead,TRUE,45,120,0.38,0.56,0,5,0.7,face,left,TRUE,face_target,no-gaze
021616_01,1_test,1,test,right,straightahead,FALSE,36,120,0.3,0.56,0,5,0.7,face,left,TRUE,face_target,no-gaze
021616_01,10_exposure,10,exposure,face,NA,NA,0,109,0,0.31,0,3,0.933,left,right,TRUE,image_away,no-gaze
021616_01,10_exposure,10,exposure,left,straightahead,FALSE,75,109,0.69,0.31,0,3,0.933,left,right,TRUE,image_away,no-gaze
021616_01,10_exposure,10,exposure,right,straightahead,TRUE,34,109,0.31,0.31,0,3,0.933,left,right,TRUE,image_away,no-gaze
021616_01,10_test,10,test,face,NA,NA,0,119,0,0.72,0,3,0.2,left,right,TRUE,image_away,no-gaze
021616_01,10_test,10,test,left,straightahead,FALSE,33,119,0.28,0.72,0,3,0.2,left,right,TRUE,image_away,no-gaze
021616_01,10_test,10,test,right,straightahead,TRUE,86,119,0.72,0.72,0,3,0.2,left,right,TRUE,image_away,no-gaze
021616_01,11_exposure,11,exposure,face,NA,NA,0,118,0,0.68,0,3,1.133,left,right,FALSE,image_away,no-gaze
021616_01,11_exposure,11,exposure,left,straightahead,TRUE,80,118,0.68,0.68,0,3,1.133,left,right,FALSE,image_away,no-gaze
021616_01,11_exposure,11,exposure,right,straightahead,FALSE,38,118,0.32,0.68,0,3,1.133,left,right,FALSE,image_away,no-gaze
021616_01,11_test,11,test,face,straightahead,FALSE,33,120,0.28,0.92,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,11_test,11,test,left,straightahead,TRUE,80,120,0.67,0.92,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,11_test,11,test,right,straightahead,FALSE,7,120,0.06,0.92,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,12_exposure,12,exposure,face,NA,NA,0,105,0,0.44,0,4,0.233,left,right,TRUE,image_away,no-gaze
021616_01,12_exposure,12,exposure,left,straightahead,FALSE,59,105,0.56,0.44,0,4,0.233,left,right,TRUE,image_away,no-gaze
021616_01,12_exposure,12,exposure,right,straightahead,TRUE,46,105,0.44,0.44,0,4,0.233,left,right,TRUE,image_away,no-gaze
021616_01,12_test,12,test,face,NA,NA,0,114,0,0.89,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,12_test,12,test,left,straightahead,TRUE,101,114,0.89,0.89,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,12_test,12,test,right,straightahead,FALSE,13,114,0.11,0.89,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,13_exposure,13,exposure,face,NA,NA,0,122,0,0.61,0,3,0.2,left,right,FALSE,image_away,no-gaze
021616_01,13_exposure,13,exposure,left,straightahead,TRUE,74,122,0.61,0.61,0,3,0.2,left,right,FALSE,image_away,no-gaze
021616_01,13_exposure,13,exposure,right,straightahead,FALSE,48,122,0.39,0.61,0,3,0.2,left,right,FALSE,image_away,no-gaze
021616_01,13_test,13,test,face,NA,NA,0,108,0,0.57,0,3,0.433,left,right,TRUE,image_away,no-gaze
021616_01,13_test,13,test,left,straightahead,FALSE,46,108,0.43,0.57,0,3,0.433,left,right,TRUE,image_away,no-gaze
021616_01,13_test,13,test,right,straightahead,TRUE,62,108,0.57,0.57,0,3,0.433,left,right,TRUE,image_away,no-gaze
021616_01,14_exposure,14,exposure,face,NA,NA,0,114,0,0.6,0,2,0.433,right,left,TRUE,distracter_target,no-gaze
021616_01,14_exposure,14,exposure,left,straightahead,TRUE,68,114,0.6,0.6,0,2,0.433,right,left,TRUE,distracter_target,no-gaze
021616_01,14_exposure,14,exposure,right,straightahead,FALSE,46,114,0.4,0.6,0,2,0.433,right,left,TRUE,distracter_target,no-gaze
021616_01,14_test,14,test,face,NA,NA,0,112,0,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021616_01,14_test,14,test,left,straightahead,TRUE,112,112,1,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021616_01,14_test,14,test,right,NA,NA,0,112,0,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021616_01,15_exposure,15,exposure,face,NA,NA,0,115,0,0.43,0,3,0.667,right,left,FALSE,target_distracter,no-gaze
021616_01,15_exposure,15,exposure,left,straightahead,FALSE,65,115,0.57,0.43,0,3,0.667,right,left,FALSE,target_distracter,no-gaze
021616_01,15_exposure,15,exposure,right,straightahead,TRUE,50,115,0.43,0.43,0,3,0.667,right,left,FALSE,target_distracter,no-gaze
021616_01,15_test,15,test,face,straightahead,FALSE,12,114,0.11,0.65,0,4,0.2,left,right,TRUE,image_away,no-gaze
021616_01,15_test,15,test,left,straightahead,FALSE,36,114,0.32,0.65,0,4,0.2,left,right,TRUE,image_away,no-gaze
021616_01,15_test,15,test,right,straightahead,TRUE,66,114,0.58,0.65,0,4,0.2,left,right,TRUE,image_away,no-gaze
021616_01,16_exposure,16,exposure,face,NA,NA,0,113,0,0.24,0,3,0.767,right,left,FALSE,target_distracter,no-gaze
021616_01,16_exposure,16,exposure,left,straightahead,FALSE,86,113,0.76,0.24,0,3,0.767,right,left,FALSE,target_distracter,no-gaze
021616_01,16_exposure,16,exposure,right,straightahead,TRUE,27,113,0.24,0.24,0,3,0.767,right,left,FALSE,target_distracter,no-gaze
021616_01,16_test,16,test,face,NA,NA,0,111,0,0.55,0,3,0.233,left,right,TRUE,image_away,no-gaze
021616_01,16_test,16,test,left,straightahead,FALSE,50,111,0.45,0.55,0,3,0.233,left,right,TRUE,image_away,no-gaze
021616_01,16_test,16,test,right,straightahead,TRUE,61,111,0.55,0.55,0,3,0.233,left,right,TRUE,image_away,no-gaze
021616_01,2_exposure,2,exposure,face,straightahead,FALSE,26,119,0.22,0.34,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,2_exposure,2,exposure,left,straightahead,TRUE,32,119,0.27,0.34,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,2_exposure,2,exposure,right,straightahead,FALSE,61,119,0.51,0.34,0,4,0.267,left,right,FALSE,image_away,no-gaze
021616_01,2_test,2,test,face,NA,NA,0,114,0,0.48,0,3,0.633,right,left,TRUE,distracter_target,no-gaze
021616_01,2_test,2,test,left,straightahead,TRUE,55,114,0.48,0.48,0,3,0.633,right,left,TRUE,distracter_target,no-gaze
021616_01,2_test,2,test,right,straightahead,FALSE,59,114,0.52,0.48,0,3,0.633,right,left,TRUE,distracter_target,no-gaze
021616_01,3_exposure,3,exposure,face,NA,NA,0,116,0,0.66,0,3,0.267,left,right,TRUE,image_away,no-gaze
021616_01,3_exposure,3,exposure,left,straightahead,FALSE,39,116,0.34,0.66,0,3,0.267,left,right,TRUE,image_away,no-gaze
021616_01,3_exposure,3,exposure,right,straightahead,TRUE,77,116,0.66,0.66,0,3,0.267,left,right,TRUE,image_away,no-gaze
021616_01,3_test,3,test,face,straightahead,FALSE,27,117,0.23,0.68,0,6,0.233,right,left,TRUE,distracter_target,no-gaze
021616_01,3_test,3,test,left,straightahead,TRUE,61,117,0.52,0.68,0,6,0.233,right,left,TRUE,distracter_target,no-gaze
021616_01,3_test,3,test,right,straightahead,FALSE,29,117,0.25,0.68,0,6,0.233,right,left,TRUE,distracter_target,no-gaze
021616_01,4_exposure,4,exposure,face,NA,NA,0,116,0,0.34,0,4,0.233,left,right,TRUE,image_away,no-gaze
021616_01,4_exposure,4,exposure,left,straightahead,FALSE,76,116,0.66,0.34,0,4,0.233,left,right,TRUE,image_away,no-gaze
021616_01,4_exposure,4,exposure,right,straightahead,TRUE,40,116,0.34,0.34,0,4,0.233,left,right,TRUE,image_away,no-gaze
021616_01,4_test,4,test,face,NA,NA,0,114,0,0.82,0,3,0.167,left,right,FALSE,image_away,no-gaze
021616_01,4_test,4,test,left,straightahead,TRUE,94,114,0.82,0.82,0,3,0.167,left,right,FALSE,image_away,no-gaze
021616_01,4_test,4,test,right,straightahead,FALSE,20,114,0.18,0.82,0,3,0.167,left,right,FALSE,image_away,no-gaze
021616_01,5_exposure,5,exposure,face,NA,NA,0,119,0,0.48,0,4,0.233,left,right,FALSE,image_away,no-gaze
021616_01,5_exposure,5,exposure,left,straightahead,TRUE,57,119,0.48,0.48,0,4,0.233,left,right,FALSE,image_away,no-gaze
021616_01,5_exposure,5,exposure,right,straightahead,FALSE,62,119,0.52,0.48,0,4,0.233,left,right,FALSE,image_away,no-gaze
021616_01,5_test,5,test,face,NA,NA,0,113,0,0.74,0,3,0.3,left,right,TRUE,image_away,no-gaze
021616_01,5_test,5,test,left,straightahead,FALSE,29,113,0.26,0.74,0,3,0.3,left,right,TRUE,image_away,no-gaze
021616_01,5_test,5,test,right,straightahead,TRUE,84,113,0.74,0.74,0,3,0.3,left,right,TRUE,image_away,no-gaze
021616_01,6_exposure,6,exposure,face,straightahead,FALSE,9,114,0.08,0.4,0,5,0.467,right,left,FALSE,target_distracter,no-gaze
021616_01,6_exposure,6,exposure,left,straightahead,FALSE,63,114,0.55,0.4,0,5,0.467,right,left,FALSE,target_distracter,no-gaze
021616_01,6_exposure,6,exposure,right,straightahead,TRUE,42,114,0.37,0.4,0,5,0.467,right,left,FALSE,target_distracter,no-gaze
021616_01,6_test,6,test,face,NA,NA,0,113,0,0.81,0,2,2.2,right,left,FALSE,target_distracter,no-gaze
021616_01,6_test,6,test,left,straightahead,FALSE,21,113,0.19,0.81,0,2,2.2,right,left,FALSE,target_distracter,no-gaze
021616_01,6_test,6,test,right,straightahead,TRUE,92,113,0.81,0.81,0,2,2.2,right,left,FALSE,target_distracter,no-gaze
021616_01,7_exposure,7,exposure,face,NA,NA,0,109,0,0.44,0,4,0.433,left,right,FALSE,image_away,no-gaze
021616_01,7_exposure,7,exposure,left,straightahead,TRUE,48,109,0.44,0.44,0,4,0.433,left,right,FALSE,image_away,no-gaze
021616_01,7_exposure,7,exposure,right,straightahead,FALSE,61,109,0.56,0.44,0,4,0.433,left,right,FALSE,image_away,no-gaze
021616_01,7_test,7,test,face,NA,NA,0,111,0,0.67,0,2,0.233,left,right,TRUE,image_away,no-gaze
021616_01,7_test,7,test,left,straightahead,FALSE,37,111,0.33,0.67,0,2,0.233,left,right,TRUE,image_away,no-gaze
021616_01,7_test,7,test,right,straightahead,TRUE,74,111,0.67,0.67,0,2,0.233,left,right,TRUE,image_away,no-gaze
021616_01,8_exposure,8,exposure,face,NA,NA,0,113,0,0.42,0,2,1.2,right,left,FALSE,target_distracter,no-gaze
021616_01,8_exposure,8,exposure,left,straightahead,FALSE,66,113,0.58,0.42,0,2,1.2,right,left,FALSE,target_distracter,no-gaze
021616_01,8_exposure,8,exposure,right,straightahead,TRUE,47,113,0.42,0.42,0,2,1.2,right,left,FALSE,target_distracter,no-gaze
021616_01,8_test,8,test,face,NA,NA,0,108,0,0.81,0,2,0.233,left,right,FALSE,image_away,no-gaze
021616_01,8_test,8,test,left,straightahead,TRUE,87,108,0.81,0.81,0,2,0.233,left,right,FALSE,image_away,no-gaze
021616_01,8_test,8,test,right,straightahead,FALSE,21,108,0.19,0.81,0,2,0.233,left,right,FALSE,image_away,no-gaze
021616_01,9_exposure,9,exposure,face,NA,NA,0,121,0,0.53,0,3,0.633,left,right,FALSE,image_away,no-gaze
021616_01,9_exposure,9,exposure,left,straightahead,TRUE,64,121,0.53,0.53,0,3,0.633,left,right,FALSE,image_away,no-gaze
021616_01,9_exposure,9,exposure,right,straightahead,FALSE,57,121,0.47,0.53,0,3,0.633,left,right,FALSE,image_away,no-gaze
021616_01,9_test,9,test,face,NA,NA,0,110,0,0.75,0,2,2.467,right,left,FALSE,target_distracter,no-gaze
021616_01,9_test,9,test,left,straightahead,FALSE,28,110,0.25,0.75,0,2,2.467,right,left,FALSE,target_distracter,no-gaze
021616_01,9_test,9,test,right,straightahead,TRUE,82,110,0.75,0.75,0,2,2.467,right,left,FALSE,target_distracter,no-gaze
021616_03,1_exposure,1,exposure,face,straightahead,FALSE,60,113,0.53,0.68,0,4,1.133,face,left,TRUE,face_target,no-gaze
021616_03,1_exposure,1,exposure,left,straightahead,TRUE,36,113,0.32,0.68,0,4,1.133,face,left,TRUE,face_target,no-gaze
021616_03,1_exposure,1,exposure,right,straightahead,FALSE,17,113,0.15,0.68,0,4,1.133,face,left,TRUE,face_target,no-gaze
021616_03,1_test,1,test,face,straightahead,FALSE,52,115,0.45,0.63,0,3,1,face,right,FALSE,face_distracter,no-gaze
021616_03,1_test,1,test,left,straightahead,TRUE,40,115,0.35,0.63,0,3,1,face,right,FALSE,face_distracter,no-gaze
021616_03,1_test,1,test,right,straightahead,FALSE,23,115,0.2,0.63,0,3,1,face,right,FALSE,face_distracter,no-gaze
021616_03,10_exposure,10,exposure,face,straightahead,FALSE,32,113,0.28,0.46,0,4,0.1,left,face,FALSE,image_away,no-gaze
021616_03,10_exposure,10,exposure,left,straightahead,TRUE,37,113,0.33,0.46,0,4,0.1,left,face,FALSE,image_away,no-gaze
021616_03,10_exposure,10,exposure,right,straightahead,FALSE,44,113,0.39,0.46,0,4,0.1,left,face,FALSE,image_away,no-gaze
021616_03,10_test,10,test,face,straightahead,FALSE,11,117,0.09,0.59,0,4,0.367,face,left,FALSE,face_distracter,no-gaze
021616_03,10_test,10,test,left,straightahead,FALSE,43,117,0.37,0.59,0,4,0.367,face,left,FALSE,face_distracter,no-gaze
021616_03,10_test,10,test,right,straightahead,TRUE,63,117,0.54,0.59,0,4,0.367,face,left,FALSE,face_distracter,no-gaze
021616_03,11_exposure,11,exposure,face,straightahead,FALSE,12,101,0.12,0.53,0,3,0.533,face,left,TRUE,face_target,no-gaze
021616_03,11_exposure,11,exposure,left,straightahead,TRUE,47,101,0.47,0.53,0,3,0.533,face,left,TRUE,face_target,no-gaze
021616_03,11_exposure,11,exposure,right,straightahead,FALSE,42,101,0.42,0.53,0,3,0.533,face,left,TRUE,face_target,no-gaze
021616_03,11_test,11,test,face,straightahead,FALSE,25,115,0.22,0.54,0,4,0.533,face,right,TRUE,face_target,no-gaze
021616_03,11_test,11,test,left,straightahead,FALSE,41,115,0.36,0.54,0,4,0.533,face,right,TRUE,face_target,no-gaze
021616_03,11_test,11,test,right,straightahead,TRUE,49,115,0.43,0.54,0,4,0.533,face,right,TRUE,face_target,no-gaze
021616_03,12_exposure,12,exposure,face,straightahead,FALSE,9,114,0.08,0.64,0,4,0.367,face,left,FALSE,face_distracter,no-gaze
021616_03,12_exposure,12,exposure,left,straightahead,FALSE,38,114,0.33,0.64,0,4,0.367,face,left,FALSE,face_distracter,no-gaze
021616_03,12_exposure,12,exposure,right,straightahead,TRUE,67,114,0.59,0.64,0,4,0.367,face,left,FALSE,face_distracter,no-gaze
021616_03,12_test,12,test,face,NA,NA,0,112,0,0.48,0,2,0.4,right,left,FALSE,target_distracter,no-gaze
021616_03,12_test,12,test,left,straightahead,FALSE,58,112,0.52,0.48,0,2,0.4,right,left,FALSE,target_distracter,no-gaze
021616_03,12_test,12,test,right,straightahead,TRUE,54,112,0.48,0.48,0,2,0.4,right,left,FALSE,target_distracter,no-gaze
021616_03,13_exposure,13,exposure,face,straightahead,FALSE,5,117,0.04,0.46,0,3,0.067,right,face,FALSE,image_face,no-gaze
021616_03,13_exposure,13,exposure,left,straightahead,TRUE,52,117,0.44,0.46,0,3,0.067,right,face,FALSE,image_face,no-gaze
021616_03,13_exposure,13,exposure,right,straightahead,FALSE,60,117,0.51,0.46,0,3,0.067,right,face,FALSE,image_face,no-gaze
021616_03,13_test,13,test,face,straightahead,FALSE,26,117,0.22,0.62,0,3,1.067,left,right,FALSE,image_away,no-gaze
021616_03,13_test,13,test,left,straightahead,TRUE,56,117,0.48,0.62,0,3,1.067,left,right,FALSE,image_away,no-gaze
021616_03,13_test,13,test,right,straightahead,FALSE,35,117,0.3,0.62,0,3,1.067,left,right,FALSE,image_away,no-gaze
021616_03,14_exposure,14,exposure,face,straightahead,FALSE,33,121,0.27,0.51,0,5,0.3,face,left,FALSE,face_distracter,no-gaze
021616_03,14_exposure,14,exposure,left,straightahead,FALSE,43,121,0.36,0.51,0,5,0.3,face,left,FALSE,face_distracter,no-gaze
021616_03,14_exposure,14,exposure,right,straightahead,TRUE,45,121,0.37,0.51,0,5,0.3,face,left,FALSE,face_distracter,no-gaze
021616_03,14_test,14,test,face,NA,NA,0,121,0,0.36,0,2,0.567,right,left,FALSE,target_distracter,no-gaze
021616_03,14_test,14,test,left,straightahead,FALSE,78,121,0.64,0.36,0,2,0.567,right,left,FALSE,target_distracter,no-gaze
021616_03,14_test,14,test,right,straightahead,TRUE,43,121,0.36,0.36,0,2,0.567,right,left,FALSE,target_distracter,no-gaze
021616_03,15_exposure,15,exposure,face,straightahead,FALSE,13,117,0.11,0.56,0,4,0.2,right,face,FALSE,image_face,no-gaze
021616_03,15_exposure,15,exposure,left,straightahead,FALSE,46,117,0.39,0.56,0,4,0.2,right,face,FALSE,image_face,no-gaze
021616_03,15_exposure,15,exposure,right,straightahead,TRUE,58,117,0.5,0.56,0,4,0.2,right,face,FALSE,image_face,no-gaze
021616_03,15_test,15,test,face,straightahead,FALSE,10,117,0.09,0.59,0,3,0.433,right,left,TRUE,distracter_target,no-gaze
021616_03,15_test,15,test,left,straightahead,TRUE,63,117,0.54,0.59,0,3,0.433,right,left,TRUE,distracter_target,no-gaze
021616_03,15_test,15,test,right,straightahead,FALSE,44,117,0.38,0.59,0,3,0.433,right,left,TRUE,distracter_target,no-gaze
021616_03,16_exposure,16,exposure,face,straightahead,FALSE,14,117,0.12,0.63,0,3,0.467,face,left,FALSE,face_distracter,no-gaze
021616_03,16_exposure,16,exposure,left,straightahead,FALSE,38,117,0.32,0.63,0,3,0.467,face,left,FALSE,face_distracter,no-gaze
