subid,trial_num_full,trial_num,trial_type,ss_looking_char,look,correct,count_looks,total_looks,prop_looking,m_correct,m_gaze_follow,num_shifts,rt,shift_start,shift_end,shift_correct,shift_type,condition
021916_05,15_exposure,15,exposure,right,straightahead,TRUE,47,64,0.73,0.73,0,3,1.033,left,right,TRUE,image_away,no-gaze
021916_05,15_test,15,test,face,straightahead,FALSE,20,57,0.35,0.22,0,3,0.4,right,left,TRUE,distracter_target,no-gaze
021916_05,15_test,15,test,left,straightahead,TRUE,8,57,0.14,0.22,0,3,0.4,right,left,TRUE,distracter_target,no-gaze
021916_05,15_test,15,test,right,straightahead,FALSE,29,57,0.51,0.22,0,3,0.4,right,left,TRUE,distracter_target,no-gaze
021916_05,16_exposure,16,exposure,face,NA,NA,0,68,0,0.62,0,3,0.567,left,right,TRUE,image_away,no-gaze
021916_05,16_exposure,16,exposure,left,straightahead,FALSE,26,68,0.38,0.62,0,3,0.567,left,right,TRUE,image_away,no-gaze
021916_05,16_exposure,16,exposure,right,straightahead,TRUE,42,68,0.62,0.62,0,3,0.567,left,right,TRUE,image_away,no-gaze
021916_05,16_test,16,test,face,NA,NA,0,85,0,0.64,0,2,0.233,right,left,TRUE,distracter_target,no-gaze
021916_05,16_test,16,test,left,straightahead,TRUE,54,85,0.64,0.64,0,2,0.233,right,left,TRUE,distracter_target,no-gaze
021916_05,16_test,16,test,right,straightahead,FALSE,31,85,0.36,0.64,0,2,0.233,right,left,TRUE,distracter_target,no-gaze
021916_05,2_exposure,2,exposure,face,straightahead,FALSE,15,57,0.26,0.14,0,2,0.533,left,right,FALSE,image_away,no-gaze
021916_05,2_exposure,2,exposure,left,straightahead,TRUE,6,57,0.11,0.14,0,2,0.533,left,right,FALSE,image_away,no-gaze
021916_05,2_exposure,2,exposure,right,straightahead,FALSE,36,57,0.63,0.14,0,2,0.533,left,right,FALSE,image_away,no-gaze
021916_05,2_test,2,test,face,straightahead,FALSE,46,82,0.56,0.39,0,5,0.367,left,right,FALSE,image_away,no-gaze
021916_05,2_test,2,test,left,straightahead,TRUE,14,82,0.17,0.39,0,5,0.367,left,right,FALSE,image_away,no-gaze
021916_05,2_test,2,test,right,straightahead,FALSE,22,82,0.27,0.39,0,5,0.367,left,right,FALSE,image_away,no-gaze
021916_05,3_exposure,3,exposure,face,straightahead,FALSE,13,55,0.24,0.14,0,4,0.233,face,left,TRUE,face_target,no-gaze
021916_05,3_exposure,3,exposure,left,straightahead,TRUE,6,55,0.11,0.14,0,4,0.233,face,left,TRUE,face_target,no-gaze
021916_05,3_exposure,3,exposure,right,straightahead,FALSE,36,55,0.65,0.14,0,4,0.233,face,left,TRUE,face_target,no-gaze
021916_05,3_test,3,test,face,straightahead,FALSE,41,88,0.47,0.62,0,6,0.4,left,right,TRUE,image_away,no-gaze
021916_05,3_test,3,test,left,straightahead,FALSE,18,88,0.2,0.62,0,6,0.4,left,right,TRUE,image_away,no-gaze
021916_05,3_test,3,test,right,straightahead,TRUE,29,88,0.33,0.62,0,6,0.4,left,right,TRUE,image_away,no-gaze
021916_05,4_exposure,4,exposure,face,straightahead,FALSE,16,89,0.18,0.37,0,6,0.8,left,right,FALSE,image_away,no-gaze
021916_05,4_exposure,4,exposure,left,straightahead,TRUE,27,89,0.3,0.37,0,6,0.8,left,right,FALSE,image_away,no-gaze
021916_05,4_exposure,4,exposure,right,straightahead,FALSE,46,89,0.52,0.37,0,6,0.8,left,right,FALSE,image_away,no-gaze
021916_05,4_test,4,test,face,straightahead,FALSE,19,91,0.21,0.62,0,3,0.6,left,right,TRUE,image_away,no-gaze
021916_05,4_test,4,test,left,straightahead,FALSE,27,91,0.3,0.62,0,3,0.6,left,right,TRUE,image_away,no-gaze
021916_05,4_test,4,test,right,straightahead,TRUE,45,91,0.49,0.62,0,3,0.6,left,right,TRUE,image_away,no-gaze
021916_05,5_exposure,5,exposure,face,straightahead,FALSE,27,91,0.3,0.7,0,6,0.733,left,right,FALSE,image_away,no-gaze
021916_05,5_exposure,5,exposure,left,straightahead,TRUE,45,91,0.49,0.7,0,6,0.733,left,right,FALSE,image_away,no-gaze
021916_05,5_exposure,5,exposure,right,straightahead,FALSE,19,91,0.21,0.7,0,6,0.733,left,right,FALSE,image_away,no-gaze
021916_05,5_test,5,test,face,straightahead,FALSE,36,70,0.51,0.53,0,5,0.5,left,right,FALSE,image_away,no-gaze
021916_05,5_test,5,test,left,straightahead,TRUE,18,70,0.26,0.53,0,5,0.5,left,right,FALSE,image_away,no-gaze
021916_05,5_test,5,test,right,straightahead,FALSE,16,70,0.23,0.53,0,5,0.5,left,right,FALSE,image_away,no-gaze
021916_05,6_exposure,6,exposure,face,straightahead,FALSE,6,46,0.13,0.12,0,2,0.733,left,right,FALSE,image_away,no-gaze
021916_05,6_exposure,6,exposure,left,straightahead,TRUE,5,46,0.11,0.12,0,2,0.733,left,right,FALSE,image_away,no-gaze
021916_05,6_exposure,6,exposure,right,straightahead,FALSE,35,46,0.76,0.12,0,2,0.733,left,right,FALSE,image_away,no-gaze
021916_05,6_test,6,test,face,NA,NA,0,55,0,0.55,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_05,6_test,6,test,left,straightahead,FALSE,25,55,0.45,0.55,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_05,6_test,6,test,right,straightahead,TRUE,30,55,0.55,0.55,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_05,7_exposure,7,exposure,face,straightahead,FALSE,2,72,0.03,0.64,0,6,0.467,right,left,FALSE,target_distracter,no-gaze
021916_05,7_exposure,7,exposure,left,straightahead,FALSE,25,72,0.35,0.64,0,6,0.467,right,left,FALSE,target_distracter,no-gaze
021916_05,7_exposure,7,exposure,right,straightahead,TRUE,45,72,0.62,0.64,0,6,0.467,right,left,FALSE,target_distracter,no-gaze
021916_05,7_test,7,test,face,NA,NA,0,43,0,0.81,0,2,0.267,left,right,FALSE,image_away,no-gaze
021916_05,7_test,7,test,left,straightahead,TRUE,35,43,0.81,0.81,0,2,0.267,left,right,FALSE,image_away,no-gaze
021916_05,7_test,7,test,right,straightahead,FALSE,8,43,0.19,0.81,0,2,0.267,left,right,FALSE,image_away,no-gaze
021916_05,8_exposure,8,exposure,face,NA,NA,0,63,0,0.56,0,3,0.333,left,right,TRUE,image_away,no-gaze
021916_05,8_exposure,8,exposure,left,straightahead,FALSE,28,63,0.44,0.56,0,3,0.333,left,right,TRUE,image_away,no-gaze
021916_05,8_exposure,8,exposure,right,straightahead,TRUE,35,63,0.56,0.56,0,3,0.333,left,right,TRUE,image_away,no-gaze
021916_05,8_test,8,test,face,straightahead,FALSE,61,102,0.6,0.85,0,1,0.3,left,right,TRUE,image_away,no-gaze
021916_05,8_test,8,test,left,straightahead,FALSE,6,102,0.06,0.85,0,1,0.3,left,right,TRUE,image_away,no-gaze
021916_05,8_test,8,test,right,straightahead,TRUE,35,102,0.34,0.85,0,1,0.3,left,right,TRUE,image_away,no-gaze
021916_05,9_exposure,9,exposure,face,NA,NA,0,63,0,0.78,0,3,0.567,left,right,TRUE,image_away,no-gaze
021916_05,9_exposure,9,exposure,left,straightahead,FALSE,14,63,0.22,0.78,0,3,0.567,left,right,TRUE,image_away,no-gaze
021916_05,9_exposure,9,exposure,right,straightahead,TRUE,49,63,0.78,0.78,0,3,0.567,left,right,TRUE,image_away,no-gaze
021916_05,9_test,9,test,face,straightahead,FALSE,31,69,0.45,0.32,0,5,0.267,left,right,FALSE,image_away,no-gaze
021916_05,9_test,9,test,left,straightahead,TRUE,12,69,0.17,0.32,0,5,0.267,left,right,FALSE,image_away,no-gaze
021916_05,9_test,9,test,right,straightahead,FALSE,26,69,0.38,0.32,0,5,0.267,left,right,FALSE,image_away,no-gaze
021916_06,1_exposure,1,exposure,face,right,FALSE,10,114,0.09,0.8,0.8,4,1.1,right,face,FALSE,image_face,gaze
021916_06,1_exposure,1,exposure,left,right,FALSE,21,114,0.18,0.8,0.8,4,1.1,right,face,FALSE,image_face,gaze
021916_06,1_exposure,1,exposure,right,right,TRUE,83,114,0.73,0.8,0.8,4,1.1,right,face,FALSE,image_face,gaze
021916_06,1_test,1,test,face,NA,NA,0,110,0,0.95,0,1,0.533,right,left,TRUE,distracter_target,gaze
021916_06,1_test,1,test,left,straightahead,TRUE,104,110,0.95,0.95,0,1,0.533,right,left,TRUE,distracter_target,gaze
021916_06,1_test,1,test,right,straightahead,FALSE,6,110,0.05,0.95,0,1,0.533,right,left,TRUE,distracter_target,gaze
021916_06,10_exposure,10,exposure,face,left,FALSE,6,102,0.06,0.79,0.79,5,0.4,left,right,FALSE,image_away,gaze
021916_06,10_exposure,10,exposure,left,left,TRUE,76,102,0.75,0.79,0.79,5,0.4,left,right,FALSE,image_away,gaze
021916_06,10_exposure,10,exposure,right,left,FALSE,20,102,0.2,0.79,0.79,5,0.4,left,right,FALSE,image_away,gaze
021916_06,10_test,10,test,face,straightahead,FALSE,9,114,0.08,0.86,0,5,0.233,right,left,TRUE,distracter_target,gaze
021916_06,10_test,10,test,left,straightahead,TRUE,90,114,0.79,0.86,0,5,0.233,right,left,TRUE,distracter_target,gaze
021916_06,10_test,10,test,right,straightahead,FALSE,15,114,0.13,0.86,0,5,0.233,right,left,TRUE,distracter_target,gaze
021916_06,11_exposure,11,exposure,face,NA,NA,0,122,0,0.95,0.95,1,0.233,left,right,TRUE,image_away,gaze
021916_06,11_exposure,11,exposure,left,right,FALSE,6,122,0.05,0.95,0.95,1,0.233,left,right,TRUE,image_away,gaze
021916_06,11_exposure,11,exposure,right,right,TRUE,116,122,0.95,0.95,0.95,1,0.233,left,right,TRUE,image_away,gaze
021916_06,11_test,11,test,face,NA,NA,0,76,0,0.93,0,1,0.6,left,right,FALSE,image_away,gaze
021916_06,11_test,11,test,left,straightahead,TRUE,71,76,0.93,0.93,0,1,0.6,left,right,FALSE,image_away,gaze
021916_06,11_test,11,test,right,straightahead,FALSE,5,76,0.07,0.93,0,1,0.6,left,right,FALSE,image_away,gaze
021916_06,12_exposure,12,exposure,face,NA,NA,0,113,0,0.16,0.84,4,0.333,right,left,TRUE,distracter_target,gaze
021916_06,12_exposure,12,exposure,left,right,TRUE,18,113,0.16,0.16,0.84,4,0.333,right,left,TRUE,distracter_target,gaze
021916_06,12_exposure,12,exposure,right,right,FALSE,95,113,0.84,0.16,0.84,4,0.333,right,left,TRUE,distracter_target,gaze
021916_06,12_test,12,test,face,NA,NA,0,87,0,0.32,0,3,0.267,right,left,FALSE,target_distracter,gaze
021916_06,12_test,12,test,left,straightahead,FALSE,59,87,0.68,0.32,0,3,0.267,right,left,FALSE,target_distracter,gaze
021916_06,12_test,12,test,right,straightahead,TRUE,28,87,0.32,0.32,0,3,0.267,right,left,FALSE,target_distracter,gaze
021916_06,13_exposure,13,exposure,face,NA,NA,0,115,0,0.32,0.68,5,0.733,left,right,FALSE,image_away,gaze
021916_06,13_exposure,13,exposure,left,right,TRUE,37,115,0.32,0.32,0.68,5,0.733,left,right,FALSE,image_away,gaze
021916_06,13_exposure,13,exposure,right,right,FALSE,78,115,0.68,0.32,0.68,5,0.733,left,right,FALSE,image_away,gaze
021916_06,13_test,13,test,face,NA,NA,0,92,0,0.93,0,2,0.8,left,right,FALSE,image_away,gaze
021916_06,13_test,13,test,left,straightahead,TRUE,86,92,0.93,0.93,0,2,0.8,left,right,FALSE,image_away,gaze
021916_06,13_test,13,test,right,straightahead,FALSE,6,92,0.07,0.93,0,2,0.8,left,right,FALSE,image_away,gaze
021916_06,14_exposure,14,exposure,face,NA,NA,0,117,0,0.19,0.81,1,0.767,left,right,FALSE,image_away,gaze
021916_06,14_exposure,14,exposure,left,right,TRUE,22,117,0.19,0.19,0.81,1,0.767,left,right,FALSE,image_away,gaze
021916_06,14_exposure,14,exposure,right,right,FALSE,95,117,0.81,0.19,0.81,1,0.767,left,right,FALSE,image_away,gaze
021916_06,14_test,14,test,face,NA,NA,0,30,0,0.27,0,1,0.3,right,left,FALSE,target_distracter,gaze
021916_06,14_test,14,test,left,straightahead,FALSE,22,30,0.73,0.27,0,1,0.3,right,left,FALSE,target_distracter,gaze
021916_06,14_test,14,test,right,straightahead,TRUE,8,30,0.27,0.27,0,1,0.3,right,left,FALSE,target_distracter,gaze
021916_06,15_exposure,15,exposure,face,NA,NA,0,109,0,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_06,15_exposure,15,exposure,left,right,TRUE,109,109,1,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_06,15_exposure,15,exposure,right,NA,NA,0,109,0,1,0,0,NA,left,NA,NA,no_shift,gaze
021916_06,15_test,15,test,face,NA,NA,0,103,0,0.95,0,2,0.267,left,right,FALSE,image_away,gaze
021916_06,15_test,15,test,left,straightahead,TRUE,98,103,0.95,0.95,0,2,0.267,left,right,FALSE,image_away,gaze
021916_06,15_test,15,test,right,straightahead,FALSE,5,103,0.05,0.95,0,2,0.267,left,right,FALSE,image_away,gaze
021916_06,16_exposure,16,exposure,face,NA,NA,0,101,0,0.08,0.92,2,0.467,left,right,FALSE,image_away,gaze
021916_06,16_exposure,16,exposure,left,right,TRUE,8,101,0.08,0.08,0.92,2,0.467,left,right,FALSE,image_away,gaze
021916_06,16_exposure,16,exposure,right,right,FALSE,93,101,0.92,0.08,0.92,2,0.467,left,right,FALSE,image_away,gaze
021916_06,16_test,16,test,face,NA,NA,0,39,0,0.33,0,2,0.233,right,left,TRUE,distracter_target,gaze
021916_06,16_test,16,test,left,straightahead,TRUE,13,39,0.33,0.33,0,2,0.233,right,left,TRUE,distracter_target,gaze
021916_06,16_test,16,test,right,straightahead,FALSE,26,39,0.67,0.33,0,2,0.233,right,left,TRUE,distracter_target,gaze
021916_06,2_exposure,2,exposure,face,NA,NA,0,123,0,0.16,0.84,2,1,left,right,TRUE,image_away,gaze
021916_06,2_exposure,2,exposure,left,left,FALSE,103,123,0.84,0.16,0.84,2,1,left,right,TRUE,image_away,gaze
021916_06,2_exposure,2,exposure,right,left,TRUE,20,123,0.16,0.16,0.84,2,1,left,right,TRUE,image_away,gaze
021916_06,2_test,2,test,face,NA,NA,0,95,0,0.89,0,2,0.7,left,right,FALSE,image_away,gaze
021916_06,2_test,2,test,left,straightahead,TRUE,85,95,0.89,0.89,0,2,0.7,left,right,FALSE,image_away,gaze
021916_06,2_test,2,test,right,straightahead,FALSE,10,95,0.11,0.89,0,2,0.7,left,right,FALSE,image_away,gaze
021916_06,3_exposure,3,exposure,face,NA,NA,0,120,0,0.03,0.97,1,3.1,left,right,TRUE,image_away,gaze
021916_06,3_exposure,3,exposure,left,left,FALSE,116,120,0.97,0.03,0.97,1,3.1,left,right,TRUE,image_away,gaze
021916_06,3_exposure,3,exposure,right,left,TRUE,4,120,0.03,0.03,0.97,1,3.1,left,right,TRUE,image_away,gaze
021916_06,3_test,3,test,face,NA,NA,0,117,0,0.86,0,3,0.267,left,right,TRUE,image_away,gaze
021916_06,3_test,3,test,left,straightahead,FALSE,16,117,0.14,0.86,0,3,0.267,left,right,TRUE,image_away,gaze
021916_06,3_test,3,test,right,straightahead,TRUE,101,117,0.86,0.86,0,3,0.267,left,right,TRUE,image_away,gaze
021916_06,4_exposure,4,exposure,face,NA,NA,0,102,0,0.76,0.76,5,0.5,right,left,TRUE,distracter_target,gaze
021916_06,4_exposure,4,exposure,left,left,TRUE,78,102,0.76,0.76,0.76,5,0.5,right,left,TRUE,distracter_target,gaze
021916_06,4_exposure,4,exposure,right,left,FALSE,24,102,0.24,0.76,0.76,5,0.5,right,left,TRUE,distracter_target,gaze
021916_06,4_test,4,test,face,NA,NA,0,119,0,0.87,0,3,0.233,left,right,TRUE,image_away,gaze
021916_06,4_test,4,test,left,straightahead,FALSE,15,119,0.13,0.87,0,3,0.233,left,right,TRUE,image_away,gaze
021916_06,4_test,4,test,right,straightahead,TRUE,104,119,0.87,0.87,0,3,0.233,left,right,TRUE,image_away,gaze
021916_06,5_exposure,5,exposure,face,NA,NA,0,111,0,0.76,0.76,5,0.333,right,left,TRUE,distracter_target,gaze
021916_06,5_exposure,5,exposure,left,left,TRUE,84,111,0.76,0.76,0.76,5,0.333,right,left,TRUE,distracter_target,gaze
021916_06,5_exposure,5,exposure,right,left,FALSE,27,111,0.24,0.76,0.76,5,0.333,right,left,TRUE,distracter_target,gaze
021916_06,5_test,5,test,face,NA,NA,0,86,0,1,0,0,NA,right,NA,NA,no_shift,gaze
021916_06,5_test,5,test,left,NA,NA,0,86,0,1,0,0,NA,right,NA,NA,no_shift,gaze
021916_06,5_test,5,test,right,straightahead,TRUE,86,86,1,1,0,0,NA,right,NA,NA,no_shift,gaze
021916_06,6_exposure,6,exposure,face,NA,NA,0,103,0,0.68,0.68,6,0.433,right,left,FALSE,target_distracter,gaze
021916_06,6_exposure,6,exposure,left,right,FALSE,33,103,0.32,0.68,0.68,6,0.433,right,left,FALSE,target_distracter,gaze
021916_06,6_exposure,6,exposure,right,right,TRUE,70,103,0.68,0.68,0.68,6,0.433,right,left,FALSE,target_distracter,gaze
021916_06,6_test,6,test,face,NA,NA,0,120,0,0.84,0,4,0.4,right,left,FALSE,target_distracter,gaze
021916_06,6_test,6,test,left,straightahead,FALSE,19,120,0.16,0.84,0,4,0.4,right,left,FALSE,target_distracter,gaze
021916_06,6_test,6,test,right,straightahead,TRUE,101,120,0.84,0.84,0,4,0.4,right,left,FALSE,target_distracter,gaze
021916_06,7_exposure,7,exposure,face,NA,NA,0,106,0,0.7,0.7,6,0.367,right,left,FALSE,target_distracter,gaze
021916_06,7_exposure,7,exposure,left,right,FALSE,32,106,0.3,0.7,0.7,6,0.367,right,left,FALSE,target_distracter,gaze
021916_06,7_exposure,7,exposure,right,right,TRUE,74,106,0.7,0.7,0.7,6,0.367,right,left,FALSE,target_distracter,gaze
021916_06,7_test,7,test,face,NA,NA,0,116,0,0.87,0,4,0.3,right,left,FALSE,target_distracter,gaze
021916_06,7_test,7,test,left,straightahead,FALSE,15,116,0.13,0.87,0,4,0.3,right,left,FALSE,target_distracter,gaze
021916_06,7_test,7,test,right,straightahead,TRUE,101,116,0.87,0.87,0,4,0.3,right,left,FALSE,target_distracter,gaze
021916_06,8_exposure,8,exposure,face,NA,NA,0,123,0,0.12,0.88,3,0.267,right,left,FALSE,target_distracter,gaze
021916_06,8_exposure,8,exposure,left,left,FALSE,108,123,0.88,0.12,0.88,3,0.267,right,left,FALSE,target_distracter,gaze
021916_06,8_exposure,8,exposure,right,left,TRUE,15,123,0.12,0.12,0.88,3,0.267,right,left,FALSE,target_distracter,gaze
021916_06,8_test,8,test,face,straightahead,FALSE,14,117,0.12,0.92,0,4,0.3,right,left,FALSE,target_distracter,gaze
021916_06,8_test,8,test,left,straightahead,FALSE,8,117,0.07,0.92,0,4,0.3,right,left,FALSE,target_distracter,gaze
021916_06,8_test,8,test,right,straightahead,TRUE,95,117,0.81,0.92,0,4,0.3,right,left,FALSE,target_distracter,gaze
021916_06,9_exposure,9,exposure,face,NA,NA,0,94,0,0.11,0.89,1,0.367,right,left,FALSE,target_distracter,gaze
021916_06,9_exposure,9,exposure,left,left,FALSE,84,94,0.89,0.11,0.89,1,0.367,right,left,FALSE,target_distracter,gaze
021916_06,9_exposure,9,exposure,right,left,TRUE,10,94,0.11,0.11,0.89,1,0.367,right,left,FALSE,target_distracter,gaze
021916_06,9_test,9,test,face,NA,NA,0,103,0,0.88,0,2,0.233,left,right,FALSE,image_away,gaze
021916_06,9_test,9,test,left,straightahead,TRUE,91,103,0.88,0.88,0,2,0.233,left,right,FALSE,image_away,gaze
021916_06,9_test,9,test,right,straightahead,FALSE,12,103,0.12,0.88,0,2,0.233,left,right,FALSE,image_away,gaze
021916_07,1_exposure,1,exposure,face,straightahead,FALSE,60,120,0.5,0.32,0,5,0.5,face,left,FALSE,face_distracter,no-gaze
021916_07,1_exposure,1,exposure,left,straightahead,FALSE,41,120,0.34,0.32,0,5,0.5,face,left,FALSE,face_distracter,no-gaze
021916_07,1_exposure,1,exposure,right,straightahead,TRUE,19,120,0.16,0.32,0,5,0.5,face,left,FALSE,face_distracter,no-gaze
021916_07,1_test,1,test,face,straightahead,FALSE,48,108,0.44,0.45,0,4,0.8,left,right,TRUE,image_away,no-gaze
021916_07,1_test,1,test,left,straightahead,FALSE,33,108,0.31,0.45,0,4,0.8,left,right,TRUE,image_away,no-gaze
021916_07,1_test,1,test,right,straightahead,TRUE,27,108,0.25,0.45,0,4,0.8,left,right,TRUE,image_away,no-gaze
021916_07,10_exposure,10,exposure,face,straightahead,FALSE,10,58,0.17,0.62,0,3,0.667,face,right,TRUE,face_target,no-gaze
021916_07,10_exposure,10,exposure,left,straightahead,FALSE,18,58,0.31,0.62,0,3,0.667,face,right,TRUE,face_target,no-gaze
021916_07,10_exposure,10,exposure,right,straightahead,TRUE,30,58,0.52,0.62,0,3,0.667,face,right,TRUE,face_target,no-gaze
021916_07,10_test,10,test,face,NA,NA,0,108,0,0.92,0,2,1.167,right,left,FALSE,target_distracter,no-gaze
021916_07,10_test,10,test,left,straightahead,FALSE,9,108,0.08,0.92,0,2,1.167,right,left,FALSE,target_distracter,no-gaze
021916_07,10_test,10,test,right,straightahead,TRUE,99,108,0.92,0.92,0,2,1.167,right,left,FALSE,target_distracter,no-gaze
021916_07,11_exposure,11,exposure,face,NA,NA,0,105,0,0.44,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_07,11_exposure,11,exposure,left,straightahead,FALSE,59,105,0.56,0.44,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_07,11_exposure,11,exposure,right,straightahead,TRUE,46,105,0.44,0.44,0,3,0.367,right,left,FALSE,target_distracter,no-gaze
021916_07,11_test,11,test,face,NA,NA,0,104,0,0.93,0,1,0.7,right,left,TRUE,distracter_target,no-gaze
021916_07,11_test,11,test,left,straightahead,TRUE,97,104,0.93,0.93,0,1,0.7,right,left,TRUE,distracter_target,no-gaze
021916_07,11_test,11,test,right,straightahead,FALSE,7,104,0.07,0.93,0,1,0.7,right,left,TRUE,distracter_target,no-gaze
021916_07,12_exposure,12,exposure,face,NA,NA,0,19,0,0.42,0,1,0.3,left,right,FALSE,image_away,no-gaze
021916_07,12_exposure,12,exposure,left,straightahead,TRUE,8,19,0.42,0.42,0,1,0.3,left,right,FALSE,image_away,no-gaze
021916_07,12_exposure,12,exposure,right,straightahead,FALSE,11,19,0.58,0.42,0,1,0.3,left,right,FALSE,image_away,no-gaze
021916_07,12_test,12,test,face,NA,NA,0,109,0,1,0,0,NA,right,NA,NA,no_shift,no-gaze
021916_07,12_test,12,test,left,NA,NA,0,109,0,1,0,0,NA,right,NA,NA,no_shift,no-gaze
021916_07,12_test,12,test,right,straightahead,TRUE,109,109,1,1,0,0,NA,right,NA,NA,no_shift,no-gaze
021916_07,13_exposure,13,exposure,face,NA,NA,0,18,0,0.39,0,1,0.267,right,left,FALSE,target_distracter,no-gaze
021916_07,13_exposure,13,exposure,left,straightahead,FALSE,11,18,0.61,0.39,0,1,0.267,right,left,FALSE,target_distracter,no-gaze
021916_07,13_exposure,13,exposure,right,straightahead,TRUE,7,18,0.39,0.39,0,1,0.267,right,left,FALSE,target_distracter,no-gaze
021916_07,13_test,13,test,face,NA,NA,0,99,0,1,0,0,NA,right,NA,NA,no_shift,no-gaze
021916_07,13_test,13,test,left,NA,NA,0,99,0,1,0,0,NA,right,NA,NA,no_shift,no-gaze
021916_07,13_test,13,test,right,straightahead,TRUE,99,99,1,1,0,0,NA,right,NA,NA,no_shift,no-gaze
021916_07,14_exposure,14,exposure,face,NA,NA,0,13,0,0.38,0,1,1.733,right,left,FALSE,target_distracter,no-gaze
021916_07,14_exposure,14,exposure,left,straightahead,FALSE,8,13,0.62,0.38,0,1,1.733,right,left,FALSE,target_distracter,no-gaze
021916_07,14_exposure,14,exposure,right,straightahead,TRUE,5,13,0.38,0.38,0,1,1.733,right,left,FALSE,target_distracter,no-gaze
021916_07,14_test,14,test,face,NA,NA,0,106,0,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021916_07,14_test,14,test,left,straightahead,TRUE,106,106,1,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021916_07,14_test,14,test,right,NA,NA,0,106,0,1,0,0,NA,left,NA,NA,no_shift,no-gaze
021916_07,15_exposure,15,exposure,face,NA,NA,0,30,0,0.6,0,3,0.4,left,right,FALSE,image_away,no-gaze
021916_07,15_exposure,15,exposure,left,straightahead,TRUE,18,30,0.6,0.6,0,3,0.4,left,right,FALSE,image_away,no-gaze
021916_07,15_exposure,15,exposure,right,straightahead,FALSE,12,30,0.4,0.6,0,3,0.4,left,right,FALSE,image_away,no-gaze
021916_07,15_test,15,test,face,NA,NA,0,102,0,0.07,0,2,1.9,left,right,TRUE,image_away,no-gaze
021916_07,15_test,15,test,left,straightahead,FALSE,95,102,0.93,0.07,0,2,1.9,left,right,TRUE,image_away,no-gaze
021916_07,15_test,15,test,right,straightahead,TRUE,7,102,0.07,0.07,0,2,1.9,left,right,TRUE,image_away,no-gaze
021916_07,16_test,16,test,face,NA,NA,0,102,0,0.16,0,1,1,left,right,FALSE,image_away,no-gaze
021916_07,16_test,16,test,left,straightahead,TRUE,16,102,0.16,0.16,0,1,1,left,right,FALSE,image_away,no-gaze
021916_07,16_test,16,test,right,straightahead,FALSE,86,102,0.84,0.16,0,1,1,left,right,FALSE,image_away,no-gaze
021916_07,2_exposure,2,exposure,face,straightahead,FALSE,37,114,0.32,0.62,0,5,0.5,face,right,TRUE,face_target,no-gaze
021916_07,2_exposure,2,exposure,left,straightahead,FALSE,29,114,0.25,0.62,0,5,0.5,face,right,TRUE,face_target,no-gaze
021916_07,2_exposure,2,exposure,right,straightahead,TRUE,48,114,0.42,0.62,0,5,0.5,face,right,TRUE,face_target,no-gaze
021916_07,2_test,2,test,face,straightahead,FALSE,71,79,0.9,0,0,2,1.233,face,right,FALSE,face_distracter,no-gaze
021916_07,2_test,2,test,left,NA,NA,0,79,0,0,0,2,1.233,face,right,FALSE,face_distracter,no-gaze
021916_07,2_test,2,test,right,straightahead,FALSE,8,79,0.1,0,0,2,1.233,face,right,FALSE,face_distracter,no-gaze
021916_07,3_exposure,3,exposure,face,straightahead,FALSE,27,96,0.28,0.52,0,4,1.067,face,left,FALSE,face_distracter,no-gaze
021916_07,3_exposure,3,exposure,left,straightahead,FALSE,33,96,0.34,0.52,0,4,1.067,face,left,FALSE,face_distracter,no-gaze
021916_07,3_exposure,3,exposure,right,straightahead,TRUE,36,96,0.38,0.52,0,4,1.067,face,left,FALSE,face_distracter,no-gaze
021916_07,3_test,3,test,face,straightahead,FALSE,106,120,0.88,0.57,0,3,2.833,face,right,TRUE,face_target,no-gaze
021916_07,3_test,3,test,left,straightahead,FALSE,6,120,0.05,0.57,0,3,2.833,face,right,TRUE,face_target,no-gaze
021916_07,3_test,3,test,right,straightahead,TRUE,8,120,0.07,0.57,0,3,2.833,face,right,TRUE,face_target,no-gaze
021916_07,4_exposure,4,exposure,face,straightahead,FALSE,48,99,0.48,0.47,0,4,0.733,left,right,FALSE,image_away,no-gaze
021916_07,4_exposure,4,exposure,left,straightahead,TRUE,24,99,0.24,0.47,0,4,0.733,left,right,FALSE,image_away,no-gaze
021916_07,4_exposure,4,exposure,right,straightahead,FALSE,27,99,0.27,0.47,0,4,0.733,left,right,FALSE,image_away,no-gaze
021916_07,4_test,4,test,face,straightahead,FALSE,114,118,0.97,1,0,1,0.367,face,left,TRUE,face_target,no-gaze
021916_07,4_test,4,test,left,straightahead,TRUE,4,118,0.03,1,0,1,0.367,face,left,TRUE,face_target,no-gaze
021916_07,4_test,4,test,right,NA,NA,0,118,0,1,0,1,0.367,face,left,TRUE,face_target,no-gaze
